trade_id,direction,momentum_status,roc_atr_3,alignment_status,alignment,structure_status,origin_dist_atr,context_status,weekday,all_available
L00684,SHORT,AVAILABLE,1.4173398965175432,AVAILABLE,NEUTRAL,AVAILABLE,1.603986407846132,AVAILABLE,Sunday,True
L00685,LONG,AVAILABLE,1.1101649431958318,AVAILABLE,NEUTRAL,AVAILABLE,1.7965325540171897,AVAILABLE,Sunday,True
L00687,SHORT,AVAILABLE,1.4790680991963754,AVAILABLE,NEUTRAL,AVAILABLE,2.0292025302066112,AVAILABLE,Monday,True
L00688,LONG,AVAILABLE,1.423803256408209,AVAILABLE,NEUTRAL,AVAILABLE,1.7919384470516777,AVAILABLE,Monday,True
L00689,SHORT,AVAILABLE,1.6725304769518774,AVAILABLE,NEUTRAL,AVAILABLE,2.143607806666574,AVAILABLE,Monday,True
L00690,SHORT,AVAILABLE,-0.7440756621637588,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.2984690516301824,AVAILABLE,Monday,True
L00691,SHORT,AVAILABLE,0.1017501801874856,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.8420185796880657,AVAILABLE,Monday,True
L00692,SHORT,AVAILABLE,1.4301939682850575,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.819140643561976,AVAILABLE,Tuesday,True
L00693,LONG,AVAILABLE,1.2164698392493931,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.334588232542475,AVAILABLE,Tuesday,True
L00694,LONG,AVAILABLE,1.250181242210457,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.9589678142151563,AVAILABLE,Tuesday,True
L00696,LONG,AVAILABLE,1.5026091861748332,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4334041869950018,AVAILABLE,Tuesday,True
L00697,SHORT,AVAILABLE,0.264651681635529,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.224441156860455,AVAILABLE,Tuesday,True
L00698,SHORT,AVAILABLE,1.7180754509376202,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.3109378013449522,AVAILABLE,Tuesday,True
L00699,SHORT,AVAILABLE,0.9289219747050868,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.259308248307764,AVAILABLE,Tuesday,True
L00701,LONG,AVAILABLE,0.6040029469146049,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.2927379247054749,AVAILABLE,Tuesday,True
L00703,LONG,AVAILABLE,1.7990289483138158,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.3188889679722333,AVAILABLE,Wednesday,True
L00704,LONG,AVAILABLE,1.012088162982414,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.7681362087938892,AVAILABLE,Wednesday,True
L00705,LONG,AVAILABLE,0.3856214774413541,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4874579702430524,AVAILABLE,Wednesday,True
L00707,LONG,AVAILABLE,1.8427509627417096,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.9827146614534816,AVAILABLE,Wednesday,True
L00708,SHORT,AVAILABLE,0.6138933262266347,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.314997064634433,AVAILABLE,Wednesday,True
L00709,LONG,AVAILABLE,0.5275149260069053,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.7781934226909624,AVAILABLE,Wednesday,True
L00710,SHORT,AVAILABLE,1.385561508915822,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.427482559040253,AVAILABLE,Wednesday,True
L00711,SHORT,AVAILABLE,1.0149836687288745,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.3216306549284629,AVAILABLE,Wednesday,True
L00712,SHORT,AVAILABLE,0.366859224592088,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.5019176312285767,AVAILABLE,Wednesday,True
L00713,LONG,AVAILABLE,-0.1354676530427647,AVAILABLE,NEUTRAL,AVAILABLE,2.1187885542311524,AVAILABLE,Thursday,True
L00714,SHORT,AVAILABLE,1.2834638606653843,AVAILABLE,NEUTRAL,AVAILABLE,2.0307710153090444,AVAILABLE,Thursday,True
L00716,SHORT,AVAILABLE,1.306690637054977,AVAILABLE,NEUTRAL,AVAILABLE,1.641535917566301,AVAILABLE,Thursday,True
L00717,SHORT,AVAILABLE,2.0469079450736065,AVAILABLE,NEUTRAL,AVAILABLE,2.437144788640257,AVAILABLE,Thursday,True
L00718,SHORT,AVAILABLE,1.4079091723071129,AVAILABLE,NEUTRAL,AVAILABLE,1.915388354574978,AVAILABLE,Thursday,True
L00719,SHORT,AVAILABLE,1.6517571853607649,AVAILABLE,NEUTRAL,AVAILABLE,1.5919199448150367,AVAILABLE,Thursday,True
L00721,SHORT,AVAILABLE,0.4498137654224471,AVAILABLE,NEUTRAL,AVAILABLE,2.4467685351899937,AVAILABLE,Thursday,True
L00722,LONG,AVAILABLE,1.237545185271086,AVAILABLE,NEUTRAL,AVAILABLE,1.3325537702998764,AVAILABLE,Friday,True
L00723,LONG,AVAILABLE,1.3540695334249702,AVAILABLE,NEUTRAL,AVAILABLE,2.0244274978367924,AVAILABLE,Friday,True
L00724,SHORT,AVAILABLE,1.8022440704417075,AVAILABLE,NEUTRAL,AVAILABLE,2.091627015095664,AVAILABLE,Friday,True
L00725,LONG,AVAILABLE,0.1506326672529633,AVAILABLE,NEUTRAL,AVAILABLE,3.255646709749553,AVAILABLE,Friday,True
L00726,LONG,AVAILABLE,1.549517202061867,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.700955424706669,AVAILABLE,Monday,True
L00727,LONG,AVAILABLE,1.0919383795901267,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.3958499829394944,AVAILABLE,Monday,True
L00728,LONG,AVAILABLE,1.0896956631231107,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.851915317445191,AVAILABLE,Monday,True
L00730,LONG,AVAILABLE,0.5245189563656089,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.5735504086975742,AVAILABLE,Monday,True
L00731,LONG,AVAILABLE,-0.4682265749684197,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.4684137591541244,AVAILABLE,Monday,True
L00732,SHORT,AVAILABLE,1.266916757555088,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.8061859377999572,AVAILABLE,Monday,True
L00733,LONG,AVAILABLE,1.100263458530909,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.1677291301504304,AVAILABLE,Monday,True
L00735,LONG,AVAILABLE,1.135206199894321,AVAILABLE,NEUTRAL,AVAILABLE,1.2828246491752555,AVAILABLE,Monday,True
L00737,LONG,AVAILABLE,1.461005667933486,AVAILABLE,NEUTRAL,AVAILABLE,2.294646408881253,AVAILABLE,Tuesday,True
L00738,SHORT,AVAILABLE,0.0495228344852926,AVAILABLE,NEUTRAL,AVAILABLE,1.928312667347826,AVAILABLE,Tuesday,True
L00739,LONG,AVAILABLE,1.1646414505098286,AVAILABLE,NEUTRAL,AVAILABLE,2.8065249429935464,AVAILABLE,Tuesday,True
L00740,SHORT,AVAILABLE,0.8471711452588798,AVAILABLE,NEUTRAL,AVAILABLE,1.9014227720273096,AVAILABLE,Tuesday,True
L00742,SHORT,AVAILABLE,0.670308313065211,AVAILABLE,NEUTRAL,AVAILABLE,2.5652606936868128,AVAILABLE,Tuesday,True
L00743,SHORT,AVAILABLE,1.0170788693924555,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.4457960756868984,AVAILABLE,Wednesday,True
L00744,SHORT,AVAILABLE,0.0747394068763481,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.4924122054204432,AVAILABLE,Wednesday,True
L00746,LONG,AVAILABLE,1.6188640344267775,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.2663055092974298,AVAILABLE,Wednesday,True
L00748,LONG,AVAILABLE,1.528448586372582,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.6125072751398286,AVAILABLE,Wednesday,True
L00749,LONG,AVAILABLE,0.7288151063846222,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.6177839838660777,AVAILABLE,Wednesday,True
L00752,LONG,AVAILABLE,1.2210244035646054,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.836135115604872,AVAILABLE,Wednesday,True
L00753,SHORT,AVAILABLE,1.5703372254031809,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.9079038181998142,AVAILABLE,Thursday,True
L00754,LONG,AVAILABLE,1.4800341693882952,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.9011427612204848,AVAILABLE,Thursday,True
L00756,SHORT,AVAILABLE,0.073807998857066,AVAILABLE,AGAINST_SINGLE,AVAILABLE,0.4015345785619018,AVAILABLE,Thursday,True
L00757,SHORT,AVAILABLE,0.0059893026469389,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.3581854173705326,AVAILABLE,Thursday,True
L00758,LONG,AVAILABLE,0.6488181166888249,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,3.0473141491112097,AVAILABLE,Thursday,True
L00759,LONG,AVAILABLE,1.9001828574102133,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.3738413178161366,AVAILABLE,Thursday,True
L00762,LONG,AVAILABLE,0.963713138798016,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.368209359556815,AVAILABLE,Thursday,True
L00763,SHORT,AVAILABLE,1.2109814688310498,AVAILABLE,NEUTRAL,AVAILABLE,1.469725297346727,AVAILABLE,Friday,True
L00764,SHORT,AVAILABLE,0.5418155133818757,AVAILABLE,NEUTRAL,AVAILABLE,1.3804401086747375,AVAILABLE,Friday,True
L00765,SHORT,AVAILABLE,-0.0419951964653096,AVAILABLE,NEUTRAL,AVAILABLE,1.6692656889414983,AVAILABLE,Friday,True
L00766,SHORT,AVAILABLE,2.2425334371744503,AVAILABLE,NEUTRAL,AVAILABLE,2.2469770676368013,AVAILABLE,Friday,True
L00769,LONG,AVAILABLE,1.11626322670103,AVAILABLE,NEUTRAL,AVAILABLE,2.4403498725862725,AVAILABLE,Friday,True
L00772,SHORT,AVAILABLE,1.052445334421991,AVAILABLE,NEUTRAL,AVAILABLE,1.6187304099785207,AVAILABLE,Monday,True
L00773,SHORT,AVAILABLE,0.6114179292254638,AVAILABLE,NEUTRAL,AVAILABLE,2.5393055841023293,AVAILABLE,Monday,True
L00774,SHORT,AVAILABLE,1.4266454557518344,AVAILABLE,NEUTRAL,AVAILABLE,2.298717583890531,AVAILABLE,Monday,True
L00775,LONG,AVAILABLE,0.3975681160045837,AVAILABLE,NEUTRAL,AVAILABLE,0.4233781685061383,AVAILABLE,Monday,True
L00776,SHORT,AVAILABLE,0.6237126895381945,AVAILABLE,NEUTRAL,AVAILABLE,0.3182558059705105,AVAILABLE,Monday,True
L00777,LONG,AVAILABLE,1.0939541603263978,AVAILABLE,NEUTRAL,AVAILABLE,1.7307110838442383,AVAILABLE,Monday,True
L00778,LONG,AVAILABLE,0.633319847564041,AVAILABLE,NEUTRAL,AVAILABLE,2.125992494604008,AVAILABLE,Monday,True
L00779,LONG,AVAILABLE,0.5654291236260011,AVAILABLE,NEUTRAL,AVAILABLE,1.1697881727834265,AVAILABLE,Monday,True
L00780,LONG,AVAILABLE,1.073011741411122,AVAILABLE,NEUTRAL,AVAILABLE,0.938877031602391,AVAILABLE,Monday,True
L00781,LONG,AVAILABLE,1.2655826265161894,AVAILABLE,NEUTRAL,AVAILABLE,1.3761120032384495,AVAILABLE,Monday,True
L00782,SHORT,AVAILABLE,-0.3896850867848756,AVAILABLE,NEUTRAL,AVAILABLE,1.2980235540984053,AVAILABLE,Monday,True
L00783,SHORT,AVAILABLE,0.5854010293960895,AVAILABLE,NEUTRAL,AVAILABLE,1.3115780987373913,AVAILABLE,Monday,True
L00785,SHORT,AVAILABLE,1.4083493896335697,AVAILABLE,NEUTRAL,AVAILABLE,2.0444314656113853,AVAILABLE,Tuesday,True
L00788,SHORT,AVAILABLE,0.7572141936476698,AVAILABLE,NEUTRAL,AVAILABLE,1.7499704534085931,AVAILABLE,Tuesday,True
L00789,LONG,AVAILABLE,2.1537942798092917,AVAILABLE,NEUTRAL,AVAILABLE,3.277144789203055,AVAILABLE,Tuesday,True
L00790,LONG,AVAILABLE,1.7335720470122329,AVAILABLE,NEUTRAL,AVAILABLE,1.481386801564034,AVAILABLE,Tuesday,True
L00792,LONG,AVAILABLE,0.509119872022746,AVAILABLE,NEUTRAL,AVAILABLE,1.3119946532638511,AVAILABLE,Wednesday,True
L00794,SHORT,AVAILABLE,1.0881419902176277,AVAILABLE,NEUTRAL,AVAILABLE,1.4173865556381766,AVAILABLE,Wednesday,True
L00795,SHORT,AVAILABLE,1.1925461590527742,AVAILABLE,NEUTRAL,AVAILABLE,1.5353091154225385,AVAILABLE,Wednesday,True
L00796,SHORT,AVAILABLE,0.3760722141189339,AVAILABLE,NEUTRAL,AVAILABLE,1.8167592757605704,AVAILABLE,Wednesday,True
L00797,SHORT,AVAILABLE,1.8243235702495315,AVAILABLE,NEUTRAL,AVAILABLE,1.982803401052845,AVAILABLE,Wednesday,True
L00798,SHORT,AVAILABLE,0.643539259675786,AVAILABLE,NEUTRAL,AVAILABLE,1.0776882859324812,AVAILABLE,Wednesday,True
L00799,SHORT,AVAILABLE,1.00645458064572,AVAILABLE,NEUTRAL,AVAILABLE,2.155121846899172,AVAILABLE,Wednesday,True
L00800,SHORT,AVAILABLE,0.5952906396770068,AVAILABLE,NEUTRAL,AVAILABLE,2.423163280234893,AVAILABLE,Wednesday,True
L00802,SHORT,AVAILABLE,2.171007170509061,AVAILABLE,NEUTRAL,AVAILABLE,2.2692841285331267,AVAILABLE,Wednesday,True
L00803,LONG,AVAILABLE,1.2286606817565262,AVAILABLE,NEUTRAL,AVAILABLE,1.8774905979162144,AVAILABLE,Thursday,True
L00805,LONG,AVAILABLE,0.6070417561917206,AVAILABLE,NEUTRAL,AVAILABLE,1.5366062437138055,AVAILABLE,Thursday,True
L00806,LONG,AVAILABLE,1.4180342117678737,AVAILABLE,NEUTRAL,AVAILABLE,2.1024995617472952,AVAILABLE,Thursday,True
L00809,SHORT,AVAILABLE,0.6252940639366866,AVAILABLE,NEUTRAL,AVAILABLE,1.3663876695438395,AVAILABLE,Thursday,True
L00810,SHORT,AVAILABLE,-0.2158893274052254,AVAILABLE,NEUTRAL,AVAILABLE,1.2343477750778469,AVAILABLE,Thursday,True
L00811,SHORT,AVAILABLE,0.6358747111641571,AVAILABLE,NEUTRAL,AVAILABLE,1.1161302116536618,AVAILABLE,Thursday,True
L00812,LONG,AVAILABLE,1.8976807194724097,AVAILABLE,NEUTRAL,AVAILABLE,1.5263552003350582,AVAILABLE,Thursday,True
L00813,LONG,AVAILABLE,0.2996049573490659,AVAILABLE,NEUTRAL,AVAILABLE,2.2585796226179333,AVAILABLE,Friday,True
L00814,LONG,AVAILABLE,0.8415177923587159,AVAILABLE,NEUTRAL,AVAILABLE,1.6008316743654745,AVAILABLE,Friday,True
L00815,LONG,AVAILABLE,0.859642307709933,AVAILABLE,NEUTRAL,AVAILABLE,1.5054019460400712,AVAILABLE,Friday,True
L00817,LONG,AVAILABLE,0.2810926233834921,AVAILABLE,NEUTRAL,AVAILABLE,1.5758307639446605,AVAILABLE,Friday,True
L00818,LONG,AVAILABLE,1.193880500213676,AVAILABLE,NEUTRAL,AVAILABLE,2.079362276886631,AVAILABLE,Friday,True
L00819,LONG,AVAILABLE,0.052651780158747,AVAILABLE,NEUTRAL,AVAILABLE,1.8132983158253508,AVAILABLE,Friday,True
L00821,LONG,AVAILABLE,0.3713710590734804,AVAILABLE,NEUTRAL,AVAILABLE,1.668778829375405,AVAILABLE,Sunday,True
L00823,LONG,AVAILABLE,1.2783489695445087,AVAILABLE,NEUTRAL,AVAILABLE,1.3558934425945397,AVAILABLE,Monday,True
L00825,SHORT,AVAILABLE,1.4623971377765843,AVAILABLE,NEUTRAL,AVAILABLE,1.7256093502496073,AVAILABLE,Monday,True
L00827,SHORT,AVAILABLE,0.4002260536806172,AVAILABLE,NEUTRAL,AVAILABLE,1.295565361488887,AVAILABLE,Monday,True
L00828,SHORT,AVAILABLE,0.4218376294873021,AVAILABLE,NEUTRAL,AVAILABLE,1.2745529187424445,AVAILABLE,Monday,True
L00829,LONG,AVAILABLE,0.6914505799534046,AVAILABLE,NEUTRAL,AVAILABLE,1.2607895408814973,AVAILABLE,Monday,True
L00830,LONG,AVAILABLE,1.868505698609988,AVAILABLE,NEUTRAL,AVAILABLE,2.2012279071145047,AVAILABLE,Tuesday,True
L00831,SHORT,AVAILABLE,2.374158360608175,AVAILABLE,NEUTRAL,AVAILABLE,2.437459429866529,AVAILABLE,Tuesday,True
L00832,SHORT,AVAILABLE,1.4153916803615771,AVAILABLE,NEUTRAL,AVAILABLE,2.429447261749126,AVAILABLE,Tuesday,True
L00833,SHORT,AVAILABLE,0.4312774916986889,AVAILABLE,NEUTRAL,AVAILABLE,2.115998022626696,AVAILABLE,Tuesday,True
L00835,LONG,AVAILABLE,1.8184503009995168,AVAILABLE,NEUTRAL,AVAILABLE,1.3041863993883682,AVAILABLE,Tuesday,True
L00836,SHORT,AVAILABLE,1.821550309492935,AVAILABLE,NEUTRAL,AVAILABLE,1.5796568809784086,AVAILABLE,Tuesday,True
L00837,SHORT,AVAILABLE,0.680989924757237,AVAILABLE,NEUTRAL,AVAILABLE,1.4540780183620934,AVAILABLE,Wednesday,True
L00838,LONG,AVAILABLE,2.033895920553765,AVAILABLE,NEUTRAL,AVAILABLE,1.829551699839825,AVAILABLE,Wednesday,True
L00839,LONG,AVAILABLE,0.5195250672019408,AVAILABLE,NEUTRAL,AVAILABLE,1.6178396071210288,AVAILABLE,Wednesday,True
L00841,LONG,AVAILABLE,0.9212024821402612,AVAILABLE,NEUTRAL,AVAILABLE,1.3423080269191,AVAILABLE,Wednesday,True
L00842,SHORT,AVAILABLE,2.231383651106749,AVAILABLE,NEUTRAL,AVAILABLE,1.570514471795045,AVAILABLE,Wednesday,True
L00843,SHORT,AVAILABLE,0.4279833579005908,AVAILABLE,NEUTRAL,AVAILABLE,1.5943579306349702,AVAILABLE,Wednesday,True
L00844,SHORT,AVAILABLE,0.0634736038089972,AVAILABLE,NEUTRAL,AVAILABLE,1.900687998682476,AVAILABLE,Wednesday,True
L00846,LONG,AVAILABLE,1.7124780703492222,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.3582312637959577,AVAILABLE,Thursday,True
L00847,LONG,AVAILABLE,0.2698933069974001,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.242287828565908,AVAILABLE,Thursday,True
L00848,LONG,AVAILABLE,-0.110837397130363,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,3.88465865112401,AVAILABLE,Thursday,True
L00849,SHORT,AVAILABLE,0.9820621160316444,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.274045320495821,AVAILABLE,Thursday,True
L00853,SHORT,AVAILABLE,0.254283173232156,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.473368343819858,AVAILABLE,Thursday,True
L00854,SHORT,AVAILABLE,0.5638385854292577,AVAILABLE,AGAINST_SINGLE,AVAILABLE,0.7306248329675764,AVAILABLE,Thursday,True
L00855,SHORT,AVAILABLE,1.0573902022147772,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.305128828298719,AVAILABLE,Thursday,True
L00856,SHORT,AVAILABLE,0.3046258312212081,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.383898030279009,AVAILABLE,Thursday,True
L00857,LONG,AVAILABLE,0.3375911290187868,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.202041259922488,AVAILABLE,Thursday,True
L00858,LONG,AVAILABLE,0.6577440635030575,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.3639324268602295,AVAILABLE,Thursday,True
L00859,LONG,AVAILABLE,1.0327101214492458,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.223757397774677,AVAILABLE,Friday,True
L00863,LONG,AVAILABLE,0.6995911366185922,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.378669798323262,AVAILABLE,Friday,True
L00864,LONG,AVAILABLE,0.8706697096643499,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4579090496770346,AVAILABLE,Friday,True
L00865,SHORT,AVAILABLE,1.3403637508774309,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.737105864233553,AVAILABLE,Friday,True
L00866,SHORT,AVAILABLE,0.4803275883381285,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.479346592645893,AVAILABLE,Friday,True
L00868,SHORT,AVAILABLE,1.2399808513820645,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.610578430973076,AVAILABLE,Friday,True
L00869,LONG,AVAILABLE,1.0250394114873471,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.122449368095216,AVAILABLE,Monday,True
L00870,SHORT,AVAILABLE,0.3799824788744473,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.914932140301053,AVAILABLE,Monday,True
L00872,SHORT,AVAILABLE,0.1750325659978248,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.1638826765114447,AVAILABLE,Monday,True
L00873,LONG,AVAILABLE,1.293060624645024,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.2769337237277272,AVAILABLE,Monday,True
L00874,LONG,AVAILABLE,-0.0852420157012493,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.0871638045039809,AVAILABLE,Monday,True
L00875,SHORT,AVAILABLE,0.7712297222370669,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.41629582977883,AVAILABLE,Monday,True
L00876,SHORT,AVAILABLE,0.9779655247978308,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.7490488132075055,AVAILABLE,Monday,True
L00877,LONG,AVAILABLE,0.0505343363182478,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.3027301770695543,AVAILABLE,Monday,True
L00878,SHORT,AVAILABLE,0.6003929048590962,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.93073192991247,AVAILABLE,Monday,True
L00879,LONG,AVAILABLE,-0.1157123796157207,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.2562822461704506,AVAILABLE,Monday,True
L00880,SHORT,AVAILABLE,1.255921982069177,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.7705867266178006,AVAILABLE,Tuesday,True
L00881,SHORT,AVAILABLE,0.8568404563063702,AVAILABLE,AGAINST_SINGLE,AVAILABLE,3.2784281647550624,AVAILABLE,Tuesday,True
L00882,LONG,AVAILABLE,0.640803386287893,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.4935226208676897,AVAILABLE,Tuesday,True
L00884,SHORT,AVAILABLE,2.5301164753823566,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.3020248301401747,AVAILABLE,Tuesday,True
L00885,LONG,AVAILABLE,2.370716391350602,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.9339823672684344,AVAILABLE,Tuesday,True
L00886,SHORT,AVAILABLE,0.6635876462218574,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.145268347813818,AVAILABLE,Tuesday,True
L00887,SHORT,AVAILABLE,0.5442762700365775,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.344308833923353,AVAILABLE,Tuesday,True
L00889,SHORT,AVAILABLE,2.3677169076383104,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.7887023868499947,AVAILABLE,Tuesday,True
L00890,LONG,AVAILABLE,0.6053521617827016,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.529217570007947,AVAILABLE,Tuesday,True
L00891,SHORT,AVAILABLE,0.2579465012426489,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.8661599172096226,AVAILABLE,Wednesday,True
L00892,SHORT,AVAILABLE,1.1729010795802013,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.781102178642529,AVAILABLE,Wednesday,True
L00894,LONG,AVAILABLE,0.4325140523766086,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4110462699200206,AVAILABLE,Wednesday,True
L00895,SHORT,AVAILABLE,0.6790199688070072,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.773769590646499,AVAILABLE,Wednesday,True
L00896,SHORT,AVAILABLE,1.3276923067519408,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.5175279345248756,AVAILABLE,Wednesday,True
L00900,LONG,AVAILABLE,0.8427828765023866,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.976514013241378,AVAILABLE,Wednesday,True
L00901,LONG,AVAILABLE,1.2061495807145972,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.185700045917676,AVAILABLE,Thursday,True
L00902,LONG,AVAILABLE,0.8063718938626273,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,4.195086654244794,AVAILABLE,Thursday,True
L00903,SHORT,AVAILABLE,0.7240210167369382,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.5936047357885768,AVAILABLE,Thursday,True
L00905,LONG,AVAILABLE,1.2219053812872536,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.6114987101044536,AVAILABLE,Thursday,True
L00906,LONG,AVAILABLE,1.1518833329614595,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.4583844143030078,AVAILABLE,Thursday,True
L00907,SHORT,AVAILABLE,0.6262932257201386,AVAILABLE,NEUTRAL,AVAILABLE,1.929487819544462,AVAILABLE,Friday,True
L00908,SHORT,AVAILABLE,0.6031356611304025,AVAILABLE,NEUTRAL,AVAILABLE,1.1219034866976232,AVAILABLE,Friday,True
L00909,SHORT,AVAILABLE,0.600595073567025,AVAILABLE,NEUTRAL,AVAILABLE,1.8464022946534704,AVAILABLE,Friday,True
L00910,LONG,AVAILABLE,0.530677639019629,AVAILABLE,NEUTRAL,AVAILABLE,1.2312381095152467,AVAILABLE,Friday,True
L00911,LONG,AVAILABLE,0.8624865936893329,AVAILABLE,NEUTRAL,AVAILABLE,1.5687245320771614,AVAILABLE,Friday,True
L00913,SHORT,AVAILABLE,1.3174643266732855,AVAILABLE,NEUTRAL,AVAILABLE,1.1490861213096557,AVAILABLE,Friday,True
L00914,SHORT,AVAILABLE,0.4589767896529315,AVAILABLE,NEUTRAL,AVAILABLE,1.733858755160166,AVAILABLE,Sunday,True
L00915,SHORT,AVAILABLE,1.3675762424615514,AVAILABLE,NEUTRAL,AVAILABLE,1.9781977303829672,AVAILABLE,Monday,True
L00916,LONG,AVAILABLE,0.4489335477506539,AVAILABLE,NEUTRAL,AVAILABLE,1.6232623355567892,AVAILABLE,Monday,True
L00917,SHORT,AVAILABLE,0.7148710102108558,AVAILABLE,NEUTRAL,AVAILABLE,2.0161320467182646,AVAILABLE,Monday,True
L00918,SHORT,AVAILABLE,0.6087249677045937,AVAILABLE,NEUTRAL,AVAILABLE,2.306820558620598,AVAILABLE,Monday,True
L00919,SHORT,AVAILABLE,0.353538870190938,AVAILABLE,NEUTRAL,AVAILABLE,2.203875934147105,AVAILABLE,Monday,True
L00920,SHORT,AVAILABLE,1.5301450534307377,AVAILABLE,NEUTRAL,AVAILABLE,1.5152161828277413,AVAILABLE,Monday,True
L00921,SHORT,AVAILABLE,2.336523527301329,AVAILABLE,NEUTRAL,AVAILABLE,1.85057900056516,AVAILABLE,Monday,True
L00923,LONG,AVAILABLE,0.3642481927579204,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.614697100186057,AVAILABLE,Monday,True
