trade_id,direction,momentum_status,roc_atr_3,alignment_status,alignment,structure_status,origin_dist_atr,context_status,weekday,all_available
L00099,LONG,AVAILABLE,0.2341142191615179,AVAILABLE,NEUTRAL,AVAILABLE,1.1570482290686406,AVAILABLE,Tuesday,True
L00100,LONG,AVAILABLE,0.9523888529206976,AVAILABLE,NEUTRAL,AVAILABLE,2.216047099404129,AVAILABLE,Tuesday,True
L00101,SHORT,AVAILABLE,1.255471333432192,AVAILABLE,NEUTRAL,AVAILABLE,2.762765020910701,AVAILABLE,Wednesday,True
L00102,LONG,AVAILABLE,0.8202883815138313,AVAILABLE,NEUTRAL,AVAILABLE,2.000403041658068,AVAILABLE,Wednesday,True
L00103,LONG,AVAILABLE,0.9857417235659272,AVAILABLE,NEUTRAL,AVAILABLE,1.2638316185309348,AVAILABLE,Wednesday,True
L00105,LONG,AVAILABLE,1.3159783983114637,AVAILABLE,NEUTRAL,AVAILABLE,1.8942112871370915,AVAILABLE,Wednesday,True
L00106,LONG,AVAILABLE,1.217006439188317,AVAILABLE,NEUTRAL,AVAILABLE,1.686283191766382,AVAILABLE,Wednesday,True
L00107,LONG,AVAILABLE,0.4779973761852628,AVAILABLE,NEUTRAL,AVAILABLE,1.9968579726102091,AVAILABLE,Wednesday,True
L00108,LONG,AVAILABLE,0.7784237701864146,AVAILABLE,NEUTRAL,AVAILABLE,1.978001312421774,AVAILABLE,Wednesday,True
L00109,SHORT,AVAILABLE,1.1892573557161232,AVAILABLE,NEUTRAL,AVAILABLE,1.8580626981427009,AVAILABLE,Wednesday,True
L00110,LONG,AVAILABLE,0.4043458486326335,AVAILABLE,NEUTRAL,AVAILABLE,1.6959080910805475,AVAILABLE,Wednesday,True
L00111,LONG,AVAILABLE,0.7864621224550298,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.0140013693018863,AVAILABLE,Thursday,True
L00112,LONG,AVAILABLE,0.7496509440805945,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.4047852822229652,AVAILABLE,Thursday,True
L00113,LONG,AVAILABLE,0.7306592836073813,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.5290658017706114,AVAILABLE,Thursday,True
L00115,SHORT,AVAILABLE,0.1629848863509735,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.2400040574260374,AVAILABLE,Thursday,True
