trade_id,limit_created_bar,limit_created_time_utc,direction,momentum_status,roc_atr_3,alignment_status,alignment,structure_status,origin_dist_atr,context_status,weekday,all_available
L00000,1,2025-04-14 18:55:03,LONG,UNAVAILABLE,,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,,AVAILABLE,Monday,False
L00001,17,2025-04-14 20:15:03,SHORT,AVAILABLE,0.9607147511874308,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.1713381095821478,AVAILABLE,Monday,False
L00002,35,2025-04-14 22:45:03,SHORT,AVAILABLE,0.2763443955987913,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.4898648249336126,AVAILABLE,Monday,False
L00003,76,2025-04-15 02:10:03,SHORT,AVAILABLE,1.545367622782584,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.7976694915284046,AVAILABLE,Tuesday,False
L00004,112,2025-04-15 05:10:03,SHORT,AVAILABLE,1.9749170183942,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.6807621421886056,AVAILABLE,Tuesday,False
L00005,194,2025-04-15 12:00:03,LONG,AVAILABLE,1.448349130844808,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.556277107878863,AVAILABLE,Tuesday,False
L00006,198,2025-04-15 12:20:03,SHORT,AVAILABLE,1.1142492721582309,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.9509909201531352,AVAILABLE,Tuesday,False
L00007,202,2025-04-15 12:40:03,LONG,AVAILABLE,0.2559307035439124,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.717199562937164,AVAILABLE,Tuesday,False
L00008,210,2025-04-15 13:20:03,SHORT,AVAILABLE,1.108951230847576,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.4089240385441029,AVAILABLE,Tuesday,False
L00009,218,2025-04-15 14:00:03,LONG,AVAILABLE,0.6658907701598891,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.5880478884252536,AVAILABLE,Tuesday,False
L00010,230,2025-04-15 15:00:03,SHORT,AVAILABLE,0.8669182991892995,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.539498947070662,AVAILABLE,Tuesday,False
L00011,282,2025-04-15 19:20:03,SHORT,AVAILABLE,2.327956699818575,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.7310942162642786,AVAILABLE,Tuesday,False
L00012,293,2025-04-15 20:15:03,SHORT,AVAILABLE,2.418782547400491,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.16252817954447,AVAILABLE,Tuesday,False
L00013,324,2025-04-15 23:50:03,SHORT,AVAILABLE,1.40650608127358,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.847660198691151,AVAILABLE,Tuesday,False
L00014,325,2025-04-15 23:55:03,LONG,AVAILABLE,2.5835391292261214,UNAVAILABLE,UNAVAILABLE,AVAILABLE,4.37785873497273,AVAILABLE,Tuesday,False
L00015,343,2025-04-16 01:25:03,SHORT,AVAILABLE,1.0090711730352622,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.042185946184904,AVAILABLE,Wednesday,False
L00016,358,2025-04-16 02:40:03,SHORT,AVAILABLE,0.6244812363840624,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.298772133175709,AVAILABLE,Wednesday,False
L00017,378,2025-04-16 04:20:03,SHORT,AVAILABLE,1.6605897014182958,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.1241658480415087,AVAILABLE,Wednesday,False
L00018,398,2025-04-16 06:00:03,SHORT,AVAILABLE,0.2771510782182738,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.2704219952078768,AVAILABLE,Wednesday,False
L00019,406,2025-04-16 06:40:03,SHORT,AVAILABLE,0.4334122096720905,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.6802181417876003,AVAILABLE,Wednesday,False
L00020,427,2025-04-16 08:25:03,SHORT,AVAILABLE,1.895608184214008,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.7618970825741327,AVAILABLE,Wednesday,False
L00021,466,2025-04-16 11:40:03,LONG,AVAILABLE,1.945260951285151,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.7401101686663132,AVAILABLE,Wednesday,False
L00022,477,2025-04-16 12:35:03,SHORT,AVAILABLE,0.4077787665080978,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.10531196230976,AVAILABLE,Wednesday,False
L00023,500,2025-04-16 14:30:03,SHORT,AVAILABLE,0.2194594298224444,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.847668529701444,AVAILABLE,Wednesday,False
L00024,526,2025-04-16 16:40:03,SHORT,AVAILABLE,2.283456790279456,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.691528339192632,AVAILABLE,Wednesday,False
L00025,562,2025-04-16 19:40:03,SHORT,AVAILABLE,0.5331365418312012,UNAVAILABLE,UNAVAILABLE,AVAILABLE,1.3915405020087512,AVAILABLE,Wednesday,False
L00026,591,2025-04-16 23:05:03,SHORT,AVAILABLE,0.6122868988010659,UNAVAILABLE,UNAVAILABLE,AVAILABLE,2.6781399920175493,AVAILABLE,Wednesday,False
L00027,614,2025-04-17 01:00:03,LONG,AVAILABLE,0.0543951947455359,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.2158642300745506,AVAILABLE,Thursday,True
L00028,629,2025-04-17 02:15:03,LONG,AVAILABLE,1.1594097953961082,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.518130065566136,AVAILABLE,Thursday,True
L00029,694,2025-04-17 07:40:03,LONG,AVAILABLE,1.5185732666219736,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.1476601032839437,AVAILABLE,Thursday,True
L00030,707,2025-04-17 08:45:03,LONG,AVAILABLE,1.6085237955670637,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.9022870796935456,AVAILABLE,Thursday,True
L00031,739,2025-04-17 11:25:03,SHORT,AVAILABLE,0.8926598526102216,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.432819755771331,AVAILABLE,Thursday,True
L00032,745,2025-04-17 11:55:03,LONG,AVAILABLE,1.3386886899495754,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.238108262740716,AVAILABLE,Thursday,True
L00033,750,2025-04-17 12:20:03,SHORT,AVAILABLE,0.5546782971555059,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,3.092335242057401,AVAILABLE,Thursday,True
L00034,784,2025-04-17 15:10:03,LONG,AVAILABLE,1.8021419075038776,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.320288664778384,AVAILABLE,Thursday,True
L00035,915,2025-04-21 03:10:03,SHORT,AVAILABLE,1.0225259776353457,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.097354972677966,AVAILABLE,Monday,True
L00036,968,2025-04-21 07:35:03,SHORT,AVAILABLE,0.942672789396165,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.0873682349974318,AVAILABLE,Monday,True
L00037,994,2025-04-21 09:45:03,SHORT,AVAILABLE,1.0788053571089675,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.356685096632682,AVAILABLE,Monday,True
L00038,1003,2025-04-21 10:30:03,SHORT,AVAILABLE,0.8863221306661776,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.1675154849425018,AVAILABLE,Monday,True
L00039,1014,2025-04-21 11:25:03,LONG,AVAILABLE,1.277828582973609,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.662749137322445,AVAILABLE,Monday,True
L00040,1025,2025-04-21 12:20:03,SHORT,AVAILABLE,0.926482755895771,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.79421307442389,AVAILABLE,Monday,True
L00041,1039,2025-04-21 13:30:03,SHORT,AVAILABLE,2.007755084333955,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.309310415444551,AVAILABLE,Monday,True
L00042,1052,2025-04-21 14:35:03,SHORT,AVAILABLE,0.6531915198794587,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.32314458653197,AVAILABLE,Monday,True
L00043,1110,2025-04-21 19:25:03,SHORT,AVAILABLE,1.9652795027862136,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.6226970644248364,AVAILABLE,Monday,True
L00044,1142,2025-04-21 23:05:03,SHORT,AVAILABLE,0.5747640309977632,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.9631092852688103,AVAILABLE,Monday,True
L00045,1150,2025-04-21 23:45:03,SHORT,AVAILABLE,1.1619027706580811,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.9978601577016508,AVAILABLE,Monday,True
L00046,1157,2025-04-22 00:20:03,LONG,AVAILABLE,2.1728225522133835,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.9568146094792893,AVAILABLE,Tuesday,True
L00047,1178,2025-04-22 02:05:03,SHORT,AVAILABLE,1.526362565859418,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.7541127226327493,AVAILABLE,Tuesday,True
L00048,1203,2025-04-22 04:10:03,SHORT,AVAILABLE,1.119627488628841,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.11650156041659,AVAILABLE,Tuesday,True
L00049,1229,2025-04-22 06:20:03,SHORT,AVAILABLE,1.2737969089638872,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.9257172510276743,AVAILABLE,Tuesday,True
L00050,1294,2025-04-22 11:45:03,LONG,AVAILABLE,1.0599642255465938,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.291895510891628,AVAILABLE,Tuesday,True
L00051,1298,2025-04-22 12:05:03,SHORT,AVAILABLE,0.6966526217124678,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.149931206579698,AVAILABLE,Tuesday,True
L00052,1301,2025-04-22 12:20:03,SHORT,AVAILABLE,0.3760304142290334,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.1838706155770795,AVAILABLE,Tuesday,True
L00053,1311,2025-04-22 13:10:03,LONG,AVAILABLE,1.5091895478168849,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.664675149006789,AVAILABLE,Tuesday,True
L00054,1321,2025-04-22 14:00:03,LONG,AVAILABLE,0.9001111537526294,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.088150705473029,AVAILABLE,Tuesday,True
L00055,1359,2025-04-22 17:10:03,LONG,AVAILABLE,0.3815456466851728,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.409328905726124,AVAILABLE,Tuesday,True
L00056,1393,2025-04-22 20:00:03,LONG,AVAILABLE,1.351952314833308,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.7739996931168245,AVAILABLE,Tuesday,True
L00057,1418,2025-04-22 23:05:03,LONG,AVAILABLE,1.5939462840469587,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.356772254445884,AVAILABLE,Tuesday,True
L00058,1447,2025-04-23 01:30:03,SHORT,AVAILABLE,1.5198145132733771,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.238179690264776,AVAILABLE,Wednesday,True
L00059,1454,2025-04-23 02:05:03,SHORT,AVAILABLE,1.465326361242976,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.5973605405176938,AVAILABLE,Wednesday,True
L00060,1519,2025-04-23 07:30:03,LONG,AVAILABLE,0.7325025631140931,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.77540171531847,AVAILABLE,Wednesday,True
L00061,1571,2025-04-23 11:50:03,SHORT,AVAILABLE,1.7734172071254035,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.4026779344084208,AVAILABLE,Wednesday,True
L00062,1577,2025-04-23 12:20:03,LONG,AVAILABLE,1.7878978849813043,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.2290435131067907,AVAILABLE,Wednesday,True
L00063,1605,2025-04-23 14:40:03,LONG,AVAILABLE,1.4430253243590618,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.27149724660345,AVAILABLE,Wednesday,True
L00064,1727,2025-04-24 01:50:03,SHORT,AVAILABLE,2.248781042038676,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.418186508070537,AVAILABLE,Thursday,True
L00065,1848,2025-04-24 11:55:03,SHORT,AVAILABLE,0.182636135465243,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.7565473348072649,AVAILABLE,Thursday,True
L00066,1860,2025-04-24 12:55:03,SHORT,AVAILABLE,0.5539795688069176,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.4884214852950692,AVAILABLE,Thursday,True
L00067,1878,2025-04-24 14:25:03,LONG,AVAILABLE,0.8143973184418961,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.8684015776813423,AVAILABLE,Thursday,True
L00068,1946,2025-04-24 20:05:03,SHORT,AVAILABLE,2.8218016729054325,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.552404961768584,AVAILABLE,Thursday,True
L00069,1968,2025-04-24 23:15:03,SHORT,AVAILABLE,-0.043702798924413,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.630354007464979,AVAILABLE,Thursday,True
L00070,1978,2025-04-25 00:05:03,LONG,AVAILABLE,1.0796614512152352,AVAILABLE,NEUTRAL,AVAILABLE,1.4364543826467255,AVAILABLE,Friday,True
L00071,2003,2025-04-25 02:10:03,LONG,AVAILABLE,1.489237659017384,AVAILABLE,NEUTRAL,AVAILABLE,1.5982451163700533,AVAILABLE,Friday,True
L00072,2055,2025-04-25 06:30:03,LONG,AVAILABLE,0.8310273171874101,AVAILABLE,NEUTRAL,AVAILABLE,2.0495032287194457,AVAILABLE,Friday,True
L00073,2114,2025-04-25 11:25:03,LONG,AVAILABLE,0.0497648667715069,AVAILABLE,NEUTRAL,AVAILABLE,1.0936394312158464,AVAILABLE,Friday,True
L00074,2116,2025-04-25 11:35:03,SHORT,AVAILABLE,0.5525757776138903,AVAILABLE,NEUTRAL,AVAILABLE,0.4930056839888267,AVAILABLE,Friday,True
L00075,2121,2025-04-25 12:00:03,LONG,AVAILABLE,1.326215970610391,AVAILABLE,NEUTRAL,AVAILABLE,1.959570133637623,AVAILABLE,Friday,True
L00076,2142,2025-04-25 13:45:03,LONG,AVAILABLE,1.721318952299331,AVAILABLE,NEUTRAL,AVAILABLE,2.2067074628997894,AVAILABLE,Friday,True
L00077,2234,2025-04-27 22:30:03,SHORT,AVAILABLE,3.275851372199956,AVAILABLE,NEUTRAL,AVAILABLE,3.20821309850689,AVAILABLE,Sunday,True
L00078,2252,2025-04-28 00:00:03,LONG,AVAILABLE,1.2584289774843975,AVAILABLE,NEUTRAL,AVAILABLE,1.6836076169509082,AVAILABLE,Monday,True
L00079,2284,2025-04-28 02:40:03,LONG,AVAILABLE,0.949364520725646,AVAILABLE,NEUTRAL,AVAILABLE,2.042001341896529,AVAILABLE,Monday,True
L00080,2406,2025-04-28 12:50:03,SHORT,AVAILABLE,1.3160710694035245,AVAILABLE,NEUTRAL,AVAILABLE,1.5227526621432936,AVAILABLE,Monday,True
L00081,2411,2025-04-28 13:15:03,LONG,AVAILABLE,1.3407413317083292,AVAILABLE,NEUTRAL,AVAILABLE,3.240543388805858,AVAILABLE,Monday,True
L00082,2439,2025-04-28 15:35:03,SHORT,AVAILABLE,1.5945608645211948,AVAILABLE,NEUTRAL,AVAILABLE,2.0976086048106817,AVAILABLE,Monday,True
L00083,2459,2025-04-28 17:15:03,SHORT,AVAILABLE,0.7677528236329031,AVAILABLE,NEUTRAL,AVAILABLE,1.1284492904937242,AVAILABLE,Monday,True
L00084,2466,2025-04-28 17:50:03,SHORT,AVAILABLE,0.7239909745532325,AVAILABLE,NEUTRAL,AVAILABLE,0.9984318737652048,AVAILABLE,Monday,True
L00085,2487,2025-04-28 19:35:03,SHORT,AVAILABLE,0.3241281694554825,AVAILABLE,NEUTRAL,AVAILABLE,1.1197813814473263,AVAILABLE,Monday,True
L00086,2495,2025-04-28 20:15:03,SHORT,AVAILABLE,0.6464801880592838,AVAILABLE,NEUTRAL,AVAILABLE,1.2545561449237506,AVAILABLE,Monday,True
L00087,2516,2025-04-28 23:00:03,LONG,AVAILABLE,1.5917727476299453,AVAILABLE,NEUTRAL,AVAILABLE,2.005529353742687,AVAILABLE,Monday,True
L00088,2544,2025-04-29 01:20:03,LONG,AVAILABLE,1.132616459229269,AVAILABLE,NEUTRAL,AVAILABLE,2.020152376341884,AVAILABLE,Tuesday,True
L00089,2554,2025-04-29 02:10:03,LONG,AVAILABLE,1.12379984262995,AVAILABLE,NEUTRAL,AVAILABLE,1.567464800720892,AVAILABLE,Tuesday,True
L00090,2576,2025-04-29 04:00:03,LONG,AVAILABLE,1.080972421965993,AVAILABLE,NEUTRAL,AVAILABLE,1.937676550301469,AVAILABLE,Tuesday,True
L00091,2594,2025-04-29 05:30:03,LONG,AVAILABLE,1.585844494134145,AVAILABLE,NEUTRAL,AVAILABLE,1.5616807161461694,AVAILABLE,Tuesday,True
L00092,2668,2025-04-29 11:40:03,SHORT,AVAILABLE,0.2838195575508668,AVAILABLE,NEUTRAL,AVAILABLE,0.970978186673522,AVAILABLE,Tuesday,True
L00093,2677,2025-04-29 12:25:03,LONG,AVAILABLE,0.396803873726218,AVAILABLE,NEUTRAL,AVAILABLE,2.620838368439914,AVAILABLE,Tuesday,True
L00094,2692,2025-04-29 13:40:03,SHORT,AVAILABLE,1.0525609115528218,AVAILABLE,NEUTRAL,AVAILABLE,1.4216438905891384,AVAILABLE,Tuesday,True
L00095,2700,2025-04-29 14:20:03,LONG,AVAILABLE,0.9639834788612476,AVAILABLE,NEUTRAL,AVAILABLE,1.799075356801242,AVAILABLE,Tuesday,True
L00096,2736,2025-04-29 17:20:03,SHORT,AVAILABLE,1.012672954099159,AVAILABLE,NEUTRAL,AVAILABLE,1.833414916343368,AVAILABLE,Tuesday,True
L00097,2781,2025-04-29 22:05:03,LONG,AVAILABLE,2.176319537109,AVAILABLE,NEUTRAL,AVAILABLE,1.071108425117666,AVAILABLE,Tuesday,True
L00098,2784,2025-04-29 22:20:03,SHORT,AVAILABLE,1.2871393231785342,AVAILABLE,NEUTRAL,AVAILABLE,1.505592004797926,AVAILABLE,Tuesday,True
L00099,2789,2025-04-29 22:45:03,LONG,AVAILABLE,0.2341142191615179,AVAILABLE,NEUTRAL,AVAILABLE,1.1570482290686406,AVAILABLE,Tuesday,True
L00100,2798,2025-04-29 23:30:03,LONG,AVAILABLE,0.9523888529206976,AVAILABLE,NEUTRAL,AVAILABLE,2.216047099404129,AVAILABLE,Tuesday,True
L00101,2808,2025-04-30 00:20:03,SHORT,AVAILABLE,1.255471333432192,AVAILABLE,NEUTRAL,AVAILABLE,2.762765020910701,AVAILABLE,Wednesday,True
L00102,2818,2025-04-30 01:10:03,LONG,AVAILABLE,0.8202883815138313,AVAILABLE,NEUTRAL,AVAILABLE,2.000403041658068,AVAILABLE,Wednesday,True
L00103,2842,2025-04-30 03:10:03,LONG,AVAILABLE,0.9857417235659272,AVAILABLE,NEUTRAL,AVAILABLE,1.2638316185309348,AVAILABLE,Wednesday,True
L00104,2860,2025-04-30 04:40:03,LONG,AVAILABLE,1.0872281504637826,AVAILABLE,NEUTRAL,AVAILABLE,1.3052301667778394,AVAILABLE,Wednesday,True
L00105,2919,2025-04-30 09:35:03,LONG,AVAILABLE,1.3159783983114637,AVAILABLE,NEUTRAL,AVAILABLE,1.8942112871370915,AVAILABLE,Wednesday,True
L00106,2930,2025-04-30 10:30:03,LONG,AVAILABLE,1.217006439188317,AVAILABLE,NEUTRAL,AVAILABLE,1.686283191766382,AVAILABLE,Wednesday,True
L00107,2937,2025-04-30 11:05:03,LONG,AVAILABLE,0.4779973761852628,AVAILABLE,NEUTRAL,AVAILABLE,1.9968579726102091,AVAILABLE,Wednesday,True
L00108,2950,2025-04-30 12:10:03,LONG,AVAILABLE,0.7784237701864146,AVAILABLE,NEUTRAL,AVAILABLE,1.978001312421774,AVAILABLE,Wednesday,True
L00109,2972,2025-04-30 14:00:03,SHORT,AVAILABLE,1.1892573557161232,AVAILABLE,NEUTRAL,AVAILABLE,1.8580626981427009,AVAILABLE,Wednesday,True
L00110,3069,2025-04-30 23:05:03,LONG,AVAILABLE,0.4043458486326335,AVAILABLE,NEUTRAL,AVAILABLE,1.6959080910805475,AVAILABLE,Wednesday,True
L00111,3097,2025-05-01 01:25:03,LONG,AVAILABLE,0.7864621224550298,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.0140013693018863,AVAILABLE,Thursday,True
L00112,3107,2025-05-01 02:15:03,LONG,AVAILABLE,0.7496509440805945,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.4047852822229652,AVAILABLE,Thursday,True
L00113,3137,2025-05-01 04:45:03,LONG,AVAILABLE,0.7306592836073813,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.5290658017706114,AVAILABLE,Thursday,True
L00114,3206,2025-05-01 10:30:03,LONG,AVAILABLE,1.7559113450881128,AVAILABLE,AGAINST_SINGLE,AVAILABLE,1.8914244345187756,AVAILABLE,Thursday,True
L00115,3217,2025-05-01 11:25:03,SHORT,AVAILABLE,0.1629848863509735,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.2400040574260374,AVAILABLE,Thursday,True
L00116,3228,2025-05-01 12:20:03,LONG,AVAILABLE,2.223487331441625,AVAILABLE,AGAINST_SINGLE,AVAILABLE,2.304300171435246,AVAILABLE,Thursday,True
L00117,3237,2025-05-01 13:05:03,SHORT,AVAILABLE,1.7762286971539534,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.099783077348972,AVAILABLE,Thursday,True
L00118,3245,2025-05-01 13:45:03,SHORT,AVAILABLE,0.2640399355513508,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,1.3416206956557453,AVAILABLE,Thursday,True
L00119,3338,2025-05-01 22:30:03,SHORT,AVAILABLE,0.9781827286941236,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.2442110235228827,AVAILABLE,Thursday,True
L00120,3363,2025-05-02 00:35:03,SHORT,AVAILABLE,1.2111197557764837,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4619143539007091,AVAILABLE,Friday,True
L00121,3370,2025-05-02 01:10:03,LONG,AVAILABLE,1.3034876973082807,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.343350509717781,AVAILABLE,Friday,True
L00122,3410,2025-05-02 04:30:03,SHORT,AVAILABLE,1.0501805713497292,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.5273062971895233,AVAILABLE,Friday,True
L00123,3435,2025-05-02 06:35:03,SHORT,AVAILABLE,2.4374344935265992,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.081486957597262,AVAILABLE,Friday,True
L00124,3453,2025-05-02 08:05:03,SHORT,AVAILABLE,0.0819264517298135,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.5892784123086374,AVAILABLE,Friday,True
L00125,3477,2025-05-02 10:05:03,SHORT,AVAILABLE,1.3039412803978112,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.4403356332874289,AVAILABLE,Friday,True
L00126,3498,2025-05-02 11:50:03,SHORT,AVAILABLE,1.1504222617318571,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.681750749081865,AVAILABLE,Friday,True
L00127,3516,2025-05-02 13:20:03,LONG,AVAILABLE,2.493467296656849,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,2.41149431341864,AVAILABLE,Friday,True
L00128,3562,2025-05-02 17:10:03,LONG,AVAILABLE,1.3621051579858676,AVAILABLE,AGAINST_CONFIRMED,AVAILABLE,1.577542240704642,AVAILABLE,Friday,True
L00129,3617,2025-05-04 22:50:03,SHORT,AVAILABLE,0.8270524586332988,AVAILABLE,NEUTRAL,AVAILABLE,1.4185410381305674,AVAILABLE,Sunday,True
L00130,3631,2025-05-05 00:00:03,SHORT,AVAILABLE,1.185048067012323,AVAILABLE,NEUTRAL,AVAILABLE,2.0416055429991933,AVAILABLE,Monday,True
L00131,3657,2025-05-05 02:10:03,SHORT,AVAILABLE,0.8888529670339468,AVAILABLE,NEUTRAL,AVAILABLE,2.09345667874104,AVAILABLE,Monday,True
L00132,3668,2025-05-05 03:05:03,SHORT,AVAILABLE,1.0298992203352322,AVAILABLE,NEUTRAL,AVAILABLE,1.3295134876556858,AVAILABLE,Monday,True
L00133,3769,2025-05-05 11:30:03,SHORT,AVAILABLE,1.1053470066857574,AVAILABLE,NEUTRAL,AVAILABLE,0.8808095532519584,AVAILABLE,Monday,True
L00134,3787,2025-05-05 13:00:03,SHORT,AVAILABLE,0.9999140753574632,AVAILABLE,NEUTRAL,AVAILABLE,1.2321374395518023,AVAILABLE,Monday,True
L00135,3801,2025-05-05 14:10:03,SHORT,AVAILABLE,-0.1552764877458265,AVAILABLE,NEUTRAL,AVAILABLE,2.4310283426048764,AVAILABLE,Monday,True
L00136,3829,2025-05-05 16:30:03,LONG,AVAILABLE,0.7598081750313403,AVAILABLE,NEUTRAL,AVAILABLE,1.3151115669610594,AVAILABLE,Monday,True
L00137,3870,2025-05-05 19:55:03,SHORT,AVAILABLE,1.848155003706088,AVAILABLE,NEUTRAL,AVAILABLE,2.368569188113619,AVAILABLE,Monday,True
L00138,3884,2025-05-05 22:05:03,SHORT,AVAILABLE,0.9991562246978568,AVAILABLE,NEUTRAL,AVAILABLE,2.184385834500987,AVAILABLE,Monday,True
L00139,3918,2025-05-06 00:55:03,LONG,AVAILABLE,0.8646475371451829,AVAILABLE,NEUTRAL,AVAILABLE,1.7244334853765495,AVAILABLE,Tuesday,True
L00140,3938,2025-05-06 02:35:03,SHORT,AVAILABLE,1.222655898673775,AVAILABLE,NEUTRAL,AVAILABLE,1.7279563720861009,AVAILABLE,Tuesday,True
L00141,4044,2025-05-06 11:25:03,SHORT,AVAILABLE,0.2612148617088323,AVAILABLE,NEUTRAL,AVAILABLE,1.2155553879611645,AVAILABLE,Tuesday,True
L00142,4050,2025-05-06 11:55:03,LONG,AVAILABLE,1.4328314366173134,AVAILABLE,NEUTRAL,AVAILABLE,1.6846147639201914,AVAILABLE,Tuesday,True
L00143,4057,2025-05-06 12:30:03,LONG,AVAILABLE,2.5277335626473967,AVAILABLE,NEUTRAL,AVAILABLE,1.3948590501712348,AVAILABLE,Tuesday,True
L00144,4070,2025-05-06 13:35:03,SHORT,AVAILABLE,1.7833990522980596,AVAILABLE,NEUTRAL,AVAILABLE,1.5253460156031335,AVAILABLE,Tuesday,True
L00145,4078,2025-05-06 14:15:03,SHORT,AVAILABLE,0.466847829669557,AVAILABLE,NEUTRAL,AVAILABLE,1.0163716857528071,AVAILABLE,Tuesday,True
L00146,4097,2025-05-06 15:50:03,SHORT,AVAILABLE,0.6049001102202298,AVAILABLE,NEUTRAL,AVAILABLE,1.4223758779773816,AVAILABLE,Tuesday,True
L00147,4123,2025-05-06 18:00:03,SHORT,AVAILABLE,1.2004409693294336,AVAILABLE,NEUTRAL,AVAILABLE,1.38870579144971,AVAILABLE,Tuesday,True
L00148,4151,2025-05-06 20:20:03,SHORT,AVAILABLE,1.9680782532719447,AVAILABLE,NEUTRAL,AVAILABLE,1.6746290722496526,AVAILABLE,Tuesday,True
L00149,4173,2025-05-06 23:10:03,LONG,AVAILABLE,1.618535467435769,AVAILABLE,ALIGNED_SINGLE,AVAILABLE,2.139039148838502,AVAILABLE,Tuesday,True
L00150,4197,2025-05-07 01:10:03,LONG,AVAILABLE,0.0732450069299294,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,2.142315350998369,AVAILABLE,Wednesday,True
L00151,4203,2025-05-07 01:40:03,LONG,AVAILABLE,1.069856360430714,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.6147642915746094,AVAILABLE,Wednesday,True
