trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,roc_atr_3,roc_atr_5,roc_atr_10,roc_atr_20,roc_atr_40,roc_atr_60,ema_slope_atr_3,ema_slope_atr_5,ema_slope_atr_10,ema_slope_atr_20,pct_favorable_5,efficiency_5,efficiency_signed_5,pct_favorable_10,efficiency_10,efficiency_signed_10,pct_favorable_20,efficiency_20,efficiency_signed_20,current_streak,accel_3_20,accel_5_20,accel_10_40,rsi_now,rsi_delta_3,rsi_delta_5,rsi_delta_10,rsi_delta_20,rsi_gt70,rsi_gt80,rsi_lt30,rsi_lt20,rsi_extreme_streak,rsi_max_20,rsi_min_20,atr14,atr_pct,atr5_atr20_ratio,div_alignment,div_age
L00301,XAU,LONG,8875,2025-05-30T03:05:03+00:00,3,Asia,Friday,sub1,FILLED_CLOSED,True,8876.0,8882.0,loss,-6.588228249696385,-1.0247308065329848,1.438098364385229,0.3272677798927457,-1.2190653593917795,-4.283818459170902,-3.6554871080452607,-4.165899520201771,-0.3751009759000165,-1.0296966500852447,-2.426203023671085,-4.0636430133389565,0.6,0.12839423399261127,0.12839423399261127,0.3,0.29767700653777673,-0.29767700653777673,0.25,0.5410850482083863,-0.5410850482083863,3,0.6935570444202881,0.27964447893709427,-0.03051935823804644,38.57283674255727,20.688655160392116,16.06266824071558,8.003401442012873,-15.596452589992694,False,False,False,False,0,49.14044733855589,17.884181582165155,3.5108864073831065,0.10634476894278208,1.0818092275390658,NONE,
L00302,XAU,LONG,8895,2025-05-30T04:45:03+00:00,4,Asia,Friday,sub1,FILLED_CLOSED,True,8896.0,8899.0,loss,-3.3805930692174115,-1.0493544642614525,0.24819963644175663,-0.029783956372996905,-0.06720482463650138,-2.6973572797296717,-8.440315021396577,-7.597963639872948,-0.22232441852576265,-0.3324115016195905,-0.9765229501844093,-2.654775913540489,0.4,0.01715039577835765,-0.01715039577835765,0.4,0.01955555555554689,-0.01955555555554689,0.3,0.2407634628493424,-0.2407634628493424,1,0.2176010761337358,0.1289110727118842,0.20428739307126428,42.16871433144472,3.955227828577449,2.7827653485265245,5.448715998240338,3.595877588887447,False,False,False,False,0,42.16871433144472,26.900753456091792,2.6188595975345925,0.0794953670000529,0.7976401589436269,ALIGNED,7.0
L00303,XAU,LONG,8902,2025-05-30T05:20:03+00:00,5,Asia,Friday,sub1,EXPIRED,False,,,,,,1.11441881829684,-0.30525218917352637,0.6380114592238112,0.5956047095389243,-4.423673464881618,-6.908097727954716,-0.07184911259382297,-0.2218345471869487,-0.34328623317114776,-1.731629206926687,0.4,0.11789877526928921,-0.11789877526928921,0.4,0.13875041542041083,0.13875041542041083,0.4,0.06054604062294278,0.06054604062294278,2,0.3416927039553338,-0.09083067331165148,0.17439298254442157,48.78852285055455,9.598623232715624,0.6834322430236526,10.57503634768728,19.400687226372945,False,False,False,False,0,48.78852285055455,26.900753456091792,2.617507845441762,0.07942974154509767,0.9553213533945922,NONE,
L00304,XAU,LONG,8926,2025-05-30T07:20:03+00:00,7,Asia/Londres (overlap),Friday,sub1,FILLED_CLOSED,True,8927.0,8984.0,loss,-9.00843619303123,-1.0179672463342755,0.7083927956210417,-1.399584000178254,0.43186418776454893,-0.7493117319390246,0.8561701006678009,-1.455619486218831,-0.24295674473826856,-0.4570662698321183,0.03316528285543181,-0.09783369067254077,0.4,0.38472560538756867,-0.38472560538756867,0.6,0.06756371049949504,0.06756371049949504,0.6,0.06262388638393392,-0.06262388638393392,2,0.2735965184706318,-0.24245121343869955,0.02178216625975987,49.93007312036779,5.725644631910065,-9.303423433004475,3.804608007317931,-8.124371907068536,False,False,False,False,0,67.13135211683405,36.67859337935084,3.8368543790983294,0.1163924311742834,1.2061483078728084,NONE,
L00305,XAU,LONG,8984,2025-05-30T12:10:03+00:00,12,Londres/NY (overlap),Friday,sub1,EXPIRED,False,,,,,,1.8909098389476853,2.5722559944860595,2.2472660763072447,1.540652608095457,1.5870486218837554,2.2969294150101818,0.10965730393598833,0.106399514235877,-0.19635163992167884,-0.7828653654482438,0.6,0.541324776529907,0.541324776529907,0.4,0.40990901505819416,0.40990901505819416,0.35,0.19922260090695074,0.19922260090695074,1,0.5532706492444556,0.4374185684924391,0.18505039208363058,65.02316090221385,16.400719152086516,29.540267930897542,26.161016970775975,19.79791335902396,False,False,False,False,0,65.02316090221385,35.4828929713163,4.590911645386077,0.13900345669542905,2.050916680195979,NONE,
L00306,XAU,SHORT,8997,2025-05-30T13:15:03+00:00,13,Londres/NY (overlap),Friday,sub1,EXPIRED,False,,,,,,1.3155154304685959,1.0290999502067542,0.7301577736251402,-1.1885499321762176,-0.5598796304302713,-0.10552149272809777,-0.06712705135627249,-0.3228195370243982,-1.0050682945887721,-1.5924253866823341,0.4,0.41947209000429514,0.41947209000429514,0.4,0.15870598550924359,0.15870598550924359,0.5,0.11640189636530596,-0.11640189636530596,2,0.4979326400983428,0.2652474866501617,0.0870127681232708,47.88468575985486,14.777649104708978,12.712606730330116,14.093538933196456,-7.3478033945219465,False,False,False,False,0,65.68725054908721,35.4828929713163,4.709940952796619,0.14280030212182743,1.2075700649728611,NONE,
L00307,XAU,LONG,9017,2025-05-30T14:55:03+00:00,14,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,9018.0,9026.0,win,10.465262323485149,0.9850342550702854,0.7183204544592754,0.5155657349229569,-0.10710176441808254,-2.874389767124327,-1.840673082275111,-2.3874460554509866,-0.1834017494526866,-0.5606884794502434,-1.0734471980053737,-3.6061931728755825,0.6,0.22825376062784655,0.22825376062784655,0.5,0.026289547638470218,-0.026289547638470218,0.45,0.26141134585027614,-0.26141134585027614,2,0.38315963984264145,0.2468326353408077,0.03530665061506952,44.51605685114128,7.576957649451053,8.25329834769908,6.308266274397518,-3.368628908713582,False,False,False,False,0,49.08535152408728,27.00258904597557,5.415410317012507,0.16496792483675832,0.9467886236931427,NONE,
L00308,XAU,SHORT,9111,2025-06-01T23:50:03+00:00,23,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,9112.0,9121.0,win,5.7369817130852425,0.9729499712267735,0.5249055517827143,0.4401283532304985,1.670982352769201,-1.4122930506452978,-6.989365018943801,-7.37601242916258,-0.06867181687475928,-0.31987861475343393,-1.7241705136204495,-5.878348773776381,0.6,0.42035565645095124,0.42035565645095124,0.8,0.7335652173912989,0.7335652173912989,0.55,0.15599702446068234,-0.15599702446068234,1,0.24558316979316963,0.15864032317836457,0.3418323607505151,62.16019253549711,5.252497394396805,5.615902962254758,15.261130227054004,12.413869394087506,False,False,False,False,0,77.42132276255111,62.16019253549711,2.524263642288088,0.07624061981282189,0.8318212719289032,NONE,
L00309,XAU,SHORT,9215,2025-06-02T08:30:03+00:00,8,Londres,Monday,sub1,FILLED_CLOSED,True,9216.0,9227.0,win,6.380720248889702,0.9756124420998152,0.6473874063555427,1.3016406093318342,0.9440470353395864,-2.935414130187555,-9.282557031120328,-13.295043006172499,0.04457767107883513,-0.04211404108853038,-0.7020519236811315,-4.944491799045052,1.0,1.0,1.0,0.7,0.33577533577533963,0.33577533577533963,0.5,0.3131695406683877,-0.3131695406683877,5,0.36256650862789197,0.4070988283757446,0.32646862931196685,59.84592898515964,7.2271497680374,14.108334720401508,15.983526562053974,17.48012810993169,False,False,False,False,0,87.10531984270573,59.84592898515964,3.495588542167422,0.10430930939370006,0.9537459992333611,ALIGNED,9.0
L00310,XAU,SHORT,9267,2025-06-02T12:50:03+00:00,12,Londres/NY (overlap),Monday,sub1,EXPIRED,False,,,,,,1.747633661653082,1.3572113293817383,-0.6103956930217482,-2.1875803831541676,-3.159838331222594,-1.200738565864644,-0.07554362687133954,-0.46491465386383446,-1.5318345070826431,-3.2624168779360256,0.6,0.6347875515133548,0.6347875515133548,0.5,0.11331716396863806,-0.11331716396863806,0.45,0.2083815698078275,-0.2083815698078275,3,0.6919235730420691,0.38082128503405605,0.017956388978390032,50.71568792974082,16.53214821897968,14.522217730776141,6.222443045038155,2.249975760785105,False,False,False,False,0,71.4295564014613,50.71568792974082,3.291307627113998,0.09806024009892694,1.0792062694995728,ALIGNED,1.0
L00311,XAU,LONG,9276,2025-06-02T13:35:03+00:00,13,Londres/NY (overlap),Monday,sub1,EXPIRED,False,,,,,,1.0144752957002527,0.6586038030816849,-0.4449735556272573,0.6773903826316127,2.7903438225915798,1.262994905176149,0.044642201032325426,-0.0564550980311979,-0.6580960659861881,0.8429907199578817,0.8,0.45143487858721687,0.45143487858721687,0.5,0.11881897663751473,-0.11881897663751473,0.5,0.0855303287021291,0.0855303287021291,3,0.3042889127685036,0.09785124148475634,-0.11425595112751523,57.62822509474523,9.768318847658385,6.273668489193334,-4.179922373758693,-5.0763909847834086,False,False,False,False,0,69.18225951627188,45.66261592846883,3.7260641200637212,0.11093279958080035,1.2676231946116958,OPPOSED,10.0
L00312,XAU,SHORT,9295,2025-06-02T15:10:03+00:00,15,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,9296.0,9298.0,win,4.155511590304286,0.9629244420616703,0.3331516152219329,0.3744270365768992,-0.3714787921944734,-4.530468867768079,-4.808340900818355,-6.979722888526218,-0.2150136723538433,-0.4849000314838609,-1.3903394150542983,-4.5148623773719425,0.4,0.2121971595655577,0.2121971595655577,0.5,0.10607548758243555,-0.10607548758243555,0.45,0.34937476316785426,-0.34937476316785426,1,0.3375739817957149,0.30140885070378376,0.08306064330101154,58.37288207285056,4.514789543219962,6.401408990895675,5.254957375906827,-7.2746540688251145,False,False,False,False,0,76.89699176885544,57.62822509474523,4.070218897472407,0.12061029966854418,0.8650337743390363,NONE,
L00313,XAU,SHORT,9307,2025-06-02T16:10:03+00:00,16,Nueva York,Monday,sub1,FILLED_CLOSED,True,9311.0,9313.0,win,4.4519293479702355,0.9654120256510128,0.4585131617782497,0.5721025251190621,0.6751640938088941,0.6820902745004347,-4.502017449485018,-6.496757488641531,-0.11388708362486431,-0.08397975541370971,0.09009369789256522,-1.148853761780939,0.6,0.19402424128533033,0.19402424128533033,0.5,0.1665869163989381,0.1665869163989381,0.5,0.08304101457096652,0.08304101457096652,2,0.11873320686772815,0.08031599129879069,0.18006684561801484,49.487502034380235,6.06601587247966,7.364951486102754,8.573764440797035,16.19181945985806,False,False,False,False,0,68.46329631750112,49.487502034380235,3.609492895648111,0.10702201273675976,0.9736108354347563,NONE,
L00314,XAU,SHORT,9358,2025-06-02T20:25:03+00:00,20,Nueva York,Monday,sub1,FILLED_CLOSED,True,9360.0,9362.0,loss,-2.1995388596119483,-1.0784491059073449,0.08200989729561098,1.000520747004163,0.09079667200575989,-1.6296538162559386,-3.5111951742051213,-3.9710363840403313,-0.1754891459889706,-0.18199367666452648,-1.0708353585781665,-3.5351762790308245,0.6,0.37670930745479575,0.37670930745479575,0.4,0.02417719544536105,0.02417719544536105,0.45,0.20810891681624188,-0.20810891681624188,1,0.10881932324466727,0.28158684021362956,0.09685954655570402,55.40710087534824,3.8687219507554147,13.963640108521936,9.790680299067567,6.666044304352845,False,False,False,False,0,69.85861410452483,55.40710087534824,1.7071110270469751,0.0505059594945169,0.8477580038668941,NONE,
L00315,XAU,SHORT,9382,2025-06-02T23:25:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,9383.0,9383.0,win,4.052709854748173,0.9622481116973404,1.5343499848691755,1.4078977342778305,1.8013569675301082,-1.6969986045887588,-2.6954542932718755,-6.269023099943082,0.037070627660301336,-0.09434160086788924,-0.8829518337426983,-3.524927412364426,0.4,0.566269616184539,0.566269616184539,0.5,0.4673170731707533,0.4673170731707533,0.35,0.18289593677171742,-0.18289593677171742,1,0.5962999251858299,0.366429477085004,0.2475220540848077,47.592230772496215,18.167762984534086,17.807698351850284,26.82963383604659,16.080086031702592,False,False,False,False,0,80.87355763867481,47.592230772496215,2.127285190593869,0.06283303217476137,1.2581187391694264,NONE,
L00316,XAU,LONG,9388,2025-06-02T23:55:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,9389.0,9390.0,loss,-4.226895784716817,-1.0392142806950486,0.34453793758213774,1.6567328031346242,-0.7112061457144326,-0.23215087733806544,3.1286127581456364,5.661443918935644,-0.11564404090937884,-0.2472637718267437,-0.5378743992938612,1.4121177783834744,0.6,0.6464612258719363,0.6464612258719363,0.5,0.12771760305462906,-0.12771760305462906,0.55,0.026154974333895506,-0.026154974333895506,1,0.1264535230609492,0.3429541044938281,-0.14933593352508417,54.45733408496327,2.618741672289829,13.651602544912983,-12.18594955173311,-22.999429307533113,False,False,False,False,0,80.87355763867481,40.80573154005029,2.3045357662843142,0.06803290581417147,1.133516756278215,NONE,
L00317,XAU,LONG,9409,2025-06-03T01:40:03+00:00,1,Asia,Tuesday,sub1,FILLED_CLOSED,True,9410.0,9433.0,loss,-8.86160249515342,-1.0183289038584158,1.23740057390516,2.079059564658152,-1.1910014244149223,-3.1241194781765538,-4.0877111175898575,-1.9671081283881282,-0.12376964348255441,-0.6218500628808976,-2.193434985408011,-3.9724896086041044,0.8,0.9324863883847548,0.9324863883847548,0.4,0.21655957227645192,-0.21655957227645192,0.35,0.33847727604851013,-0.33847727604851013,2,0.5686728318772143,0.572017886840458,-0.016907364501745792,43.68257141381315,13.94064188303436,24.87598235600224,8.31842292215336,-1.925979695722404,False,False,False,False,0,43.68257141381315,18.80658905781091,3.7069645002052165,0.10989775587063949,1.2406453594372218,NONE,
L00318,XAU,LONG,9446,2025-06-03T04:45:03+00:00,4,Asia,Tuesday,sub1,FILLED_CLOSED,True,9447.0,9454.0,loss,-4.080897834271582,-1.0408069801261661,0.6102952331011282,-0.24800575095826516,0.6964269601231136,-1.4065947794209934,-1.7933496937530822,-7.755206861043771,-0.19097036832992864,-0.39504390726338784,-0.5930950770499465,-2.364070369129508,0.4,0.11005353955981095,-0.11005353955981095,0.5,0.16717618664520112,0.16717618664520112,0.45,0.16046645000956442,-0.16046645000956442,2,0.2737614833380924,0.020728588779396644,0.11447643835613841,44.486466946340215,6.970977240616676,1.684762128024616,10.71016198820783,4.174762413218993,False,False,False,False,0,44.486466946340215,32.84923493160555,2.983801775325625,0.08872005314415514,0.8501534430217549,NONE,
L00319,XAU,LONG,9458,2025-06-03T05:45:03+00:00,5,Asia,Tuesday,sub1,EXPIRED,False,,,,,,2.09271445586061,0.6160903532171897,0.7336623128068225,0.12388231900271626,-2.5178334057895153,-4.3046614922092,0.06852726863174785,-0.28757458679057835,-0.344005732628288,-0.9413007174855259,0.6,0.17260630873732624,0.17260630873732624,0.6,0.1720807042143613,0.1720807042143613,0.5,0.01541003924809037,0.01541003924809037,3,0.6913773693367342,0.11702395469330214,0.13631206642542013,54.965237061298474,19.78374584210514,8.612270741288086,10.830334328989188,11.799509587544165,False,False,False,False,0,54.965237061298474,35.18149121919333,3.0109220024519305,0.08948065409799709,1.1336344454518665,ALIGNED,9.0
L00320,XAU,LONG,9476,2025-06-03T07:15:03+00:00,7,Asia/Londres (overlap),Tuesday,sub1,FILLED_CLOSED,True,9477.0,9486.0,win,6.470732643623251,0.9760171324325436,0.6498558003994079,0.1377987832716822,-1.7318616311776982,-0.48596493982197086,-0.8999048745808771,-5.196128478476707,-0.38169110819721475,-0.6056607873622686,-1.6047644295456724,-0.972170719468351,0.6,0.0438923036966518,0.0438923036966518,0.4,0.2573505654281102,-0.2573505654281102,0.45,0.04566583235429147,-0.04566583235429147,2,0.2409168471242345,0.05185800364543498,-0.1506885412532479,45.75528581851116,7.591630156875006,5.57690959743028,-5.915232213360575,6.846799695088734,False,False,False,False,0,57.40885239473209,31.0461621664722,3.6792777698223036,0.10957484268820504,1.1847990513593432,NONE,
L00321,XAU,SHORT,9533,2025-06-03T12:00:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,1.3616211869021833,1.3940407389713099,0.48778956805509727,0.10873019001628788,2.1172461312818975,-0.40699006905198043,-0.07513699859869821,-0.21965136655016868,-0.5761247930632619,-0.170830086603223,0.6,0.487358326068044,0.487358326068044,0.5,0.11958914159942277,0.11958914159942277,0.6,0.013811454637598329,0.013811454637598329,2,0.44843721946658005,0.2733716382934476,-0.004152196476537709,42.8531267197193,12.348161037486875,13.338356503158252,5.2646492940577545,-1.2596891563740726,False,False,False,False,0,57.28404423935012,38.637253347573214,2.0049629267381084,0.05973905992931021,1.0327038899136392,NONE,
L00322,XAU,LONG,9540,2025-06-03T12:35:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,1.9918525278790662,1.979001866408946,-0.005904357972728082,1.2100460692469515,0.07779859917091889,1.1121031899335794,0.07570500741552051,-0.36879604196141474,-0.7118210843196285,-0.41347444057456706,0.6,0.49712092130519103,0.49712092130519103,0.4,0.0009332967334518387,-0.0009332967334518387,0.5,0.13227031131360512,0.13227031131360512,1,0.6034485391640079,0.3352980698194416,-0.00253540077654578,56.50438474570689,18.272293656823095,22.481815900967398,1.3030969885007195,17.86713139813368,False,False,False,False,0,57.28404423935012,29.44353762431018,2.879229219899518,0.08571905145233007,1.3869908607620398,NONE,
L00323,XAU,SHORT,9550,2025-06-03T13:25:03+00:00,13,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,9551.0,9551.0,win,3.6391959253824098,0.9581380204909632,0.20566365997438135,0.5487660157971943,-0.17633022129214745,-0.170727204914696,-1.0382059758325826,0.7277329506788454,-0.17222109899019689,-0.40598363075547594,-1.2359929645585996,-0.5605011987002131,0.4,0.3440793552386823,0.3440793552386823,0.4,0.042122667506487035,-0.042122667506487035,0.5,0.016755078276621864,-0.016755078276621864,1,0.07709091357052858,0.11828956340517366,0.00832212726659982,52.72077161330105,2.8253843776436725,6.427010079999242,3.78361313240584,2.4805161439051204,False,False,False,False,0,61.92075737705719,29.44353762431018,3.0340800123732374,0.090314810922066,1.0814408139491807,NONE,
L00324,XAU,LONG,9562,2025-06-03T14:25:03+00:00,14,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,9563.0,9645.0,win,12.326040141876547,0.9872252222821508,1.6015937975055863,2.2401122913673586,-1.5486181689936405,-3.006853428933915,-2.013506337568947,-2.7536515473517857,-0.24057054049392634,-0.8984912129149875,-2.694217460682804,-2.5395059952148724,1.0,1.0,1.0,0.6,0.22008481347182657,-0.22008481347182657,0.55,0.2942570570062213,-0.2942570570062213,5,0.6842072706152246,0.5983651297201674,-0.10452415846014036,44.245953303245756,14.876057532907168,21.36561662685638,5.177983701829952,-13.892011098399443,False,False,False,False,0,59.9789731959357,22.880336676389376,4.624768160026458,0.13820282378290874,1.2270209700851955,NONE,
L00325,XAU,SHORT,9660,2025-06-03T23:35:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,9661.0,9666.0,win,3.432286119557375,0.9554601179653319,0.8235907812639643,2.3342655844658386,0.5232759107477484,-2.9493043723157926,-2.940962292578915,-2.4571216678586323,0.04069970449618987,-0.2455594243988056,-1.0183990999402759,-3.4605988779745616,0.6,0.7868098159509526,0.7868098159509526,0.5,0.08801020408164309,0.08801020408164309,0.35,0.2777262015282587,-0.2777262015282587,1,0.4219954790371111,0.6143183355089573,0.12585164838924773,50.97579314644662,7.6139352731022285,22.94471102705441,16.395834683340098,-0.8310324200060037,False,False,False,False,0,73.92050417350103,50.97579314644662,1.318616022308502,0.039276857743860034,1.1588168420946192,NONE,
L00326,XAU,LONG,9668,2025-06-04T00:15:03+00:00,0,Asia,Wednesday,sub1,FILLED_CLOSED,True,9669.0,9673.0,loss,-5.768941660805467,-1.0283425407273865,1.1805275386210878,-0.2033581607169622,0.009069964914492148,0.36136649686037825,2.8112117569507955,3.0222077828588176,-0.5358475813899642,-0.6378625104461083,-0.4821402049957095,0.4338997223359232,0.6,0.032992565055791276,-0.032992565055791276,0.6,0.001080835087307463,0.001080835087307463,0.55,0.031135606465661672,0.031135606465661672,2,0.37544085469734373,-0.05873995698641135,-0.06937329743232068,54.124327581483804,9.995364008638667,-3.579239029809166,-5.408576946065963,-13.912714488395558,False,False,False,False,0,73.92050417350103,36.148589014004465,2.0948261849855174,0.06237300858721356,1.5645838546311062,NONE,
L00327,XAU,LONG,9677,2025-06-04T01:00:03+00:00,1,Asia,Wednesday,sub1,FILLED_CLOSED,True,9678.0,9681.0,win,7.770944005923411,0.9798258568109474,0.36982514678607314,0.5489592022605604,0.29946319330752613,-1.203291378329461,0.4038164286597562,0.11591027118948323,-0.4238889053126031,-0.6882472219579687,-0.9414463961665177,-1.3483529117372877,0.6,0.18590998043054804,0.18590998043054804,0.5,0.04179118637637244,0.04179118637637244,0.55,0.10344827586206713,-0.10344827586206713,1,0.1834396178451641,0.16995640936858514,0.019850908614258707,48.401212816495885,5.874382362290106,7.517514612188087,9.59796807313186,-10.188515603052963,False,False,False,False,0,61.61416790854955,35.06041283006728,2.94193082719048,0.08769370352722025,1.5933618146535102,NONE,
L00328,XAU,SHORT,9695,2025-06-04T02:30:03+00:00,2,Asia,Wednesday,sub1,EXPIRED,False,,,,,,1.357261285422511,1.6459585804443078,0.3525807351534062,-5.064944441922746,-1.9988884054345708,-4.086445629412659,0.013914162095731533,-0.38751436633701536,-2.118683380903796,-4.582263714361677,0.8,0.6222779464167884,0.6222779464167884,0.5,0.07480373278031159,0.07480373278031159,0.35,0.40048027823014454,-0.40048027823014454,4,0.7056676505703077,0.5824389381849988,0.08523028365120489,53.16270766522887,10.830019332825799,15.750302029445386,13.219361237518534,-15.411095209279708,False,False,False,False,0,72.68383852946084,35.06041283006728,2.8645921325233985,0.08510278649627243,0.9608439819337349,NONE,
L00329,XAU,LONG,9699,2025-06-04T02:50:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,9700.0,9802.0,loss,-20.85916624912761,-1.0077054382462072,0.5938430441857732,-0.6441382808377092,-1.708241787720946,3.231468954900445,3.0072959001079367,4.690030817812632,-0.21465476325084318,-0.4861570609632724,0.2931224914975283,4.337583993256053,0.4,0.21948830946256506,-0.21948830946256506,0.3,0.3398127635245963,-0.3398127635245963,0.6,0.27930445582984753,0.27930445582984753,1,0.03637423365023548,-0.2904011039125641,-0.24600657627479303,55.16391634056881,3.451422646818763,-5.794145750793838,-17.278796556183003,-0.76304037158706,False,False,False,False,0,72.68383852946084,49.72397167342984,2.783563798859848,0.08266927579572285,0.9494102649466241,NONE,
L00330,XAU,LONG,9810,2025-06-04T12:05:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,9811.0,9812.0,win,5.1021526649651605,0.969594192683705,0.46879831036678093,-0.20518941430671966,-0.8557372234620206,-3.361644499415464,-4.422931751269012,-4.5127246584086045,-0.3290550007118467,-0.570066426914644,-1.6040183433683926,-4.176337780788477,0.2,0.09384793006762215,-0.09384793006762215,0.4,0.17239375227025566,-0.17239375227025566,0.35,0.3825822867931059,-0.3825822867931059,1,0.32434832842636685,0.12704434210942928,0.024999571435523227,41.36741699845536,8.518324622140973,4.367589648729954,8.522685579720537,-1.6893886248195074,False,False,False,False,0,41.37781682113272,23.95454045149134,2.7730475371863568,0.08280121709988578,1.0127432331085762,NONE,
L00331,XAU,SHORT,9814,2025-06-04T12:25:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,9815.0,9816.0,loss,-6.0537362990990005,-1.0270603335031083,-0.4338247988468496,-0.9129254305905533,-0.5273948535002067,0.5257484595767279,3.8778064878589253,3.269463933119074,-0.322090117123593,-0.29766402974890765,0.18659223256647864,2.146619455372318,0.4,0.2242064829166309,-0.2242064829166309,0.6,0.0957839130868179,-0.0957839130868179,0.55,0.06465982721383337,0.06465982721383337,1,-0.17089568926111962,-0.20887250909694707,-0.1496846475464938,45.66850044361479,-6.799432854623561,-15.78560561927469,-16.973909981369857,-18.52811068762246,False,False,False,False,0,57.14110382533998,23.95454045149134,3.6443283191789284,0.10879819630928292,1.4921436222560855,NONE,
L00332,XAU,SHORT,9827,2025-06-04T13:30:03+00:00,13,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,9833.0,9834.0,loss,-6.2751406437723745,-1.026164565840819,1.091049030182887,1.4378709045925842,0.23764184751977097,-1.7856944306252156,1.2160050701326328,0.16702540810922636,0.01089447211126975,-0.19024262382195303,-1.2891435931685105,-1.7742964895510962,0.6,0.708888888888864,0.708888888888864,0.4,0.059991149883059994,0.059991149883059994,0.45,0.16964434399905112,-0.16964434399905112,1,0.4529677315922231,0.3768589024497776,-0.006635942001338723,48.96725995916135,10.28323743571891,14.163377382974112,8.1640925600056,-16.118167582846965,False,False,False,False,0,63.130637342135465,29.8828948243401,3.993404402063974,0.1190329530227813,1.182211957510711,NONE,
L00333,XAU,SHORT,9847,2025-06-04T15:10:03+00:00,15,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,9848.0,10008.0,win,10.982703370588752,0.9856408274833756,1.0504359793996938,2.1819268149469306,-1.319599275285799,-3.8764321095026477,-5.434389465804452,-2.8155092484451028,-0.13624855219616705,-0.6446663538001212,-2.8571874357261122,-3.668073045361956,0.8,0.7985128328135978,0.7985128328135978,0.5,0.20801763328281966,-0.20801763328281966,0.45,0.3519807970798782,-0.3519807970798782,1,0.543966931941697,0.6302069684645185,0.0038998091165313997,57.66812152198998,10.444669035814563,22.373817905939454,9.196150149493782,-8.700861562828628,False,False,False,False,0,80.64898735010384,43.97008551370888,4.577147103003538,0.1357150385043402,1.0227183040445826,NONE,
L00334,XAU,LONG,10013,2025-06-05T06:00:03+00:00,6,Asia,Thursday,sub1,FILLED_CLOSED,True,10014.0,10019.0,win,3.9994658252139743,0.961649119828592,0.7732498723422783,0.4129500080445854,-1.2298130591624001,-0.8926949745740559,-2.225450852107302,-7.024472163483966,-0.32487630309235643,-0.559712240395032,-1.3214497080046796,-2.2116421201697443,0.6,0.10754118489715206,0.10754118489715206,0.5,0.2083610704300315,-0.2083610704300315,0.45,0.11063498246980072,-0.11063498246980072,2,0.3023847061761289,0.12722475033761987,-0.06734503461355747,44.26112954480494,10.24530091698572,11.740273994023262,0.7361514102574773,7.549410297988295,False,False,False,False,0,44.26112954480494,30.495524942311306,2.5451022630479194,0.0756295727100217,1.0286979810501367,NONE,
L00335,XAU,SHORT,10078,2025-06-05T11:25:03+00:00,11,Londres,Thursday,sub1,EXPIRED,False,,,,,,2.140967065630359,1.502653612438474,0.33099900550309486,-2.178979318912414,-6.61793329642321,-7.7419263857817295,0.010628003769986846,-0.530721595448646,-1.8351128646203732,-4.554115762056297,0.4,0.5093666369313266,0.5093666369313266,0.3,0.07127565797758831,0.07127565797758831,0.25,0.2594888223413862,-0.2594888223413862,1,0.8226046544890737,0.4094796884333155,0.19854823296088975,56.27135534949731,26.520075047831995,24.29593141809461,22.606915447545603,18.637925059744447,False,False,False,False,0,82.79143039732931,56.27135534949731,3.4199498523553045,0.10072757158331351,1.1463253438838403,NONE,
L00336,XAU,LONG,10086,2025-06-05T12:05:03+00:00,12,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,10087.0,10089.0,loss,-3.7629820089628083,-1.0441178672935145,0.6063114278467648,0.15329855502825943,-1.0349216735381774,-0.06976648524757223,6.367521409166457,7.586714202932545,-0.1718153465298678,-0.3751091019701293,-0.8288317147736394,1.75692883355073,0.4,0.0859649122806662,0.0859649122806662,0.5,0.22439289105955434,-0.22439289105955434,0.6,0.0077465522631727625,-0.0077465522631727625,2,0.20559213354463354,0.034148035268030494,-0.2626802025829792,55.336041128011885,4.590655878562913,0.8320071725905933,-12.02340111726167,-24.717049656015178,False,False,False,False,0,82.79143039732931,47.86320789407624,3.1963771603030042,0.09413878944918826,0.944510781109526,NONE,
