trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,swing_high_dist_atr,swing_high_age_bars,swing_low_dist_atr,swing_low_age_bars,swing_high_seq,swing_low_seq,n_swings_window300,dir_swing_dist_atr,dir_swing_age_bars,dir_swing_broke,opp_swing_dist_atr,opp_swing_age_bars,range_pos_htf,range_pos_roll60,range_pos_roll288,dist_resistencia_atr,dist_soporte_atr,swing_amplitude_atr,swing_amplitude_ratio,origin_dist_atr,origin_age_bars,origin_retracement_frac,space_to_next_swing_atr,n_obstacles_to_tp,dist_first_obstacle_tp_atr,first_obstacle_tp_frac,n_obstacles_to_sl,dist_sl_beyond_swing_atr,dist_tp_nearest_swing_atr,momentum_roc_atr_10
L00353,XAU,SHORT,10476,2025-06-08T22:40:03+00:00,22,Post-NY / transicion,Sunday,sub1,FILLED_CLOSED,True,10480.0,10495.0,win,5.979601889819605,0.9740983365832293,10469,2.297311437775822,7.0,1.7417008458347474,9.0,LH,HL,37,1.7417008458347474,9.0,False,2.297311437775822,7.0,0.4124103972391087,0.41298661417839994,0.11882571788933703,2.297311437775822,1.6124096106932237,4.039012283610569,2.9314269850079993,2.297311437775822,7.0,0.4945304399617133,0.5876426907393141,2.0,0.5876426907393141,0.25026002626570026,37.0,0.0015880023822918631,0.019755081188068534,-0.2845937246904925
L00354,XAU,LONG,10507,2025-06-09T01:15:03+00:00,1,Asia,Monday,sub1,FILLED_CLOSED,True,10508.0,10515.0,loss,-9.453740436033513,-1.0171064486516739,10501,2.9406544724147605,15.0,2.388035643327184,6.0,HH,LL,38,2.9406544724147605,15.0,False,2.388035643327184,6.0,0.3990597237068874,0.3990597237068874,0.11833363875443978,3.5961203650632183,2.388035643327184,5.328690115741945,3.841788801202455,2.388035643327184,6.0,0.49642612062206226,2.811385652234357,0.0,,,48.0,0.08211433802817476,0.008196385435047212,-0.5858796527530175
L00355,XAU,LONG,10520,2025-06-09T02:20:03+00:00,2,Asia,Monday,sub1,FILLED_CLOSED,True,10521.0,10537.0,win,8.63529826074955,0.9818642798537413,10516,1.8137173883137314,15.0,0.945175290850282,19.0,LH,LL,37,1.8137173883137314,15.0,False,0.945175290850282,19.0,0.31177791480418315,0.31177791480418315,0.10531700816646661,4.709286443174931,2.133397836326239,2.7588926791640134,0.5479311356744606,2.133397836326239,4.0,0.49622699676487986,1.8137173883137314,1.0,1.8137173883137314,0.8374198748958814,35.0,0.032571551491166556,0.004959899112769302,-0.03275307741940081
L00356,XAU,SHORT,10583,2025-06-09T07:35:03+00:00,7,Asia/Londres (overlap),Monday,sub1,FILLED_CLOSED,True,10584.0,10604.0,win,5.5828249320757095,0.9722237940404909,10580,-3.8239923499674955,35.0,4.251828813934647,18.0,HH,HL,34,4.251828813934647,18.0,False,-3.8239923499674955,35.0,0.8407569029049725,0.7869662418505396,0.39856294611225307,2.2491201929064624,11.87469574596787,1.1596092350449103,0.7304874968426238,2.2491201929064624,3.0,0.49413531094505336,0.2810092238064567,2.0,0.2810092238064567,0.12204484354586526,23.0,0.021192909315450825,0.005815602366634052,-0.4089908090407534
L00357,XAU,SHORT,10634,2025-06-09T11:50:03+00:00,11,Londres,Monday,sub1,FILLED_CLOSED,True,10635.0,10638.0,win,3.7473250237048887,0.9591740098335638,10633,3.347623453077908,39.0,2.251488712540737,12.0,LH,LL,34,2.251488712540737,12.0,False,3.347623453077908,39.0,0.5062830214934003,0.3302215978484913,0.339597247845502,1.550550029801233,1.5900144986688092,1.9782598383808168,0.5463519800295018,1.550550029801233,1.0,0.4913516507796063,0.2732288741599198,3.0,0.2732288741599198,0.17022196086609778,24.0,0.07278170372064138,0.011831599206437995,0.5037064510600576
L00358,XAU,LONG,10641,2025-06-09T12:25:03+00:00,12,Londres/NY (overlap),Monday,sub1,EXPIRED,False,,,,,,10640,1.7490451927780792,8.0,1.6000517829478056,19.0,LH,LL,33,1.7490451927780792,8.0,False,1.6000517829478056,19.0,0.42177024462467183,0.2903878952100598,0.3246820912565069,1.7490451927780792,1.2757821816671813,3.349096975725885,1.9219106957425245,1.2757821816671813,1.0,0.4907753539561074,0.6242350133360833,2.0,0.6242350133360833,0.47156864667347637,22.0,0.049755797333593775,0.029738153817827215,-0.7198350858783915
L00359,XAU,SHORT,10645,2025-06-09T12:45:03+00:00,12,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,10646.0,10651.0,win,4.3490454130956095,0.9646227362961733,10643,1.1600132311980746,12.0,1.8189234126019678,5.0,LH,HL,34,1.8189234126019678,5.0,False,1.1600132311980746,12.0,0.5383850476743044,0.4259995645036414,0.3469123979393003,1.5595571385561395,1.8189234126019678,2.9789366438000426,0.9031770045385616,1.5595571385561395,2.0,0.4925205771739876,0.4221236151561994,3.0,0.4221236151561994,0.2626904596468599,25.0,0.05563772586802504,0.0027823559835603246,-0.03849307938855748
L00360,XAU,LONG,10654,2025-06-09T13:30:03+00:00,13,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,10655.0,10659.0,win,5.227048313553041,0.9703892008917021,10652,2.1089650393614465,11.0,0.9761045641256378,14.0,HH,HL,35,2.1089650393614465,11.0,False,0.9761045641256378,14.0,0.44776891030786997,0.3505785276274427,0.3172724126822717,2.1089650393614465,1.7100250152137113,3.0850696034870846,1.1341229959319952,1.7100250152137113,2.0,0.49377727454704734,0.7325794129085968,4.0,0.7325794129085968,0.417870494317165,32.0,0.22052505835832067,0.004013387159181529,-1.0876994002378249
L00361,XAU,SHORT,10666,2025-06-09T14:30:03+00:00,14,Londres/NY (overlap),Monday,sub1,FILLED_CLOSED,True,10669.0,10676.0,loss,-6.660228941995683,-1.0246145176466244,10663,0.5548716410131413,23.0,2.7331840663336835,14.0,HH,LL,35,2.7331840663336835,14.0,False,0.5548716410131413,23.0,0.6050396264502476,0.6050396264502476,0.4359739262402908,1.7841796679546087,2.7331840663336835,3.288055707346825,1.2378942926469199,1.7841796679546087,3.0,0.49482906749436933,1.00312987022329,2.0,1.00312987022329,0.5507258051906961,37.0,0.06667104307268035,0.034638878351194634,-1.4293823217297286
L00362,XAU,SHORT,10699,2025-06-09T17:15:03+00:00,17,Nueva York,Monday,sub1,FILLED_CLOSED,True,10700.0,10726.0,win,3.773712897506357,0.9593259589175186,10696,-1.022590335037038,19.0,2.989397657806842,15.0,HH,HL,34,2.989397657806842,15.0,False,-1.022590335037038,19.0,0.8618717469647417,0.8618717469647417,0.9151403577887088,1.6488485986259331,10.288235686404812,1.9668073227698044,0.2845753029066405,1.6488485986259331,3.0,0.4913673279344077,2.989397657806842,0.0,,,15.0,0.02233283030978597,0.0165322043914313,-0.4147954556735564
L00363,XAU,LONG,10756,2025-06-09T23:00:03+00:00,23,Post-NY / transicion,Monday,sub1,FILLED_CLOSED,True,10757.0,10766.0,win,2.802666646351099,0.9459945990896672,10753,1.4283623046553187,6.0,1.4062422563483459,12.0,LH,LL,38,1.4283623046553187,6.0,False,1.4062422563483459,12.0,0.5330200049633989,0.18294564302758817,0.6919700595406767,1.4283623046553187,1.6303603811919962,2.8346045610036645,0.36395916555703967,1.6303603811919962,3.0,0.48853136542970577,0.7312339471726994,3.0,0.7312339471726994,0.4283967604700349,19.0,0.01160146032883505,0.01409803985271626,-0.05876619211828814
L00364,XAU,SHORT,10768,2025-06-10T00:00:03+00:00,0,Asia,Tuesday,sub1,EXPIRED,False,,,,,,10767,0.8813784954915838,18.0,2.0711257389917397,15.0,LH,LL,37,2.0711257389917397,15.0,False,0.8813784954915838,18.0,0.5950434867360459,0.24786491851743167,0.7119414683964818,1.4647608541227435,2.1523209957696174,2.952504234483323,1.0790650406504305,1.4647608541227435,1.0,0.487676089181333,1.8547904315488435,0.0,,,11.0,0.24240801645053622,0.0021088991626505385,2.190047405423846
L00365,XAU,LONG,10801,2025-06-10T02:45:03+00:00,2,Asia,Tuesday,sub1,FILLED_CLOSED,True,10802.0,10830.0,win,4.617280166428827,0.966609307013807,10798,0.684965439742204,6.0,1.1159669121244156,11.0,LH,LL,36,0.684965439742204,6.0,False,1.1159669121244156,11.0,0.17855314367541805,0.17855314367541805,0.293593473414067,6.539143161273218,1.4213756610051367,1.8009323518666196,0.34546521866743846,1.4213756610051367,3.0,0.4929906343460895,0.684965439742204,3.0,0.684965439742204,0.46857862317006443,27.0,0.11932447123417747,0.001994309075164322,0.28000902327238025
L00366,XAU,SHORT,10856,2025-06-10T07:20:03+00:00,7,Asia/Londres (overlap),Tuesday,sub1,FILLED_CLOSED,True,10857.0,10858.0,loss,-5.860558713718092,-1.0279772596651129,10847,1.888860946252306,9.0,7.7908712478977735,34.0,HH,LL,36,7.7908712478977735,34.0,False,1.888860946252306,9.0,0.8105608576190672,0.8105608576190672,0.6566662302236023,1.888860946252306,8.081945100019263,4.134741386545493,0.7456714591618385,1.888860946252306,9.0,0.49408756403808923,1.2820799579191133,4.0,1.2820799579191133,0.6628933950791278,27.0,0.03180342114633394,0.002759927175367315,0.7382012846342823
L00367,XAU,SHORT,10869,2025-06-10T08:25:03+00:00,8,Londres,Tuesday,sub1,FILLED_CLOSED,True,10870.0,10893.0,loss,-5.24564350022365,-1.0314611120486157,10867,0.751246015773514,10.0,1.9358872598151946,12.0,HH,HL,37,1.9358872598151946,12.0,False,0.751246015773514,10.0,0.8494894039989219,0.8454595056881417,0.7704388174915614,1.6244331226603081,9.168382571516284,2.6871332755887085,1.115772269136461,1.6244331226603081,2.0,0.4933555103900059,0.774699296487079,1.0,0.774699296487079,0.4643954810580962,32.0,0.009055507930957203,0.033095051091470554,0.37722207848233114
L00368,XAU,SHORT,10909,2025-06-10T11:45:03+00:00,11,Londres,Tuesday,sub1,EXPIRED,False,,,,,,10906,-0.9733696604115759,16.0,4.487974599608929,24.0,HH,HL,38,4.487974599608929,24.0,False,-0.9733696604115759,16.0,0.23927167230223323,0.7353579585538981,0.8788814820644526,2.10516946708632,0.6621383751985968,3.514604939197353,1.749893571732703,2.10516946708632,3.0,0.49330283298813304,1.8993682370205105,3.0,1.8993682370205105,0.8783897150474189,25.0,0.08776744473793885,0.03937093302141108,-0.5609003381859344
L00369,XAU,LONG,10916,2025-06-10T12:20:03+00:00,12,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,10915,2.8835772761603966,10.0,2.536653351958046,31.0,HH,HL,39,2.8835772761603966,10.0,False,2.536653351958046,31.0,0.4296061255785346,0.5590613484345472,0.7981959491913032,2.8835772761603966,2.171836895468162,2.5308702342809597,0.8759275027368956,2.171836895468162,1.0,0.4946714807800683,0.1587006025899735,6.0,0.1587006025899735,0.07153102242325814,25.0,0.19325848823218914,0.06327602281898671,-1.6125027961228087
L00370,XAU,SHORT,10936,2025-06-10T14:00:03+00:00,14,Londres/NY (overlap),Tuesday,sub1,EXPIRED,False,,,,,,10933,-0.9118868138029902,15.0,4.565644021164065,21.0,LH,HL,39,4.565644021164065,21.0,False,-0.9118868138029902,15.0,0.7192065171369671,0.7324620945069796,0.8754262109614054,1.7825242898505227,4.565644021164065,3.653757207361075,0.8382925472747483,1.7825242898505227,3.0,0.4943707991690303,3.045416793652879,0.0,,,18.0,0.014251980265418674,0.001753533181738468,-0.781173169727713
L00371,XAU,LONG,10958,2025-06-10T15:50:03+00:00,15,Londres/NY (overlap),Tuesday,sub1,FILLED_CLOSED,True,10959.0,10962.0,loss,-4.428845955697398,-1.0373593523820417,10956,6.118893267702997,25.0,-0.24412720334815552,43.0,HH,HL,37,6.118893267702997,25.0,False,-0.24412720334815552,43.0,0.15935655567659374,0.15935655567659374,0.5379149149908375,6.118893267702997,1.1599278651112865,2.4934806608230393,0.7374357273179492,1.1599278651112865,2.0,0.4920930543094424,0.1714988305239072,2.0,0.1714988305239072,0.14324954938040046,22.0,0.08274367122202056,0.01479601794978429,0.9845491003317344
L00372,XAU,LONG,10973,2025-06-10T17:05:03+00:00,17,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,10974.0,10995.0,loss,-3.538004529646514,-1.0470552787380454,10971,0.48857122411671816,5.0,0.9577961065731304,10.0,LH,LL,39,0.48857122411671816,5.0,False,0.9577961065731304,10.0,0.11113721009437243,0.11113721009437243,0.4501970854611524,9.589309484637734,1.1989804444027776,1.4463673306898486,1.506733358984285,1.1989804444027776,2.0,0.4899778471960191,0.48857122411671816,1.0,0.48857122411671816,0.3914742400453953,28.0,0.10644696235109559,0.08096528646989286,0.7881889386344189
L00373,XAU,LONG,10996,2025-06-10T19:00:03+00:00,19,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,10997.0,10998.0,win,3.271115771134646,0.9533679389818577,10995,1.5367320549901076,13.0,0.741898319812668,8.0,HH,HL,40,1.5367320549901076,13.0,False,0.741898319812668,8.0,0.11070117305368651,0.14903042884215642,0.43889164904355576,12.638913753447987,1.573309821441527,2.2786303748027756,0.8050219076508065,1.573309821441527,1.0,0.4901348418145391,0.885626662148094,2.0,0.885626662148094,0.5411238421288516,29.0,0.07356569374572186,0.03937292873311877,0.22896013814221555
L00374,XAU,LONG,11027,2025-06-10T22:35:03+00:00,22,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,11025,0.7004921623351517,5.0,2.1196538844256394,32.0,LH,LL,36,0.7004921623351517,5.0,False,2.1196538844256394,32.0,0.6646116843438568,0.260719687039113,0.4528606490394526,0.7004921623351517,1.3881082141112688,5.309864803197196,0.6531190303669319,1.3881082141112688,2.0,0.48750856177073326,0.6410473823901989,3.0,0.6410473823901989,0.4393012509090759,23.0,0.02311975651184472,0.04755587637540266,0.40433161133780066
L00375,XAU,SHORT,11032,2025-06-10T23:00:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,11033.0,11036.0,win,3.289736363823522,0.9538961569612738,11029,0.2260395534689621,10.0,1.770068944502362,7.0,LH,HL,37,1.770068944502362,7.0,False,0.2260395534689621,10.0,0.5105349211952644,0.3177895761923876,0.47120756334286773,1.6970179696665575,1.770068944502362,1.9961084979713242,0.39334341906197395,1.6970179696665575,3.0,0.4901616954162037,0.10357426004211734,5.0,0.10357426004211734,0.05867759516197737,20.0,0.16014936120612608,0.004927415504720653,-1.1193562269393564
L00376,XAU,LONG,11039,2025-06-10T23:35:03+00:00,23,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,11036,1.4122447327552368,10.0,0.9813265043136535,14.0,HH,HL,38,1.4122447327552368,10.0,False,0.9813265043136535,14.0,0.666407920690291,0.41973679412208814,0.45678356058172936,1.4122447327552368,2.8212033025744625,2.3935712370688904,1.73692307692321,2.8212033025744625,3.0,0.49588162346647613,0.3575045286437722,8.0,0.3575045286437722,0.12465010519814579,54.0,0.049249236993534125,0.024411767888656125,0.08904339411592223
L00377,XAU,SHORT,11056,2025-06-11T01:00:03+00:00,1,Asia,Wednesday,sub1,FILLED_CLOSED,True,11057.0,11059.0,loss,-4.41320122311663,-1.0376187233113334,11052,-1.364969518539378,27.0,5.941727168013487,20.0,HH,LL,36,5.941727168013487,20.0,False,-1.364969518539378,27.0,0.7905970528048966,0.7905970528048966,0.6170896280734288,1.573766529987669,5.941727168013487,4.576757649474109,1.768674343076531,1.573766529987669,4.0,0.4920334573776996,1.0956585976747713,3.0,1.0956585976747713,0.674364147478902,28.0,0.023528361971327055,0.000380017280563168,-1.0157414731616585
L00378,XAU,SHORT,11065,2025-06-11T01:45:03+00:00,1,Asia,Wednesday,sub1,EXPIRED,False,,,,,,11061,0.6918746801263115,13.0,1.1421643388138354,8.0,HH,HL,38,1.1421643388138354,8.0,False,0.6918746801263115,13.0,0.8141932842395853,0.8141932842395853,0.666162860299417,1.5655190516433681,6.8600055330653955,1.834039018940147,0.2428585951001219,1.5655190516433681,4.0,0.4919486114914584,1.1421643388138354,1.0,1.1421643388138354,0.7064514740451364,24.0,0.029748942004721106,0.0006089785372003741,0.5016929672989722
L00379,XAU,SHORT,11092,2025-06-11T04:00:03+00:00,4,Asia,Wednesday,sub1,FILLED_CLOSED,True,11093.0,11094.0,loss,-2.9730320840221793,-1.0566903078537921,11087,1.311028281637225,5.0,5.776696751658326,24.0,HH,LL,38,5.776696751658326,24.0,False,1.311028281637225,5.0,0.8971219837989102,0.8971219837989102,0.7785594546626203,1.311028281637225,11.432493901708844,7.087725033295551,1.39455192992585,1.311028281637225,5.0,0.48783425539550757,4.145169764769784,0.0,,,19.0,0.19095830189834773,0.013990758254536415,-0.6222795584174202
L00380,XAU,SHORT,11098,2025-06-11T04:30:03+00:00,4,Asia,Wednesday,sub1,FILLED_CLOSED,True,11099.0,11104.0,loss,-3.135120939706212,-1.0537793263677027,11094,0.6876209373677183,11.0,1.5658550555411597,6.0,HH,HL,38,1.5658550555411597,6.0,False,0.6876209373677183,11.0,0.8965220182924954,0.8705747517670414,0.8054869748143784,1.3649607689606298,11.825872164164103,2.253475992908878,0.3237852015460974,1.3649607689606298,4.0,0.48850524241958787,1.5658550555411597,0.0,,,17.0,0.26722783813101036,0.04252485470915213,0.5370680366813242
L00381,XAU,SHORT,11106,2025-06-11T05:10:03+00:00,5,Asia,Wednesday,sub1,EXPIRED,False,,,,,,11104,0.9463351229196577,12.0,2.3041115277206408,14.0,HH,HL,37,2.3041115277206408,14.0,False,0.9463351229196577,12.0,0.9295242381599497,0.8788197585636565,0.8284607605115925,1.03743926605339,13.683072282412459,3.2504466506402983,1.3005755702409654,1.03743926605339,2.0,0.48340135383888383,2.3041115277206408,0.0,,,12.0,0.20526355891384246,0.0046796206361026625,-0.11081673550785798
L00382,XAU,SHORT,11152,2025-06-11T09:00:03+00:00,9,Londres,Wednesday,sub1,EXPIRED,False,,,,,,11139,1.8807838043635696,13.0,3.643917599998975,22.0,HH,HL,38,3.643917599998975,22.0,False,1.8807838043635696,13.0,0.8624207760958306,0.7162820602178611,0.8464728119285255,1.8807838043635696,11.789767249723104,5.524701404362545,3.3472152533866004,1.8807838043635696,13.0,0.4927348168309928,2.9457729014713174,0.0,,,15.0,0.08159877140708514,0.022765382272926793,1.6931872314823833
L00383,XAU,LONG,11181,2025-06-11T11:25:03+00:00,11,Londres,Wednesday,sub1,FILLED_CLOSED,True,11182.0,11183.0,win,1.3752410455308564,0.8960736728425684,11180,2.12764184769249,14.0,-0.10339310346672279,19.0,LH,LL,36,2.12764184769249,14.0,False,-0.10339310346672279,19.0,0.5631001388230653,0.22117944335604248,0.46095125001577797,0.4023499642480067,0.5185703655597063,2.0242487442257673,2.0054985337242934,0.41904141067080075,1.0,0.42460817897051295,1.301440523280944,0.0,,,4.0,0.06061098754984151,0.012689864441777794,-0.43289545434916715
L00384,XAU,SHORT,11188,2025-06-11T12:00:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,11189.0,11191.0,loss,-5.068876194573932,-1.0323837086106886,11185,1.6571689988692087,21.0,2.0345661760813485,11.0,LH,LL,36,2.0345661760813485,11.0,False,1.6571689988692087,21.0,0.41885791524832017,0.262858874007031,0.48880940674950146,1.6444305673227704,1.1852226456697637,3.691735174950557,1.9599707548894076,1.1276633848550317,3.0,0.40015803960795643,0.2263974603450591,4.0,0.2263974603450591,0.13393274684864595,35.0,0.06387483372645887,0.01008160412815056,0.25132581159320944
L00385,XAU,SHORT,11198,2025-06-11T12:50:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,11203.0,11249.0,win,16.660877577352494,0.9905174542446353,11195,-1.402841596029631,31.0,3.2415376957547273,9.0,LH,HL,36,3.2415376957547273,9.0,False,-1.402841596029631,31.0,0.5029210254601976,0.5193447496081774,0.6312253405230827,3.2038832185698625,3.2415376957547273,0.2202364689206934,0.1069663340483017,3.2038832185698625,3.0,0.49799395246082434,1.3830644763270616,8.0,1.3830644763270616,0.42823372718734115,58.0,0.02775890407971307,0.0014737612553244314,-2.5660332786890336
L00386,XAU,LONG,11260,2025-06-11T18:00:03+00:00,18,Nueva York,Wednesday,sub1,EXPIRED,False,,,,,,11256,1.7625935440506573,14.0,-0.43915514690082386,51.0,LH,LL,36,1.7625935440506573,14.0,False,-0.43915514690082386,51.0,0.1719105795630488,0.2828098774164352,0.23920531289225871,9.80577188712541,2.0356689586606382,2.915780334314877,6.814913448735455,2.0356689586606382,4.0,0.49539812978574366,0.32977065604727573,2.0,0.32977065604727573,0.15904146255972426,53.0,0.27751535819135925,0.014979595043903619,1.6926110537806232
L00387,XAU,SHORT,11313,2025-06-11T23:25:03+00:00,23,Post-NY / transicion,Wednesday,sub1,FILLED_CLOSED,True,11314.0,11318.0,win,7.6112317039905975,0.9794112431472484,11308,2.5753454500818753,5.0,9.236189400129442,45.0,HH,HL,34,9.236189400129442,45.0,False,2.5753454500818753,5.0,0.556416407552103,0.8593943740749325,0.8683102843052685,2.5753454500818753,3.230427112131127,8.17361044541366,2.246778529711719,2.5753454500818753,5.0,0.49562096523145843,9.236189400129442,0.0,,,19.0,0.07455260840431394,0.0625678642335976,0.8340212341769039
L00388,XAU,SHORT,11340,2025-06-12T01:40:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,11341.0,11350.0,loss,-7.038738718000786,-1.0232600781275718,11337,0.295197067627262,11.0,1.9089370586178342,8.0,LH,HL,34,1.9089370586178342,8.0,False,0.295197067627262,11.0,0.6727489261901011,0.7796980537061675,0.8831294776957376,1.6607751380215465,3.414151335669096,2.2041341262450964,0.6525226013415238,1.6607751380215465,3.0,0.4950421429346202,1.6961580770451217,0.0,,,18.0,0.10637081352010652,0.00211754588659266,-0.09161317262154257
L00389,XAU,SHORT,11356,2025-06-12T03:00:03+00:00,3,Asia,Thursday,sub1,FILLED_CLOSED,True,11357.0,11370.0,win,3.6753004383622283,0.958282277341437,11352,0.8811036324077806,19.0,1.8883856758179975,13.0,HH,HL,35,1.8883856758179975,13.0,False,0.8811036324077806,19.0,0.8278741685648154,0.8278741685648154,0.9368482216281723,1.1601532740154525,5.5799929570417826,2.7694893082257783,0.609382545705407,1.1601532740154525,4.0,0.4910349924092866,1.8883856758179975,0.0,,,13.0,0.02410755630533154,0.051580464857152224,-0.5505743490598083
L00390,XAU,LONG,11419,2025-06-12T08:15:03+00:00,8,Londres,Thursday,sub1,EXPIRED,False,,,,,,11412,4.632796690739923,16.0,3.3540955490402813,7.0,LH,LL,36,4.632796690739923,16.0,False,3.3540955490402813,7.0,0.396551641144514,0.41789614272225645,0.5961081574126735,5.104060214380098,3.3540955490402813,7.986892239780204,3.5713183527822783,3.3540955490402813,7.0,0.49786234940044316,1.432734036163515,1.0,1.432734036163515,0.42352265430113684,54.0,0.01605902170815596,0.006876159323861423,-2.9796364206356967
L00391,XAU,SHORT,11457,2025-06-12T11:25:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,11458.0,11459.0,win,3.142145824967429,0.9515466583001556,11456,1.8445898543754782,5.0,5.961451794120602,22.0,HH,HL,35,5.961451794120602,22.0,False,1.8445898543754782,5.0,0.1944125706010822,0.8558964190884576,0.8961366799981679,0.8105414492366548,0.19560812516948184,7.80604164849608,5.285615251299852,0.8105414492366548,1.0,0.48953597748367217,2.1283060229920694,0.0,,,10.0,0.09895596498891451,0.005096018321523926,0.671363605613665
L00392,XAU,LONG,11463,2025-06-12T11:55:03+00:00,11,Londres,Thursday,sub1,FILLED_CLOSED,True,11464.0,11470.0,win,6.043004631494114,0.9742060485998187,11460,2.3391793819790845,11.0,5.33105789268194,28.0,HH,HL,34,2.3391793819790845,11.0,False,5.33105789268194,28.0,0.5356232810922011,0.8140224380934893,0.8659558152318665,1.323120670272408,1.5261192170853197,7.670237274661025,5.285615251299852,1.5261192170853197,3.0,0.49450217619839204,2.3391793819790845,0.0,,,14.0,0.00454498151713851,0.0475537566264863,-1.6468199119444578
L00393,XAU,SHORT,11478,2025-06-12T13:10:03+00:00,13,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,11482.0,11484.0,loss,-7.81233262346268,-1.0209086572516828,11477,0.4838897608654634,26.0,2.7856820740622887,18.0,HH,HL,33,2.7856820740622887,18.0,False,0.4838897608654634,26.0,0.6353122263129924,0.8265431369487494,0.8992807125452187,1.5990628728890337,2.7856820740622887,3.2695718349277523,0.5039346842415935,1.5990628728890337,1.0,0.49552529156098457,2.7856820740622887,0.0,,,18.0,0.3974473312157766,0.01129377062039156,-0.2914511948631732
L00394,XAU,SHORT,11490,2025-06-12T14:10:03+00:00,14,Londres/NY (overlap),Thursday,sub1,FILLED_CLOSED,True,11492.0,11502.0,win,9.662276252563515,0.9837104968455659,11485,1.7833531748115403,5.0,1.8303697005529243,9.0,HH,HL,35,1.8303697005529243,9.0,False,1.7833531748115403,5.0,0.625041053978895,0.7635292599833201,0.8786951390394206,1.7833531748115403,2.9727759794216864,3.6137228753644646,1.3624878522837862,1.7833531748115403,5.0,0.49651533516553803,1.8303697005529243,0.0,,,22.0,0.13146200210022624,0.02146558478550435,-0.8500386445668577
L00395,XAU,LONG,11581,2025-06-12T22:45:03+00:00,22,Post-NY / transicion,Thursday,sub1,FILLED_CLOSED,True,11583.0,11592.0,win,3.476357837420437,0.9559999298327136,11580,2.1574707815427447,10.0,-0.9258052598048447,15.0,LH,HL,34,2.1574707815427447,10.0,False,-0.9258052598048447,15.0,0.5532826354962009,0.4486659408051671,0.7369023979730411,1.6246877957045815,2.0122601378265865,1.2316655217379,0.468006114872231,2.0122601378265865,1.0,0.49052996531855925,2.1574707815427447,0.0,,,5.0,0.046447342513170245,0.06751437787876705,-1.0908544844884147
L00396,XAU,SHORT,11634,2025-06-13T03:10:03+00:00,3,Asia,Friday,sub1,EXPIRED,False,,,,,,11632,-0.5032805125806309,17.0,2.6121913457892987,15.0,HH,HL,33,2.6121913457892987,15.0,False,-0.5032805125806309,17.0,0.8686660355549495,0.8686660355549495,0.9196103637431894,1.6835769311611293,11.1354751569644,2.1089108332086677,0.21160870255677836,1.6835769311611293,2.0,0.4959850146881834,2.6121913457892987,0.0,,,2.0,1.0099868357282638,0.1683312424833279,0.5210948531586773
L00397,XAU,SHORT,11762,2025-06-13T13:50:03+00:00,13,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,11763.0,11766.0,win,8.468865145720883,0.9814575848274553,11759,-2.3999286398061193,46.0,6.043372439199688,36.0,HH,LL,31,6.043372439199688,36.0,False,-2.3999286398061193,46.0,0.7107479153220728,0.7583185339788662,0.8768903605033919,1.926065426825241,4.732712604005037,3.6434437993935687,2.1106438896189337,1.926065426825241,3.0,0.4959733841496431,3.2798264419383973,0.0,,,3.0,0.6306342100185025,0.09092959871659274,1.179548484425796
L00398,XAU,LONG,11769,2025-06-13T14:25:03+00:00,14,Londres/NY (overlap),Friday,sub1,FILLED_CLOSED,True,11770.0,11944.0,loss,-19.113604643082063,-1.1044684418974262,11732,2.380054675887987,10.0,4.481796648214922,43.0,HH,LL,32,2.380054675887987,10.0,False,4.481796648214922,43.0,0.5848751028132233,0.6531468603046211,0.8233171716095484,2.380054675887987,3.353291341219561,6.861851324102909,2.187336570788164,3.353291341219561,37.0,0.49801744544087495,1.9259572652330181,2.0,1.9259572652330181,0.5698116060740355,10.0,0.6023976172355211,0.16146596240920785,-1.6423677962138628
L00399,XAU,LONG,11951,2025-06-16T06:40:03+00:00,6,Asia,Monday,sub1,FILLED_CLOSED,True,11952.0,11957.0,loss,-6.417650579502151,-1.0255687015385542,11949,3.2633885914299157,14.0,-0.8205562284704686,20.0,LH,LL,34,3.2633885914299157,14.0,False,-0.8205562284704686,20.0,0.15984154640297804,0.1830755800658611,0.2583248506109282,9.237819222419724,1.7575105071917339,2.442832362959447,1.2187365706918916,1.7575105071917339,2.0,0.49448578408626304,2.0167056906341476,0.0,,,4.0,0.0753641462514515,0.16244852412399186,-0.8157130633718482
