feature,rho_all,rho_long,rho_short,rho_aligned,slope_long,slope_short,same_sign_long_short,pct_pos_long,pct_pos_short,rho_abs_long,rho_abs_short
closed_ema200_slope,0.14929486348759904,0.15165143085251848,0.14157375751892587,-0.01937310746357184,0.20866729720868826,0.13442824252620414,True,0.8065601345668629,0.8319066147859923,0.15366428843385813,0.16462408039999626
closed_ema50_slope,0.14402972178389403,0.16207832871978528,0.12158976753612337,0.002828583444449188,0.1341050842505071,0.07092712459168216,True,0.6114381833473507,0.643579766536965,0.17955266470422185,0.15720502783788817
closed_ema20_slope,0.1170860771097592,0.12750096306671632,0.10317743978820307,-0.0037200936869018,0.09192808870391303,0.052736901139650814,True,0.5550883095037847,0.5867704280155642,0.1309707206399333,0.056729454983171786
closed_dist_ema200_atr,0.14246139336757863,0.1492748812756271,0.13091028195286536,-0.015911947033041444,0.012089787965209228,0.004164051020330822,True,0.8065601345668629,0.8303501945525292,0.1643922885842017,0.16063835692512723
closed_dist_ema50_atr,0.12813009010269774,0.15304824985006713,0.10146732654393,0.008392407148553748,0.028621242281160544,0.007418334123925084,True,0.599663582842725,0.6319066147859922,0.15684479000329637,0.11547023681869359
closed_ret_10d,0.10700137093317251,0.1291118648555307,0.0853837581722032,0.005076890736570017,1.2839927246230147,0.8314791878529586,True,0.6105971404541631,0.5813229571984436,0.15884270272513476,0.08290589472703616
