signal_event_id,order_ticket,position_id,sq_schema_version,bot_version,git_commit,limit_created_time_utc,oos_eligible,direction,momentum_status,roc_atr_3,alignment_status,alignment,structure_status,origin_dist_atr,context_status,weekday,sq_complete,structure_replay_match,diagnostic_reason,order_final_state,filled,fill_time_utc,closed,close_time_utc,pnl_net,realized_r,close_reason
349854248,349854248,,1.0.0,,,2026-09-22T00:15:01+00:00,True,SHORT,AVAILABLE,2.358533758624376,AVAILABLE,NEUTRAL,AVAILABLE,2.050940561980115,AVAILABLE,Tuesday,True,,,CANCELED,False,,False,,,,
350047654,350047654,350047654.0,1.0.0,,,2026-09-22T02:25:01+00:00,True,LONG,AVAILABLE,1.57870023110001,AVAILABLE,NEUTRAL,AVAILABLE,1.7102678215977751,AVAILABLE,Tuesday,True,,,FILLED,True,2026-09-22T02:42:26+00:00,True,2026-09-22T03:10:35+00:00,-95.3,UNAVAILABLE,SL
350112097,350112097,350112097.0,1.0.0,,,2026-09-22T03:25:01+00:00,True,LONG,AVAILABLE,0.11478901895250943,AVAILABLE,NEUTRAL,AVAILABLE,1.1841651529755652,AVAILABLE,Tuesday,True,,,FILLED,True,2026-09-22T03:30:30+00:00,True,2026-09-22T04:01:11+00:00,-60.5,UNAVAILABLE,SL
350160945,350160945,350160945.0,1.0.0,,,2026-09-22T04:35:01+00:00,True,LONG,AVAILABLE,0.5292873098993647,AVAILABLE,NEUTRAL,AVAILABLE,1.1631807850160236,AVAILABLE,Tuesday,True,,,FILLED,True,2026-09-22T04:41:12+00:00,True,2026-09-22T05:07:15+00:00,49.7,UNAVAILABLE,TP
