time,time_server,time_utc,open,high,low,close,spread
1787120400,1787120400,1787120401,4345.021,4348.214,4344.496,4345.882,260
1787120700,1787120700,1787120701,4345.94,4346.77,4340.446,4343.039,260
1787121000,1787121000,1787121001,4343.07,4343.48,4336.947,4338.666,260
1787121300,1787121300,1787121301,4338.701,4345.554,4338.631,4343.84,260
1787121600,1787121600,1787121601,4343.787,4344.426,4341.533,4341.944,260
1787121900,1787121900,1787121901,4342.004,4344.041,4340.731,4343.712,260
1787122200,1787122200,1787122201,4343.907,4347.711,4343.741,4347.598,260
1787122500,1787122500,1787122501,4347.526,4349.528,4347.122,4348.829,260
1787122800,1787122800,1787122801,4348.951,4351.271,4347.284,4347.804,260
1787123100,1787123100,1787123101,4347.751,4353.436,4347.722,4352.704,260
1787123400,1787123400,1787123401,4352.732,4353.516,4349.64,4350.548,260
1787123700,1787123700,1787123701,4350.489,4351.526,4347.276,4350.635,260
1787124000,1787124000,1787124001,4350.571,4354.942,4348.784,4354.117,260
1787124300,1787124300,1787124301,4354.175,4356.951,4353.772,4356.601,260
1787124600,1787124600,1787124601,4356.548,4360.815,4356.071,4359.323,260
1787124900,1787124900,1787124901,4359.218,4363.075,4356.966,4357.638,260
1787125200,1787125200,1787125201,4357.581,4357.934,4352.836,4354.318,260
1787125500,1787125500,1787125501,4354.573,4356.995,4354.043,4356.336,260
1787125800,1787125800,1787125801,4356.679,4357.635,4354.66,4355.372,260
1787126100,1787126100,1787126101,4355.754,4356.372,4354.498,4354.929,240
1787126400,1787126400,1787126401,4354.916,4357.487,4351.009,4356.837,260
1787126700,1787126700,1787126701,4357.025,4361.173,4355.967,4360.73,260
1787127000,1787127000,1787127001,4360.677,4362.977,4359.842,4361.719,260
1787127300,1787127300,1787127301,4361.728,4362.531,4359.636,4359.696,260
1787127600,1787127600,1787127601,4359.587,4360.075,4357.26,4359.92,260
1787127900,1787127900,1787127901,4359.966,4361.117,4358.157,4361.117,260
1787128200,1787128200,1787128201,4360.79,4361.154,4356.8,4357.134,260
1787128500,1787128500,1787128501,4357.283,4360.89,4356.462,4359.94,260
1787128800,1787128800,1787128801,4359.992,4363.182,4359.234,4362.385,260
1787129100,1787129100,1787129101,4362.382,4363.025,4360.57,4361.501,260
1787129400,1787129400,1787129401,4361.503,4361.975,4358.178,4358.44,240
1787129700,1787129700,1787129701,4358.498,4358.549,4354.645,4355.755,240
1787130000,1787130000,1787130001,4355.718,4359.338,4354.814,4358.898,260
1787130300,1787130300,1787130301,4358.887,4359.716,4355.235,4355.899,260
1787130600,1787130600,1787130601,4355.886,4357.637,4355.291,4356.151,260
1787130900,1787130900,1787130901,4356.351,4356.729,4353.279,4355.067,260
1787131200,1787131200,1787131201,4355.136,4357.21,4353.454,4356.137,260
1787131500,1787131500,1787131501,4356.129,4357.329,4353.919,4356.468,240
1787131800,1787131800,1787131801,4356.685,4357.806,4355.244,4356.24,260
1787132100,1787132100,1787132101,4356.513,4357.374,4355.904,4356.753,260
1787132400,1787132400,1787132401,4356.616,4360.793,4356.439,4358.739,240
1787132700,1787132700,1787132701,4358.812,4361.08,4358.087,4360.299,260
1787133000,1787133000,1787133001,4360.358,4360.942,4358.001,4359.648,240
1787133300,1787133300,1787133301,4359.701,4361.925,4358.83,4361.805,240
1787133600,1787133600,1787133601,4361.786,4363.299,4359.57,4360.094,240
1787133900,1787133900,1787133901,4359.837,4362.659,4359.456,4361.508,240
1787134200,1787134200,1787134201,4361.53,4364.254,4360.725,4363.547,260
1787134500,1787134500,1787134501,4363.805,4368.466,4363.413,4368.243,240
1787134800,1787134800,1787134801,4368.606,4369.097,4366.648,4368.185,260
1787135100,1787135100,1787135101,4368.116,4369.181,4366.551,4368.539,240
1787135400,1787135400,1787135401,4368.654,4369.501,4365.765,4367.043,260
1787135700,1787135700,1787135701,4367.097,4367.778,4366.381,4366.814,260
1787136000,1787136000,1787136001,4366.849,4368.583,4366.299,4367.898,240
1787136300,1787136300,1787136301,4367.953,4369.641,4367.182,4368.285,240
1787136600,1787136600,1787136601,4368.623,4368.634,4366.894,4367.517,260
1787136900,1787136900,1787136901,4367.439,4367.996,4366.21,4367.427,240
1787137200,1787137200,1787137201,4367.547,4371.168,4367.361,4371.033,260
1787137500,1787137500,1787137501,4370.77,4373.703,4370.356,4371.3,260
1787137800,1787137800,1787137801,4371.031,4374.117,4370.568,4373.098,260
1787138100,1787138100,1787138101,4373.158,4374.139,4369.755,4370.526,260
1787138400,1787138400,1787138401,4370.55,4371.314,4368.827,4370.723,240
1787138700,1787138700,1787138701,4370.975,4373.451,4370.394,4370.935,240
1787139000,1787139000,1787139001,4370.994,4371.893,4368.588,4369.215,260
1787139300,1787139300,1787139301,4369.493,4370.018,4366.866,4367.954,260
1787139600,1787139600,1787139601,4368.089,4368.145,4363.08,4363.63,260
1787139900,1787139900,1787139901,4363.572,4367.34,4363.292,4367.107,260
1787140200,1787140200,1787140201,4367.047,4367.321,4363.595,4365.808,240
1787140500,1787140500,1787140501,4365.872,4366.359,4363.934,4364.797,240
1787140800,1787140800,1787140801,4364.743,4365.389,4361.883,4363.884,260
1787141100,1787141100,1787141101,4364.185,4368.27,4363.247,4367.649,260
1787141400,1787141400,1787141401,4367.696,4370.698,4366.552,4368.057,260
1787141700,1787141700,1787141701,4368.113,4370.116,4365.811,4367.929,260
1787142000,1787142000,1787142001,4367.987,4373.566,4367.497,4370.414,260
1787142300,1787142300,1787142301,4370.406,4371.137,4367.724,4369.469,260
1787142600,1787142600,1787142601,4369.527,4384.953,4368.482,4384.273,260
1787142900,1787142900,1787142901,4384.167,4416.682,4382.559,4412.343,260
1787143200,1787143200,1787143201,4412.4,4420.913,4406.548,4417.652,260
1787143500,1787143500,1787143501,4417.464,4421.104,4411.32,4417.311,260
1787143800,1787143800,1787143801,4417.186,4428.824,4411.464,4428.351,260
1787144100,1787144100,1787144101,4428.493,4442.48,4426.119,4438.62,260
1787144400,1787144400,1787144401,4438.735,4442.107,4427.029,4427.678,260
1787144700,1787144700,1787144701,4427.462,4441.425,4424.156,4441.317,260
1787145000,1787145000,1787145001,4441.56,4461.014,4440.988,4456.066,260
1787145300,1787145300,1787145301,4455.953,4464.412,4455.556,4460.175,260
1787145600,1787145600,1787145601,4460.142,4462.955,4454.821,4459.079,260
1787145900,1787145900,1787145901,4458.94,4461.45,4455.087,4458.182,260
1787146200,1787146200,1787146201,4458.242,4466.31,4455.156,4461.542,260
1787146500,1787146500,1787146501,4461.758,4462.105,4442.378,4455.555,260
1787146800,1787146800,1787146801,4455.617,4464.684,4449.69,4460.815,260
1787147100,1787147100,1787147101,4460.749,4461.98,4449.391,4450.359,260
1787147400,1787147400,1787147401,4450.302,4456.43,4445.145,4453.352,260
1787147700,1787147700,1787147701,4453.419,4463.308,4451.451,4459.51,260
1787148000,1787148000,1787148001,4459.452,4462.791,4455.005,4460.246,260
1787148300,1787148300,1787148301,4460.576,4472.055,4460.269,4471.938,260
1787148600,1787148600,1787148601,4471.64,4475.618,4469.002,4473.604,260
1787148900,1787148900,1787148901,4473.662,4478.545,4471.284,4471.284,260
1787149200,1787149200,1787149201,4471.618,4480.583,4470.184,4478.326,260
1787149500,1787149500,1787149501,4478.393,4487.922,4477.326,4485.741,260
1787149800,1787149800,1787149801,4485.859,4491.488,4483.835,4487.358,260
1787150100,1787150100,1787150101,4487.418,4491.732,4486.508,4488.928,260
1787150400,1787150400,1787150401,4488.987,4498.839,4487.056,4489.419,260
1787150700,1787150700,1787150701,4489.6,4489.668,4478.139,4479.302,260
1787151000,1787151000,1787151001,4479.367,4486.807,4478.33,4485.568,260
1787151300,1787151300,1787151301,4485.595,4489.679,4485.19,4487.988,260
1787151600,1787151600,1787151601,4488.132,4488.254,4481.045,4484.72,260
1787151900,1787151900,1787151901,4484.846,4487.263,4481.926,4482.212,260
1787152200,1787152200,1787152201,4482.266,4487.94,4479.619,4484.993,260
1787152500,1787152500,1787152501,4485.113,4487.432,4483.742,4486.144,260
1787152800,1787152800,1787152801,4486.066,4487.993,4480.912,4480.912,260
1787153100,1787153100,1787153101,4480.759,4484.568,4478.036,4483.528,260
1787153400,1787153400,1787153401,4483.589,4486.074,4480.001,4484.752,260
1787153700,1787153700,1787153701,4484.976,4488.419,4484.46,4486.908,260
1787154000,1787154000,1787154001,4487.032,4492.568,4484.641,4490.052,260
1787154300,1787154300,1787154301,4489.992,4494.169,4489.655,4490.44,260
1787154600,1787154600,1787154601,4490.571,4492.832,4488.453,4491.058,260
1787154900,1787154900,1787154901,4491.005,4493.93,4490.596,4493.656,260
1787155200,1787155200,1787155201,4493.715,4497.539,4493.015,4493.112,260
1787155500,1787155500,1787155501,4493.183,4497.646,4490.901,4497.155,260
1787155800,1787155800,1787155801,4497.098,4499.122,4496.426,4497.734,260
1787156100,1787156100,1787156101,4497.789,4499.327,4494.944,4495.132,260
1787156400,1787156400,1787156401,4495.068,4496.807,4493.416,4494.68,260
1787156700,1787156700,1787156701,4495.013,4495.718,4490.53,4491.181,260
1787157000,1787157000,1787157001,4491.028,4495.812,4490.5,4495.525,260
1787157300,1787157300,1787157301,4495.518,4496.303,4491.861,4495.31,260
1787157600,1787157600,1787157601,4495.365,4496.322,4493.599,4495.252,260
1787157900,1787157900,1787157901,4495.135,4496.963,4493.512,4494.459,260
1787158200,1787158200,1787158201,4494.449,4497.645,4494.0,4494.68,260
1787158500,1787158500,1787158501,4494.526,4495.242,4493.343,4493.343,260
1787158800,1787158800,1787158801,4493.131,4499.144,4493.131,4496.639,260
1787159100,1787159100,1787159101,4496.667,4497.278,4491.42,4492.912,260
1787159400,1787159400,1787159401,4492.858,4493.836,4488.875,4492.55,260
1787159700,1787159700,1787159701,4492.611,4492.751,4486.878,4489.1,260
1787160000,1787160000,1787160001,4489.434,4490.536,4487.844,4489.54,260
1787160300,1787160300,1787160301,4489.413,4489.632,4486.177,4488.026,260
1787160600,1787160600,1787160601,4487.916,4489.13,4484.344,4488.033,260
1787160900,1787160900,1787160901,4488.088,4490.059,4486.487,4488.223,260
1787161200,1787161200,1787161201,4488.441,4491.711,4486.933,4488.417,260
1787161500,1787161500,1787161501,4488.52,4489.623,4487.566,4488.346,260
1787161800,1787161800,1787161801,4488.402,4489.094,4485.694,4486.472,260
1787162100,1787162100,1787162101,4486.36,4487.049,4484.356,4486.941,260
1787162400,1787162400,1787162401,4487.125,4496.003,4485.446,4495.588,260
1787162700,1787162700,1787162701,4495.696,4496.636,4485.979,4489.075,260
1787163000,1787163000,1787163001,4488.741,4490.338,4485.932,4488.11,260
1787163300,1787163300,1787163301,4487.78,4488.021,4482.173,4484.716,260
1787163600,1787163600,1787163601,4484.673,4485.192,4480.883,4481.341,260
1787163900,1787163900,1787163901,4481.403,4482.022,4472.674,4475.53,260
1787164200,1787164200,1787164201,4475.607,4481.409,4471.914,4480.507,260
1787164500,1787164500,1787164501,4480.578,4484.666,4478.609,4483.884,260
1787164800,1787164800,1787164801,4484.01,4491.704,4483.539,4490.245,260
1787165100,1787165100,1787165101,4490.364,4492.167,4489.281,4491.643,260
1787165400,1787165400,1787165401,4491.583,4496.842,4490.674,4494.182,260
1787165700,1787165700,1787165701,4494.293,4495.919,4493.988,4495.222,260
1787166000,1787166000,1787166001,4495.278,4498.615,4494.204,4497.093,260
1787166300,1787166300,1787166301,4496.876,4505.918,4495.178,4504.862,260
1787166600,1787166600,1787166601,4504.918,4505.55,4501.994,4503.394,260
1787166900,1787166900,1787166901,4503.066,4506.177,4502.818,4504.22,260
1787167200,1787167200,1787167201,4504.147,4505.278,4502.415,4505.19,260
1787167500,1787167500,1787167501,4505.399,4507.776,4503.163,4507.207,260
1787167800,1787167800,1787167801,4507.109,4510.792,4505.682,4509.237,260
1787168100,1787168100,1787168101,4509.295,4510.09,4503.562,4505.946,260
1787168400,1787168400,1787168401,4506.008,4507.746,4502.276,4506.885,260
1787168700,1787168700,1787168701,4506.817,4511.343,4505.069,4510.781,260
1787169000,1787169000,1787169001,4510.902,4512.122,4508.089,4511.301,260
1787169300,1787169300,1787169301,4511.248,4512.25,4508.433,4510.963,260
1787169600,1787169600,1787169601,4511.051,4511.744,4508.79,4509.6,260
1787169900,1787169900,1787169901,4509.25,4510.672,4507.729,4510.376,260
1787170200,1787170200,1787170201,4510.415,4512.153,4505.279,4506.971,260
1787170500,1787170500,1787170501,4507.027,4511.294,4506.263,4510.074,260
1787170800,1787170800,1787170801,4510.133,4517.98,4509.813,4517.8,260
1787171100,1787171100,1787171101,4517.602,4522.117,4517.201,4518.284,260
1787171400,1787171400,1787171401,4518.223,4523.725,4517.76,4521.235,260
1787171700,1787171700,1787171701,4521.226,4521.422,4518.654,4519.468,260
1787172000,1787172000,1787172001,4519.461,4520.872,4518.784,4519.397,260
1787172300,1787172300,1787172301,4519.629,4521.993,4519.302,4521.055,260
1787172600,1787172600,1787172601,4520.933,4523.928,4520.639,4523.628,260
1787172900,1787172900,1787172901,4523.597,4524.372,4522.331,4523.176,260
1787176800,1787176800,1787176801,4522.95,4527.584,4519.371,4521.13,260
1787177100,1787177100,1787177101,4521.239,4523.389,4520.336,4520.989,260
1787177400,1787177400,1787177401,4520.858,4521.781,4518.768,4519.857,260
1787177700,1787177700,1787177701,4519.807,4520.832,4519.224,4520.249,260
1787178000,1787178000,1787178001,4520.18,4521.531,4519.057,4521.428,260
1787178300,1787178300,1787178301,4521.284,4521.519,4519.527,4520.815,260
1787178600,1787178600,1787178601,4520.813,4521.965,4517.929,4518.891,260
1787178900,1787178900,1787178901,4518.969,4519.944,4517.522,4517.986,260
1787179200,1787179200,1787179201,4517.939,4519.491,4517.743,4518.444,260
1787179500,1787179500,1787179501,4518.537,4521.177,4517.947,4519.57,260
1787179800,1787179800,1787179801,4519.679,4521.812,4518.677,4519.652,260
1787180100,1787180100,1787180101,4519.828,4520.082,4516.403,4518.921,260
1787180400,1787180400,1787180401,4519.005,4523.738,4517.44,4520.98,260
1787180700,1787180700,1787180701,4521.316,4523.63,4521.075,4521.699,260
1787181000,1787181000,1787181001,4521.882,4521.994,4519.305,4519.463,260
1787181300,1787181300,1787181301,4519.438,4520.306,4517.909,4519.914,260
1787181600,1787181600,1787181601,4519.87,4520.009,4515.122,4518.82,260
1787181900,1787181900,1787181901,4519.077,4519.23,4516.165,4517.745,260
1787182200,1787182200,1787182201,4517.573,4518.297,4514.1,4514.1,260
1787182500,1787182500,1787182501,4514.024,4516.341,4513.797,4514.035,260
1787182800,1787182800,1787182801,4514.037,4515.458,4513.465,4514.369,260
1787183100,1787183100,1787183101,4514.172,4517.433,4513.935,4514.985,260
1787183400,1787183400,1787183401,4514.896,4515.239,4511.901,4513.055,260
1787183700,1787183700,1787183701,4512.997,4513.382,4511.313,4511.841,260
1787184000,1787184000,1787184001,4511.898,4518.922,4510.148,4514.881,260
1787184300,1787184300,1787184301,4514.816,4518.193,4513.751,4515.138,260
1787184600,1787184600,1787184601,4515.194,4516.479,4512.495,4516.163,260
