B0,B1,N,pct_universe,WR,ExpR,n_long,n_short
ALIGNED,ALIGNED,169,6.831042845594179,0.5739644970414202,0.11754344461053928,122.0,47.0
ALIGNED,NEUTRAL_MIXED,152,6.143896523848019,0.5298013245033113,0.023879612718091515,71.0,81.0
AGAINST,AGAINST,164,6.628940986257073,0.4695121951219512,-0.08934838957663538,48.0,116.0
AGAINST,NEUTRAL_MIXED,159,6.426839126919967,0.3836477987421384,-0.26882489179254804,73.0,86.0
NEUTRAL_MIXED,ALIGNED,286,11.560226354082458,0.479020979020979,-0.07376085702860978,165.0,121.0
NEUTRAL_MIXED,AGAINST,292,11.802748585286984,0.46048109965635736,-0.10991294103421494,113.0,179.0
NEUTRAL_MIXED,NEUTRAL_MIXED,1234,49.87873888439774,0.5093268450932684,-0.016793641339792238,595.0,639.0
UNAVAILABLE,AGAINST,1,0.04042037186742118,,,,
UNAVAILABLE,UNAVAILABLE,17,0.6871463217461601,0.29411764705882354,-0.4457965989039738,2.0,15.0
