candidate,partition,bucket,N_flag,N_other,ExpR_flag,ExpR_other,dExpR,boot_lo,boot_hi
E3_px_ema200m15,month,2026-07,43,109,-0.11208731086119197,-0.10110552025610846,-0.010981790605083516,,
E3_px_ema200m15,month,2026-08,50,108,0.31861596524209496,0.03789379213675047,0.2807221731053445,,
E3_px_ema200m15,month,2026-09,16,34,0.08985228892488054,-0.007465792953769055,0.09731808187864958,,
E3_px_ema200m15,weekday,Friday,129,278,-0.10925418304732568,-0.17779326306397292,0.06853908001664724,,
E3_px_ema200m15,weekday,Monday,168,309,0.03511934814235912,0.02231917002561987,0.012800178116739249,,
E3_px_ema200m15,weekday,Sunday,17,32,0.13564078297459944,-0.09747653916556585,0.23311732214016528,,
E3_px_ema200m15,weekday,Thursday,164,317,-0.03996742458079126,0.028717697262606316,-0.06868512184339758,,
E3_px_ema200m15,weekday,Tuesday,186,329,0.03251823728119498,-0.11017030013439891,0.1426885374155939,,
E3_px_ema200m15,weekday,Wednesday,188,311,-0.07678638749792101,-0.037383543836197346,-0.03940284366172366,,
E3_px_ema200m15,atr_regime,Compression,338,454,-0.01203096285673948,-0.06997751557596438,0.0579465527192249,,
E3_px_ema200m15,atr_regime,Expansion,228,604,-0.033284370251387786,-0.05184927338335208,0.018564903131964294,,
E3_px_ema200m15,atr_regime,Normal,286,518,-0.032079196847142555,-0.041179923739694944,0.00910072689255239,,
E4_ema50_vs_ema200,ALL,ALL,798,1630,-0.09334594934336637,-0.018869839433966383,-0.07447610990939998,-0.15863679657704857,0.010264038639348168
E4_ema50_vs_ema200,direction,LONG,452,722,-0.15016338180569425,-0.07212554982471367,-0.07803783198098058,,
E4_ema50_vs_ema200,direction,SHORT,346,908,-0.019122020230730005,0.023476661559557334,-0.042598681790287335,,
E4_ema50_vs_ema200,sub_periodo,sub1,278,507,-0.17647403264115233,-0.046445191960538326,-0.130028840680614,,
E4_ema50_vs_ema200,sub_periodo,sub2,242,527,-0.04366978707122324,0.05630841656009806,-0.09997820363132129,,
E4_ema50_vs_ema200,sub_periodo,sub3,278,596,-0.05346114399471228,-0.06188701590695295,0.008425871912240666,,
E4_ema50_vs_ema200,month,2025-04,11,26,0.028878525860581716,-0.02346814264633773,0.05234666850691945,,
