candidate,partition,bucket,N_flag,N_other,ExpR_flag,ExpR_other,dExpR,boot_lo,boot_hi
E4_ema50_vs_ema200,month,2025-05,60,86,-0.43550324385655903,-0.1220913021738311,-0.3134119416827279,,
E4_ema50_vs_ema200,month,2025-06,44,86,-0.1745639211893333,0.011448311217905318,-0.18601223240723863,,
E4_ema50_vs_ema200,month,2025-07,51,101,-0.11104733094458857,-0.05717554103024449,-0.05387178991434408,,
E4_ema50_vs_ema200,month,2025-08,53,92,-0.12006981493323807,-0.012926402695805637,-0.10714341223743243,,
E4_ema50_vs_ema200,month,2025-09,53,109,-0.026361676394788515,-0.06615605303671857,0.03979437664193005,,
E4_ema50_vs_ema200,month,2025-10,54,105,0.1289881665430825,0.12146433431548125,0.007523832227601265,,
E4_ema50_vs_ema200,month,2025-11,39,85,-0.12245013282084631,0.10539122055938693,-0.22784135338023326,,
E4_ema50_vs_ema200,month,2025-12,47,103,-0.049589381782071056,0.059538912729093,-0.10912829451116406,,
E4_ema50_vs_ema200,month,2026-01,42,103,-0.023623306240776593,-0.06828504479372761,0.044661738552951025,,
E4_ema50_vs_ema200,month,2026-02,28,69,-0.021849488697668264,0.27631572747041333,-0.2981652161680816,,
E4_ema50_vs_ema200,month,2026-03,49,88,-0.24901207401154823,-0.09990752988243559,-0.14910454412911264,,
E4_ema50_vs_ema200,month,2026-04,47,93,-0.18895483034725427,0.06604927274242872,-0.255004103089683,,
E4_ema50_vs_ema200,month,2026-05,48,113,-0.20267269300950175,-0.27323244846035294,0.07055975545085119,,
E4_ema50_vs_ema200,month,2026-06,65,118,-0.05385557874722015,-0.08214304103905334,0.028287462291833196,,
E4_ema50_vs_ema200,month,2026-07,41,111,-0.11914722237473059,-0.09869567529354166,-0.02045154708118893,,
E4_ema50_vs_ema200,month,2026-08,50,108,0.2784845104055723,0.05647316937588135,0.22201134102969097,,
E4_ema50_vs_ema200,month,2026-09,16,34,-0.03471252931877403,0.05115294504324489,-0.08586547436201891,,
E4_ema50_vs_ema200,weekday,Friday,130,277,-0.1470109911726209,-0.16032089491858756,0.013309903745966661,,
E4_ema50_vs_ema200,weekday,Monday,162,315,0.08603377010014489,-0.003621576921874936,0.08965534702201983,,
E4_ema50_vs_ema200,weekday,Sunday,18,31,-0.04079320483309291,-0.002550911475298193,-0.038242293357794714,,
E4_ema50_vs_ema200,weekday,Thursday,158,323,-0.11502376237469891,0.06415667757337112,-0.17918043994807004,,
E4_ema50_vs_ema200,weekday,Tuesday,169,346,-0.07275329306135503,-0.05174083838886121,-0.021012454672493817,,
E4_ema50_vs_ema200,weekday,Wednesday,161,338,-0.2367252845355405,0.03565280422353699,-0.2723780887590775,,
E4_ema50_vs_ema200,atr_regime,Compression,304,488,-0.0942849392801579,-0.014700073721101997,-0.0795848655590559,,
E4_ema50_vs_ema200,atr_regime,Expansion,228,604,-0.10360714472440632,-0.02530359030413316,-0.07830355442027316,,
E4_ema50_vs_ema200,atr_regime,Normal,266,538,-0.08347750766042757,-0.015429059029314143,-0.06804844863111342,,
E5_px_all3,ALL,ALL,252,2176,-0.0452205321442764,-0.04313066716590714,-0.0020898649783692574,-0.13964793002126072,0.12808547992921157
E5_px_all3,direction,LONG,144,1030,-0.19837641756871496,-0.08872067128128358,-0.10965574628743138,,
E5_px_all3,direction,SHORT,108,1146,0.15898731508830843,-0.002155358056973674,0.1611426731452821,,
E5_px_all3,sub_periodo,sub1,85,700,-0.13339208866642868,-0.08752737980226691,-0.045864708864161774,,
E5_px_all3,sub_periodo,sub2,83,686,0.021586363976143462,0.02524020239929409,-0.0036538384231506287,,
E5_px_all3,sub_periodo,sub3,84,790,-0.02201089016346571,-0.06316195536372511,0.0411510652002594,,
E5_px_all3,month,2025-04,3,34,-0.39289745774056845,0.02606424849656833,-0.4189617062371368,,
E5_px_all3,month,2025-05,16,130,-0.5353340443039623,-0.21588232238061245,-0.3194517219233498,,
E5_px_all3,month,2025-06,18,112,-0.14993906445437197,-0.03569066613760812,-0.11424839831676384,,
E5_px_all3,month,2025-07,14,138,0.2263336165299187,-0.10584647937425777,0.33218009590417646,,
E5_px_all3,month,2025-08,16,129,-0.31833792560136853,-0.019066065347704216,-0.2992718602536643,,
E5_px_all3,month,2025-09,17,145,0.12105413381101941,-0.07355930279112721,0.19461343660214664,,
E5_px_all3,month,2025-10,12,147,0.4752459743748246,0.09534805716975572,0.3798979172050688,,
E5_px_all3,month,2025-11,16,108,0.17388190595000005,0.012968408077174861,0.1609134978728252,,
E5_px_all3,month,2025-12,16,134,0.33781481733786095,-0.011964403060198036,0.349779220398059,,
E5_px_all3,month,2026-01,20,125,-0.330530953313246,-0.011319355276813124,-0.3192115980364329,,
E5_px_all3,month,2026-02,8,89,-0.2799663390601664,0.23251382274612517,-0.5124801618062915,,
E5_px_all3,month,2026-03,14,123,-0.30920143773972886,-0.1354848303078373,-0.17371660743189155,,
E5_px_all3,month,2026-04,10,130,0.14062018151766922,-0.0318807421265521,0.17250092364422132,,
E5_px_all3,month,2026-05,13,148,0.02481836172318992,-0.27652834218160427,0.3013467039047942,,
E5_px_all3,month,2026-06,23,160,-0.08380608622365435,-0.07041219673770971,-0.013393889485944638,,
E5_px_all3,month,2026-07,16,136,-0.04777538919854546,-0.11085183711595847,0.06307644791741301,,
E5_px_all3,month,2026-08,12,146,0.12422309278652373,0.1269359636947638,-0.0027128709082400587,,
E5_px_all3,month,2026-09,8,42,-0.04053984167187913,0.03590758085107083,-0.07644742252294996,,
E5_px_all3,weekday,Friday,40,367,-0.25735919276260877,-0.14502983388115837,-0.1123293588814504,,
E5_px_all3,weekday,Monday,51,426,0.1318635886759024,0.014252654937469118,0.11761093373843327,,
E5_px_all3,weekday,Sunday,8,41,0.21247710869347936,-0.06129689786043297,0.2737740065539123,,
E5_px_all3,weekday,Thursday,48,433,-0.16808049665686656,0.024518975151330342,-0.1925994718081969,,
E5_px_all3,weekday,Tuesday,47,468,0.13789342323879644,-0.07837313568832995,0.21626655892712637,,
E5_px_all3,weekday,Wednesday,58,441,-0.1368826436994137,-0.041095078567121385,-0.09578756513229231,,
E5_px_all3,atr_regime,Compression,111,681,-0.08567606435920122,-0.038658170885748085,-0.047017893473453136,,
E5_px_all3,atr_regime,Expansion,66,766,0.02589949004508964,-0.05302240715905612,0.07892189720414576,,
E5_px_all3,atr_regime,Normal,75,729,-0.047931963992829715,-0.03691488819750687,-0.011017075795322843,,
HCH,tolerance_sensitivity,1.00,161,2313,0.025069896833266703,-0.0512115995657362,0.0762814963990029,-0.08610851792324338,0.23579113584285658
HCH,tolerance_sensitivity,1.25,161,2313,0.025069896833266703,-0.0512115995657362,0.0762814963990029,-0.08610851792324338,0.23579113584285658
HCH,tolerance_sensitivity,1.50,161,2313,0.025069896833266703,-0.0512115995657362,0.0762814963990029,-0.08610851792324338,0.23579113584285658
