trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,time_to_fill_bars,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,atr_short,atr_long_primary,atr_long_alt,atr_ratio_short_long,atr_ratio_short_long_alt,atr_pct_rank_causal,hour_utc_cont,hour_sin,hour_cos,weekday_num,adx_m5,dist_ema_m5_price,dist_ema_m5_atr,dist_ema_m5_signed_atr,rsi_level_m5,momentum_roc_atr_10,atr_regime_bucket,close_at_signal,daily_open_TV22,D_state_TV22,daily_open_UTC00,D_state_UTC00,daily_open_NY18,D_state_NY18,hch_level_src,hch_pivot_1,hch_pivot_2,hch_pivot_3,hch_active_level,hch_form_bar,HCH_state,combo_state,pine_label,ema50_m5,ema200_m5,ema200_m15_prev,ema200_m15_smooth,E1_px_ema50,E2_px_ema200,E3_px_ema200m15,E4_ema50_vs_ema200,E5_px_all3,roc_atr_3,momentum_status,alignment,alignment_status,origin_dist_atr,structure_status,entry_limit_price,month,D_boundary_primary
L00012,XAU,SHORT,293,2025-04-15T20:15:03+00:00,20,Nueva York,Tuesday,sub1,FILLED_CLOSED,True,296.0,3.0,307.0,loss,-4.643796012316216,-1.035568570754846,291,2.013823030613085,2.3574555667830657,2.377637238383098,0.8542358375649495,0.8469849807629092,,20.25,-0.8314696123025455,0.5555702330196018,1,25.702179560760325,1.5510509476835068,0.7702022094817872,0.7702022094817872,48.40840739157394,-0.470249860888627,Compression,3227.768,3211.99,AGAINST,3212.601,AGAINST,3211.99,AGAINST,3233.674,3233.674,3233.432,3231.861,3221.845,187.0,NO_HCH,NEITHER,(normal),3226.776780881105,3222.7827871211402,3217.0962537283967,3217.2024402584625,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,2.418782547400491,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.16252817954447,AVAILABLE,3229.3190509476835,2025-04,TV22
L00013,XAU,SHORT,324,2025-04-15T23:50:03+00:00,23,Post-NY / transicion,Tuesday,sub1,FILLED_CLOSED,True,325.0,1.0,325.0,loss,-7.303280223200545,-1.0223986732986043,321,2.462840400137707,2.343378368964552,2.366393938211457,1.0509785499240316,1.0407567228637955,0.6423611111111112,23.83333333333333,-0.0436193873653361,0.9990482215818578,1,47.914139059388674,0.481667416799155,0.1955739465587064,0.1955739465587064,59.91802304628625,-0.4230887230620604,Normal,3241.196,3230.815,AGAINST,3212.601,AGAINST,3230.815,AGAINST,3248.691,3248.691,3243.695,3242.512,3233.315,303.0,NO_HCH,NEITHER,(normal),3234.8655243087946,3226.50612387554,3218.9284758106505,3219.15004321552,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.40650608127358,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.847660198691151,AVAILABLE,3241.677667416799,2025-04,TV22
L00014,XAU,LONG,325,2025-04-15T23:55:03+00:00,23,Post-NY / transicion,Tuesday,sub1,EXPIRED,False,,,,,,,302,3.046208942985021,2.395169754158524,2.395087014814889,1.2718133809497862,1.271857316307339,0.8784722222222222,23.916666666666668,-0.0218148850345609,0.9997620270799092,1,49.06490161643463,8.548127570400993,2.806152739484957,2.806152739484957,77.10956093553935,4.2639885323401145,Expansion,3251.78,3230.815,ALIGNED,3212.601,ALIGNED,3230.815,ALIGNED,3229.896,3229.896,3211.599,3211.627,3229.896,303.0,HCH,D+HCH,D✓ HCH✓,3235.528837080999,3226.7576052300124,3218.9284758106505,3219.2553566483557,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,2.5835391292261214,AVAILABLE,UNAVAILABLE,UNAVAILABLE,4.37785873497273,AVAILABLE,3243.231872429599,2025-04,TV22
L00015,XAU,SHORT,343,2025-04-16T01:25:03+00:00,1,Asia,Wednesday,sub1,EXPIRED,False,,,,,,,339,4.491259012352468,2.673247076116543,2.5533294407382874,1.680076283437658,1.7589814070580074,1.0,1.4166666666666667,0.3624380382837016,0.9320078692827986,2,61.44276320606981,0.9290139642971552,0.2068493404058985,0.2068493404058985,59.31868237777703,-0.1093234655693583,Expansion,3265.003,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3275.104,3275.104,3273.598,3268.064,3233.315,303.0,NO_HCH,NEITHER,(normal),3250.739325962498,3232.9796144562247,3221.3947283276125,3221.8286414785816,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.0090711730352622,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.042185946184904,AVAILABLE,3265.9320139642973,2025-04,TV22
L00016,XAU,SHORT,358,2025-04-16T02:40:03+00:00,2,Asia,Wednesday,sub1,FILLED_CLOSED,True,359.0,1.0,367.0,loss,-5.267386613739291,-1.0312262217353687,351,3.831980627402405,2.768330816971136,2.6138287908651985,1.3842206299588942,1.466041173314182,0.9166666666666666,2.6666666666666665,0.6427876096865393,0.766044443118978,2,37.1672776978528,1.0681303462606593,0.2787410611166674,0.2787410611166674,55.75354522364177,-0.2116399008388122,Expansion,3269.379,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3275.424,3275.424,3275.104,3273.598,3233.315,303.0,NO_HCH,NEITHER,(normal),3259.3422530972603,3238.058382449389,3223.7097773213422,3224.164197447498,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.6244812363840624,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.298772133175709,AVAILABLE,3270.4471303462606,2025-04,TV22
L00017,XAU,SHORT,378,2025-04-16T04:20:03+00:00,4,Asia,Wednesday,sub1,EXPIRED,False,,,,,,,374,3.0260334601065395,2.78590211271516,2.6345744060979848,1.0861951847824782,1.1485853096813223,0.6944444444444444,4.333333333333333,0.9063077870366498,0.4226182617406996,2,22.8501513079191,1.868203069010633,0.6173768709566279,0.6173768709566279,53.26649217260383,0.2306649973312887,Normal,3275.467,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3283.763,3283.763,3281.75,3281.384,3233.315,303.0,NO_HCH,NEITHER,(normal),3268.382760502186,3244.7789980246903,3227.155831272449,3227.636539418992,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.6605897014182958,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.1241658480415087,AVAILABLE,3277.3352030690107,2025-04,TV22
L00018,XAU,SHORT,398,2025-04-16T06:00:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,399.0,1.0,402.0,loss,-4.462484833350572,-1.0370672930946745,392,3.2834077567023834,2.882375423478486,2.70051970796232,1.139132581397022,1.21584291609554,0.6944444444444444,6.0,1.0,6.123233995736766e-17,2,29.19485496323578,0.5786865666491394,0.1762457207661378,0.1762457207661378,58.03500160074231,0.0673081189958447,Expansion,3287.035,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3291.785,3291.785,3290.707,3289.066,3233.315,303.0,NO_HCH,NEITHER,(normal),3277.9783361354453,3252.0647692369635,3231.022613536586,3231.5799507153265,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.2771510782182738,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.2704219952078768,AVAILABLE,3287.613686566649,2025-04,TV22
L00019,XAU,SHORT,406,2025-04-16T06:40:03+00:00,6,Asia,Wednesday,sub1,FILLED_CLOSED,True,407.0,1.0,410.0,loss,-5.846142631292423,-1.0279578006580623,405,3.306321252657296,2.896099163358936,2.713020281778563,1.141646423744199,1.2186865224943269,0.7118055555555556,6.666666666666667,0.984807753012208,-0.1736481776669303,2,31.57427601154433,0.6486590487070316,0.1961875447480196,0.1961875447480196,55.668076425782765,0.3218078095541116,Expansion,3288.838,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3295.042,3295.042,3293.792,3292.701,3233.315,303.0,NO_HCH,NEITHER,(normal),3281.298707615894,3254.9873250261494,3232.189652995282,3232.7533181396075,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.4334122096720905,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.6802181417876003,AVAILABLE,3289.486659048707,2025-04,TV22
L00020,XAU,SHORT,427,2025-04-16T08:25:03+00:00,8,Londres,Wednesday,sub1,EXPIRED,False,,,,,,,425,5.198331639449881,3.1582126738998006,2.8738280876419227,1.6459726358551137,1.8088526804382703,1.0,8.416666666666666,0.8064446042674828,-0.5913096483635821,2,47.00664291024508,3.6367430107502514,0.6995981139701032,0.6995981139701032,52.00135171626336,-0.8408466991272339,Expansion,3299.827,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3317.821,3317.821,3309.729,3307.418,3233.315,303.0,NO_HCH,NEITHER,(normal),3292.004208933392,3263.336609925299,3236.587454802987,3237.2167040089275,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.895608184214008,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.7618970825741327,AVAILABLE,3303.4637430107505,2025-04,TV22
L00021,XAU,LONG,466,2025-04-16T11:40:03+00:00,11,Londres,Wednesday,sub1,EXPIRED,False,,,,,,,463,4.023110624222276,3.389320359860407,3.048667819466286,1.1869962697736758,1.319629051920317,0.8472222222222222,11.666666666666666,0.0871557427476582,-0.9961946980917455,2,17.121384333053733,2.7443442931212303,0.6821448748135657,0.6821448748135657,53.333034516968965,-0.3795570499121521,Expansion,3302.909,3230.815,ALIGNED,3251.804,ALIGNED,3230.815,ALIGNED,3293.164,3293.164,3229.896,3211.599,,303.0,NO_HCH,D_ONLY,D✓,3299.8043483366405,3275.9198364970516,3244.5306335968344,3245.1115128645274,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,1.945260951285151,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.7401101686663132,AVAILABLE,3300.164655706879,2025-04,TV22
L00022,XAU,SHORT,477,2025-04-16T12:35:03+00:00,12,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,478.0,1.0,493.0,loss,-8.681225430254017,-1.0186570985830992,469,3.9850039616217487,3.437033482630053,3.0885985528810163,1.1594312309615278,1.290230469707555,0.8125,12.583333333333334,-0.1521233861899168,-0.9883615104677608,2,20.55901232046952,1.7253234897457332,0.4329540212159765,0.4329540212159765,48.71726905120762,1.7874511715921233,Expansion,3303.608,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3313.723,3313.723,3311.182,3311.165,3300.215,463.0,NO_HCH,NEITHER,(normal),3302.3222054038783,3279.1599228995574,3246.9428808151874,3247.5067128468772,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.4077787665080978,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.10531196230976,AVAILABLE,3305.333323489746,2025-04,TV22
L00023,XAU,SHORT,500,2025-04-16T14:30:03+00:00,14,Londres/NY (overlap),Wednesday,sub1,FILLED_CLOSED,True,501.0,1.0,514.0,loss,-9.864892912444702,-1.0164341620621284,494,5.180912029708956,3.711899066800638,3.2727953264185974,1.3957577877176734,1.5830235358403546,0.9340277777777778,14.5,-0.6087614290087207,-0.7933533402912352,2,17.267906203654,0.0883918875551899,0.0170610670569821,0.0170610670569821,52.57542825726798,-2.147112310769095,Expansion,3309.959,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3319.62,3319.62,3316.499,3313.723,3300.215,463.0,NO_HCH,NEITHER,(normal),3306.0617579599075,3285.132044039661,3251.6401876665022,3252.220474356388,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.2194594298224444,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.847668529701444,AVAILABLE,3310.047391887555,2025-04,TV22
L00024,XAU,SHORT,526,2025-04-16T16:40:03+00:00,16,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,527.0,1.0,546.0,loss,-7.2847549561297456,-1.0224569126917404,523,4.133207179648472,3.76151886258245,3.339643789984226,1.0988133598805991,1.2376191712553852,0.6805555555555556,16.666666666666668,-0.9396926207859084,-0.3420201433256685,2,37.69546163612633,3.3705629238702386,0.8154836613239659,0.8154836613239659,52.50822862441087,1.319556403282944,Normal,3322.585,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3332.947,3332.947,3332.107,3328.95,3300.215,463.0,NO_HCH,NEITHER,(normal),3316.0762021208834,3293.089925476219,3256.7856195644595,3257.4403397677984,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,2.283456790279456,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.691528339192632,AVAILABLE,3325.9555629238703,2025-04,TV22
L00025,XAU,SHORT,562,2025-04-16T19:40:03+00:00,19,Nueva York,Wednesday,sub1,FILLED_CLOSED,True,563.0,1.0,568.0,win,3.8554208508594456,0.9602731894538794,555,2.7891541534409234,3.5842311054876235,3.2867775905289456,0.77817363650759,0.8485983844717833,0.1805555555555555,19.666666666666668,-0.9063077870366498,0.4226182617406996,2,32.2050468569274,0.51877902914066,0.185998693726072,0.185998693726072,56.34023308151938,0.6887392715924011,Compression,3338.097,3230.815,AGAINST,3251.804,AGAINST,3230.815,AGAINST,3342.497,3342.497,3340.726,3340.51,3300.215,463.0,NO_HCH,NEITHER,(normal),3330.979813924595,3305.5097043330243,3265.371522124226,3266.0951587200047,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.5331365418312012,AVAILABLE,UNAVAILABLE,UNAVAILABLE,1.3915405020087512,AVAILABLE,3338.615779029141,2025-04,TV22
L00026,XAU,SHORT,591,2025-04-16T23:05:03+00:00,23,Post-NY / transicion,Wednesday,sub1,FILLED_CLOSED,True,592.0,1.0,603.0,win,6.9562065120971965,0.9776534947047104,582,2.606621182202609,3.4339445962601465,3.228830740069329,0.7590749090831105,0.8072957030093935,0.09375,23.08333333333333,-0.2376858923261743,0.9713420698132612,2,47.62770331211012,0.2141035679032938,0.0821383518883151,0.0821383518883151,61.52306821947846,1.441329497992254,Compression,3350.557,3343.801,AGAINST,3251.804,AGAINST,3343.801,AGAINST,3357.752,3357.752,3356.041,3353.292,3300.215,463.0,NO_HCH,NEITHER,(normal),3342.149977695698,3315.6511885401846,3272.876033609441,3273.6489785486506,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.6122868988010659,AVAILABLE,UNAVAILABLE,UNAVAILABLE,2.6781399920175493,AVAILABLE,3350.771103567903,2025-04,TV22
L00027,XAU,LONG,614,2025-04-17T01:00:03+00:00,1,Asia,Thursday,sub1,FILLED_CLOSED,True,615.0,1.0,616.0,win,4.310050528402371,0.9642062211638924,613,3.5664915054997763,3.4258208440274616,3.238605089526272,1.0410618849837283,1.1012430990842006,0.4097222222222222,1.0,0.2588190451025207,0.9659258262890684,3,23.028696019595404,0.441630551597882,0.1238277312358257,0.1238277312358257,49.42210278965023,0.399552332538092,Normal,3346.805,3343.801,ALIGNED,3350.168,AGAINST,3343.801,ALIGNED,3342.027,3342.027,3342.051,3343.035,,303.0,NO_HCH,D_ONLY,D✓,3345.3357477230475,3322.2665873559854,3278.658775499353,3279.3368473849314,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,0.0543951947455359,AVAILABLE,ALIGNED_CONFIRMED,AVAILABLE,1.2158642300745506,AVAILABLE,3346.363369448402,2025-04,TV22
