trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,time_to_fill_bars,exit_bar,outcome,pnl_usd,pnl_r,origin_bar,atr_m5,risk_price,risk_atr,risk_ticks,risk_usd,reward_price,reward_atr,reward_ticks,reward_usd,rr_nominal,rr_geometric,spread_price,spread_usd,spread_over_risk,spread_over_reward,breakeven_pct,rr_effective_net,cost_frac_of_target,swap_1night_estimate_usd,origin_retracement_frac,origin_dist_to_target_atr,distance_to_limit_atr,distance_to_limit_price,momentum_roc_atr_10
L02071,XAU,SHORT,66063,2026-03-20T12:30:03+00:00,12,Londres/NY (overlap),Friday,sub2,FILLED_CLOSED,True,66064.0,1.0,66071.0,win,19.410974770426037,0.9857802875040408,66059,10.403491763678224,19.690974770426692,1.892727482053085,19690.974770426692,19.690974770426692,19.690974770426692,1.892727482053085,19690.974770426692,19.690974770426692,1.0,1.0,0.28,0.28,0.014219712495926,0.014219712495926,50.7109856247963,0.9719593056204118,0.014219712495926,0.0,0.4976039056201943,3.7674008680135254,0.2926758571774981,3.0448508695735654,-0.33805957460155345
L02072,XAU,LONG,66105,2026-03-20T16:00:03+00:00,16,Nueva York,Friday,sub2,EXPIRED,False,,,,,,,66098,16.61821911255191,24.062709044794246,1.447971583586802,24062.709044794246,24.062709044794246,24.062709044794246,1.447971583586802,24062.709044794246,24.062709044794246,1.0,1.0,0.28,0.28,0.011636262545449992,0.011636262545449992,50.581813127272504,0.9769951652065709,0.011636262545449992,-0.5493,0.4981059395003151,2.8850143836035915,0.5897688439914083,9.800907875205667,-0.12028966440157482
L02073,XAU,LONG,66148,2026-03-20T19:35:03+00:00,19,Nueva York,Friday,sub2,FILLED_CLOSED,True,66149.0,1.0,66165.0,loss,-33.611211749771165,-1.0437417937074756,66140,15.54122640856547,32.20261174977077,2.072076611149713,32202.611749770767,32.20261174977077,32.20261174977077,2.072076611149713,32202.611749770767,32.20261174977077,1.0,1.0,0.26,0.26,0.008073879287193244,0.008073879287193244,50.40369396435966,0.9839815722774163,0.008073879287193244,-0.5493,0.49860584368467137,4.13263015743362,0.004019683426928903,0.06247081022866041,-0.11189593113720075
L02074,XAU,LONG,66166,2026-03-22T22:05:03+00:00,22,Post-NY / transicion,Sunday,sub2,FILLED_CLOSED,True,66167.0,1.0,66189.0,loss,-51.709791001540324,-1.0162989779319458,66165,15.501854843649735,50.88049100153967,3.282219548222814,50880.49100153967,50.88049100153967,50.88049100153967,3.282219548222814,50880.49100153967,50.88049100153967,1.0,1.0,0.36,0.36,0.007075403419143621,0.007075403419143621,50.353770170957176,0.9859486123975986,0.007075403419143621,-0.5493,0.49912403525956983,6.552958774781225,0.6902706409255243,10.700475278460544,0.04244653343982919
L02075,XAU,LONG,66202,2026-03-23T01:05:03+00:00,1,Asia,Monday,sub2,FILLED_CLOSED,True,66212.0,10.0,66259.0,loss,-70.84123942533915,-1.0036836984178388,66199,28.811095361621472,70.58123942533894,2.4497936832821154,70581.23942533894,70.58123942533894,70.58123942533894,2.4497936832821154,70581.23942533894,70.58123942533894,1.0,1.0,0.28,0.28,0.003967059834592235,0.003967059834592235,50.198352991729614,0.9920972310879486,0.003967059834592235,-0.5493,0.49938726616430124,4.893590429695578,0.40694526700571426,11.724538894662146,-0.8107987463439844
L02076,XAU,LONG,66280,2026-03-23T07:35:03+00:00,7,Asia/Londres (overlap),Monday,sub2,FILLED_CLOSED,True,66281.0,1.0,66287.0,win,76.34202493428984,0.9966058338506946,66277,32.44270238844279,76.60202493429006,2.3611480947893644,76602.02493429005,76.60202493429006,76.60202493429006,2.3611480947893644,76602.02493429005,76.60202493429006,1.0,1.0,0.26,0.26,0.0033941661493025865,0.0033941661493025865,50.169708307465136,0.9932346304895745,0.0033941661493025865,-0.5493,0.49946440670269127,4.717243141961508,0.16798568505351824,5.449909585709975,-0.8051425459953452
L02077,XAU,SHORT,66333,2026-03-23T12:00:03+00:00,12,Londres/NY (overlap),Monday,sub2,FILLED_CLOSED,True,66336.0,3.0,66341.0,loss,-57.233619696298774,-1.00654219844574,66328,36.42629784965269,56.861619696299385,1.561004632724199,56861.619696299385,56.861619696299385,56.861619696299385,1.561004632724199,56861.619696299385,56.861619696299385,1.0,1.0,0.35000000000000003,0.35000000000000003,0.006155294236593447,0.006155294236593447,50.30776471182967,0.9877647232552432,0.006155294236593447,0.0,0.49921932648157213,3.117142324516557,0.5005083145959763,18.231664943700707,2.7351942382733734
L02078,XAU,SHORT,66348,2026-03-23T13:15:03+00:00,13,Londres/NY (overlap),Monday,sub2,FILLED_CLOSED,True,66349.0,1.0,66360.0,loss,-60.65559373753058,-1.0061040751037704,66344,31.34261276614409,60.2875937375311,1.923502491236245,60287.5937375311,60.2875937375311,60.2875937375311,1.923502491236245,60287.5937375311,60.2875937375311,1.0,1.0,0.372,0.37200000000000005,0.006170423746211275,0.006170423746211275,50.30852118731056,0.9877348337804697,0.006170423746211275,0.0,0.49925366448548025,3.84127122819548,0.29583101994882804,9.272117102469565,-1.0538687456101181
L02079,XAU,SHORT,66367,2026-03-23T14:50:03+00:00,14,Londres/NY (overlap),Monday,sub2,FILLED_CLOSED,True,66368.0,1.0,66372.0,win,40.63492083659003,0.9911217175337277,66362,25.490624078092456,40.998920836589605,1.6083921959300136,40998.920836589605,40.998920836589605,40.998920836589605,1.6083921959300136,40998.920836589605,40.998920836589605,1.0,1.0,0.364,0.364,0.008878282466282555,0.008878282466282555,50.44391412331413,0.9823996955419065,0.008878282466282555,0.0,0.4988968444326356,3.2097027888578005,0.30127130743774405,7.6795936434109535,0.004276082047518672
L02080,XAU,LONG,66444,2026-03-23T22:15:03+00:00,22,Post-NY / transicion,Monday,sub2,FILLED_CLOSED,True,66445.0,1.0,66456.0,win,39.33064454737723,0.9908299972414382,66442,14.561920367325085,39.69464454737681,2.725921001219458,39694.64454737681,39.69464454737681,39.69464454737681,2.725921001219458,39694.64454737681,39.69464454737681,1.0,1.0,0.364,0.364,0.009170002758572495,0.009170002758572495,50.45850013792862,0.9818266442056222,0.009170002758572495,-0.5493,0.4988988889008268,5.439862217108454,0.15676532181470496,2.2828041326238235,-0.2617099876848006
L02081,XAU,SHORT,66460,2026-03-23T23:35:03+00:00,23,Post-NY / transicion,Monday,sub2,FILLED_CLOSED,True,66461.0,1.0,66468.0,win,17.597182788715145,0.9797340740706517,66458,12.018436778344226,17.961182788714723,1.4944691327143818,17961.182788714723,17.961182788714723,17.961182788714723,1.4944691327143818,17961.182788714723,17.961182788714723,1.0,1.0,0.364,0.364,0.02026592592937179,0.02026592592937179,51.01329629646859,0.9602732475635479,0.02026592592937179,0.0,0.49751106820256946,2.97413343487703,0.16672285824194372,2.003748131285647,-1.220624634514336
L02082,XAU,LONG,66493,2026-03-24T02:20:03+00:00,2,Asia,Tuesday,sub2,EXPIRED,False,,,,,,,66491,19.970988885697317,26.02678595287489,1.3032297049403783,26026.78595287489,26.02678595287489,26.02678595287489,1.3032297049403783,26026.78595287489,26.02678595287489,1.0,1.0,0.364,0.364,0.013985591638517047,0.013985591638517047,50.69927958192585,0.9724146146575564,0.013985591638517047,-0.5493,0.49834024214037603,2.5978358529309267,0.2415220916065724,4.8234350071252265,-1.2040465365848991
L02083,XAU,LONG,66603,2026-03-24T11:30:03+00:00,11,Londres,Tuesday,sub2,FILLED_CLOSED,True,66606.0,3.0,66607.0,loss,-12.676941172739134,-1.0295623925180006,66602,14.277282105361,12.312941172739556,0.8624149247647177,12312.941172739556,12.312941172739556,12.312941172739556,0.8624149247647177,12312.941172739556,12.312941172739556,1.0,1.0,0.364,0.364,0.02956239251803492,0.02956239251803492,51.478119625901755,0.942572897508944,0.02956239251803492,-0.5493,0.4963944838468237,1.7124810930434808,0.548379267810391,7.829365507260263,0.02934732233402729
L02084,XAU,SHORT,66607,2026-03-24T11:50:03+00:00,11,Londres,Tuesday,sub2,EXPIRED,False,,,,,,,66604,14.536246699583941,13.697232410708239,0.9422812293836678,13697.232410708239,13.697232410708239,13.697232410708239,0.9422812293836678,13697.232410708239,13.697232410708239,1.0,1.0,0.364,0.364,0.02657471152460198,0.02657471152460198,51.3287355762301,0.9482264442592103,0.02657471152460198,0.0,0.4967434552238499,1.872367561166635,1.216066017220097,17.677035629291822,0.5725687085538073
L02085,XAU,LONG,66611,2026-03-24T12:10:03+00:00,12,Londres/NY (overlap),Tuesday,sub2,FILLED_CLOSED,True,66613.0,2.0,66615.0,loss,-25.5626051582567,-1.0144452440011467,66607,13.894544226020873,25.198605158257124,1.8135611178282969,25198.605158257124,25.198605158257124,25.198605158257124,1.8135611178282969,25198.605158257124,25.198605158257124,1.0,1.0,0.364,0.364,0.014445244001163446,0.014445244001163446,50.722262200058175,0.9715208995525698,0.014445244001163446,-0.5493,0.4982515755721616,3.6144829351409826,0.34042226105442325,4.730012161742707,0.32818636767226916
L02086,XAU,LONG,66632,2026-03-24T13:55:03+00:00,13,Londres/NY (overlap),Tuesday,sub2,EXPIRED,False,,,,,,,66629,16.50821236239182,18.434081135043925,1.1166612550393114,18434.081135043925,18.434081135043925,18.434081135043925,1.1166612550393114,18434.081135043925,18.434081135043925,1.0,1.0,0.364,0.364,0.019746034387796062,0.019746034387796062,50.98730171938981,0.9612726429484952,0.019746034387796062,-0.5493,0.49762833325815997,2.222779127416722,0.7351475131616301,12.135971264956424,0.7899098772019093
L02087,XAU,SHORT,66646,2026-03-24T15:05:03+00:00,15,Londres/NY (overlap),Tuesday,sub2,FILLED_CLOSED,True,66647.0,1.0,66676.0,win,27.91201286598698,0.9871268979214026,66643,16.896314906529543,28.27601286598656,1.67350176783574,28276.01286598656,28.27601286598656,28.27601286598656,1.67350176783574,28276.01286598656,28.27601286598656,1.0,1.0,0.364,0.364,0.01287310207861231,0.01287310207861231,50.64365510393062,0.9745810170055967,0.01287310207861231,0.0,0.4984270387471895,3.3365071427609037,0.1678672248773908,2.8363374940136055,-0.26011589061358514
L02088,XAU,SHORT,66723,2026-03-24T22:30:03+00:00,22,Post-NY / transicion,Tuesday,sub2,FILLED_CLOSED,True,66724.0,1.0,66732.0,loss,-18.303920946120343,-1.020289944481516,66718,12.723090274975249,17.939920946120765,1.4100285825532795,17939.920946120765,17.939920946120765,17.939920946120765,1.4100285825532795,17939.920946120765,17.939920946120765,1.0,1.0,0.364,0.364,0.020289944481539618,0.020289944481539618,51.01449722407698,0.9602271009505048,0.020289944481539618,0.0,0.49748710118858547,2.8059550031221026,0.39302575284839325,5.000502133880218,-0.2686454254531582
L02089,XAU,SHORT,66766,2026-03-25T02:05:03+00:00,2,Asia,Wednesday,sub2,FILLED_CLOSED,True,66767.0,1.0,66774.0,loss,-18.051832400999047,-1.0205791185571733,66763,10.227024608413002,17.68783240099947,1.729518904887451,17687.83240099947,17.68783240099947,17.68783240099947,1.729518904887451,17687.83240099947,17.68783240099947,1.0,1.0,0.364,0.364,0.020579118557197084,0.020579118557197084,51.028955927859855,0.9596716840801328,0.020579118557197084,0.0,0.4973850676157101,3.4410416274005438,0.19655912408258575,2.010214999000709,-0.6140593418377592
L02090,XAU,SHORT,66775,2026-03-25T02:50:03+00:00,2,Asia,Wednesday,sub2,EXPIRED,False,,,,,,,66774,9.354392080376831,14.969636194579834,1.6002788920920235,14969.636194579834,14.969636194579834,14.969636194579834,1.6002788920920235,14969.636194579834,14.969636194579834,1.0,1.0,0.364,0.364,0.024315888193181083,0.024315888193181083,51.215794409659054,0.9525226768939948,0.024315888193181083,0.0,0.49690639180330365,3.180877009803624,0.11625186073842361,1.08746548542058,0.28938278155765373
L02091,XAU,SHORT,66888,2026-03-25T12:15:03+00:00,12,Londres/NY (overlap),Wednesday,sub2,EXPIRED,False,,,,,,,66880,7.610163236304483,11.31581481845842,1.4869345725037841,11315.81481845842,11.31581481845842,11.31581481845842,1.4869345725037841,11315.81481845842,11.31581481845842,1.0,1.0,0.28,0.28,0.024744130625331765,0.024744130625331765,51.23720653126659,0.9517067141233938,0.024744130625331765,0.0,0.49591440402348264,2.9497660404743096,1.5179193116954852,11.551613741541587,2.2159840040684458
L02092,XAU,LONG,66897,2026-03-25T13:00:03+00:00,13,Londres/NY (overlap),Wednesday,sub2,FILLED_CLOSED,True,66900.0,3.0,66970.0,loss,-34.482229106663,-1.0081866009121059,66891,11.740526721593595,34.202229106662344,2.9131767183627617,34202.229106662344,34.202229106662344,34.202229106662344,2.9131767183627617,34202.229106662344,34.202229106662344,1.0,1.0,0.28,0.28,0.008186600912086695,0.008186600912086695,50.40933004560434,0.9837597506162441,0.008186600912086695,-0.5493,0.4986744162065985,5.8109476406919125,0.9950697554182371,11.682643053337415,-0.8667413516707325
L02093,XAU,LONG,66980,2026-03-25T19:55:03+00:00,19,Nueva York,Wednesday,sub2,FILLED_CLOSED,True,66985.0,5.0,67083.0,loss,-36.527075716727595,-1.0232311392895013,66971,11.09250393742012,35.69777571672694,3.2181891408937804,35697.77571672694,35.69777571672694,35.69777571672694,3.2181891408937804,35697.77571672694,35.69777571672694,1.0,1.0,0.28,0.28,0.007843625950868424,0.007843625950868424,50.392181297543424,0.9844348354270371,0.007843625950868424,-0.5493,0.4987399474849812,6.420198706732883,0.7524627739923897,8.34669628327265,2.4304701762648513
L02094,XAU,LONG,67098,2026-03-26T06:45:03+00:00,6,Asia,Thursday,sub3,FILLED_CLOSED,True,67099.0,1.0,67121.0,loss,-33.387941267270435,-1.00845718547524,67092,11.854271890038323,33.10794126726978,2.7929122576555603,33107.94126726978,33.10794126726978,33.10794126726978,2.7929122576555603,33107.94126726978,33.10794126726978,1.0,1.0,0.28,0.28,0.008457185475220279,0.008457185475220279,50.42285927376101,0.9832274773842085,0.008457185475220279,-0.5493,0.49866269323296175,5.570924445392158,0.06231409398927486,0.738688212730267,0.8838164078895605
L02095,XAU,LONG,67130,2026-03-26T09:25:03+00:00,9,Londres,Thursday,sub3,FILLED_CLOSED,True,67131.0,1.0,67153.0,win,19.217764809964137,0.9856393795530063,67121,11.55246829641526,19.497764809964792,1.687757482616504,19497.764809964792,19.497764809964792,19.497764809964792,1.687757482616504,19497.764809964792,19.497764809964792,1.0,1.0,0.28,0.28,0.014360620446960126,0.014360620446960126,50.71803102234801,0.9716853746932084,0.014360620446960126,-0.5493,0.4977267308527975,3.3602375166851033,0.04031410587638435,0.4657274300352583,-0.12231152371471304
L02096,XAU,SHORT,67157,2026-03-26T11:40:03+00:00,11,Londres,Thursday,sub3,EXPIRED,False,,,,,,,67153,9.793740797326608,13.864814956307782,1.4156812236742526,13864.814956307782,13.864814956307782,13.864814956307782,1.4156812236742526,13864.814956307782,13.864814956307782,1.0,1.0,0.28,0.28,0.020195004468675892,0.020195004468675892,51.00975022343379,0.9604095209637034,0.020195004468675892,0.0,0.49676477168842575,2.8131600174814158,0.2420377435698285,2.370454923692705,-0.09740915343196915
L02097,XAU,LONG,67162,2026-03-26T12:05:03+00:00,12,Londres/NY (overlap),Thursday,sub3,FILLED_CLOSED,True,67164.0,2.0,67182.0,win,18.969054927871184,0.9854538313153636,67161,11.026883444884843,19.24905492787184,1.745647809200441,19249.05492787184,19.24905492787184,19.24905492787184,1.745647809200441,19249.05492787184,19.24905492787184,1.0,1.0,0.28,0.28,0.014546168684602357,0.014546168684602357,50.727308434230125,0.9713247772578707,0.014546168684602357,-0.5493,0.4976951802984665,3.475275849906625,0.3891936659690309,4.291593192127948,-0.7179725839645936
L02098,XAU,SHORT,67187,2026-03-26T14:10:03+00:00,14,Londres/NY (overlap),Thursday,sub3,FILLED_CLOSED,True,67188.0,1.0,67189.0,loss,-13.888056462525128,-1.0205760463128406,67182,11.86836809183669,13.608056462524473,1.1465819358842078,13608.056462524473,13.608056462524473,13.608056462524473,1.1465819358842078,13608.056462524473,13.608056462524473,1.0,1.0,0.28,0.28,0.020576046312792588,0.020576046312792588,51.02880231563963,0.9596775832881222,0.020576046312792588,0.0,0.49670053507451933,2.278130647434669,0.07097550151439243,0.8423633774755217,0.34688846589043254
L02099,XAU,SHORT,67195,2026-03-26T14:50:03+00:00,14,Londres/NY (overlap),Thursday,sub3,FILLED_CLOSED,True,67196.0,1.0,67208.0,win,22.570215864640886,0.9877462864395112,67193,14.17738345990034,22.85021586464154,1.6117371678117935,22850.21586464154,22.85021586464154,22.85021586464154,1.6117371678117935,22850.21586464154,22.85021586464154,1.0,1.0,0.28,0.28,0.012253713560460164,0.012253713560460164,50.612685678023006,0.9757892445415498,0.012253713560460164,0.0,0.4980318822255183,3.2108357298817447,0.5190637973624034,7.3589664953588,0.025674695265817175
L02100,XAU,LONG,67235,2026-03-26T18:10:03+00:00,18,Nueva York,Thursday,sub3,FILLED_CLOSED,True,67236.0,1.0,67255.0,loss,-21.07501820311154,-1.0134647633998592,67216,10.71266016466692,20.795018203110885,1.9411628749036722,20795.018203110885,20.795018203110885,20.795018203110885,1.9411628749036722,20795.018203110885,20.795018203110885,1.0,1.0,0.28,0.28,0.013464763399827787,0.013464763399827787,50.6732381699914,0.9734282554537799,0.013464763399827787,-0.5493,0.49789122176049583,3.8660205896216064,0.0969556973640197,1.0386534368890352,0.18184092186779252
L02101,XAU,LONG,67259,2026-03-26T20:10:03+00:00,20,Nueva York,Thursday,sub3,EXPIRED,False,,,,,,,67258,12.487760634313888,24.704513984484947,1.9782981679358784,24704.513984484947,24.704513984484947,24.704513984484947,1.9782981679358784,24704.513984484947,24.704513984484947,1.0,1.0,0.28,0.28,0.011333961079981053,0.011333961079981053,50.56669805399906,0.9775861159297413,0.011333961079981053,-0.5493,0.49823258828147793,3.9426597298543773,1.7186046116661626,21.461523015515013,0.6178049232302593
L02102,XAU,LONG,67270,2026-03-26T22:05:03+00:00,22,Post-NY / transicion,Thursday,sub3,EXPIRED,False,,,,,,,67269,14.334427195647683,10.492239794236411,0.7319608695227207,10492.239794236411,10.492239794236411,10.492239794236411,0.7319608695227207,10492.239794236411,10.492239794236411,1.0,1.0,0.36,0.36,0.03431107247451158,0.03431107247451158,51.715553623725576,0.9336542489245042,0.03431107247451158,-0.5493,0.4957895303267323,1.4516970859352383,0.2803037436322428,4.017993605763877,-0.10289912389720138
L02103,XAU,SHORT,67281,2026-03-26T23:00:03+00:00,23,Post-NY / transicion,Thursday,sub3,EXPIRED,False,,,,,,,67277,11.271487688784939,11.790026168622717,1.0460044400663917,11790.026168622717,11.790026168622717,11.790026168622717,1.0460044400663917,11790.026168622717,11.790026168622717,1.0,1.0,0.28,0.28,0.023748887067373572,0.023748887067373572,51.18744435336867,0.953604077391665,0.023748887067373572,0.0,0.49622688791576236,2.076340350398625,0.10181277778607357,1.147581471376725,-0.11471422723436071
L02104,XAU,LONG,67306,2026-03-27T01:05:03+00:00,1,Asia,Friday,sub3,EXPIRED,False,,,,,,,67304,8.248379834147057,15.433391991517965,1.8710816307980913,15433.391991517965,15.433391991517965,15.433391991517965,1.8710816307980913,15433.391991517965,15.433391991517965,1.0,1.0,0.28,0.28,0.018142479641149862,0.018142479641149862,50.90712398205749,0.9643616094919363,0.018142479641149862,-0.5493,0.4971489332595449,3.72094593122111,0.270309643022527,2.2296166084825018,-0.5516234813972744
L02105,XAU,SHORT,67329,2026-03-27T03:00:03+00:00,3,Asia,Friday,sub3,FILLED_CLOSED,True,67330.0,1.0,67336.0,loss,-13.534239502250784,-1.0211253161641691,67326,8.187927322444134,13.25423950225013,1.618753926395829,13254.23950225013,13.25423950225013,13.25423950225013,1.618753926395829,13254.23950225013,13.25423950225013,1.0,1.0,0.28,0.28,0.021125316164119813,0.021125316164119813,51.05626580820599,0.9586234601577063,0.021125316164119813,0.0,0.49662700843846364,3.215814025647698,0.1842209778310607,1.508387977750317,1.0696235634619078
L02106,XAU,SHORT,67342,2026-03-27T04:05:03+00:00,4,Asia,Friday,sub3,FILLED_CLOSED,True,67343.0,1.0,67352.0,loss,-11.928329930577092,-1.0240377806663654,67337,6.954459762747184,11.648329930576438,1.6749438961416983,11648.329930576438,11.648329930576438,11.648329930576438,1.6749438961416983,11648.329930576438,11.648329930576438,1.0,1.0,0.28,0.28,0.02403778066630911,0.02403778066630911,51.20188903331545,0.9530529417563707,0.02403778066630911,0.0,0.49615361815123377,3.3243146254138365,0.060323539676149195,0.41951762942426285,-0.6778384174787138
L02107,XAU,SHORT,67364,2026-03-27T05:55:03+00:00,5,Asia,Friday,sub3,FILLED_CLOSED,True,67365.0,1.0,67394.0,win,20.424929956980122,0.986476650701914,67361,6.8454424939316345,20.704929956980777,3.024629887013927,20704.929956980777,20.704929956980777,20.704929956980777,3.024629887013927,20704.929956980777,20.704929956980777,1.0,1.0,0.28,0.28,0.013523349298054328,0.013523349298054328,50.67616746490272,0.9733141830281061,0.013523349298054328,0.0,0.4978291277420577,6.023108973672835,0.027329693177072536,0.18708384302044578,-1.4988074195487904
L02108,XAU,LONG,67432,2026-03-27T11:35:03+00:00,11,Londres,Friday,sub3,FILLED_CLOSED,True,67433.0,1.0,67434.0,win,7.137820717905015,0.9622530645254379,67429,6.2765403512001186,7.41782071790567,1.1818327140185325,7417.82071790567,7.41782071790567,7.41782071790567,1.1818327140185325,7417.82071790567,7.41782071790567,1.0,1.0,0.28,0.28,0.03774693547447377,0.03774693547447377,51.887346773723685,0.9272521379073688,0.03774693547447377,-0.5493,0.49398516364487804,2.3355692938400736,0.0928100146737084,0.5825258020950059,0.1121637017541222
L02109,XAU,SHORT,67438,2026-03-27T12:05:03+00:00,12,Londres/NY (overlap),Friday,sub3,FILLED_CLOSED,True,67439.0,1.0,67439.0,loss,-7.415447651153045,-1.0392407055155726,67436,6.911102352659722,7.13544765115239,1.0324615795056673,7135.44765115239,7.13544765115239,7.13544765115239,1.0324615795056673,7135.44765115239,7.13544765115239,1.0,1.0,0.28,0.28,0.03924070551548079,0.03924070551548079,51.96203527577404,0.9244819697549919,0.03924070551548079,0.0,0.4937188363149077,2.0393047451946287,0.1660522113967361,1.1476038288483323,-1.0898406094507587
L02110,XAU,SHORT,67450,2026-03-27T13:05:03+00:00,13,Londres/NY (overlap),Friday,sub3,FILLED_CLOSED,True,67451.0,1.0,67455.0,win,14.115321338930698,0.9805492358657246,67447,7.467703337772164,14.395321338931353,1.9276771837090547,14395.321338931353,14.395321338931353,14.395321338931353,1.9276771837090547,14395.321338931353,14.395321338931353,1.0,1.0,0.28,0.28,0.01945076413422988,0.01945076413422988,50.97253820671149,0.9618406992891934,0.01945076413422988,0.0,0.4968927538894336,3.831543271562053,0.2550305997608746,1.90449286106832,-0.5156873306043025
L02111,XAU,SHORT,67491,2026-03-27T16:30:03+00:00,16,Nueva York,Friday,sub3,EXPIRED,False,,,,,,,67477,11.73289308337653,30.089955513855784,2.5645810713546875,30089.955513855784,30.089955513855784,30.089955513855784,2.5645810713546875,30089.955513855784,30.089955513855784,1.0,1.0,0.28,0.28,0.00930543083957256,0.00930543083957256,50.46527154197863,0.9815607237309086,0.00930543083957256,0.0,0.49848144691124713,5.1136315008885385,0.6543368111844206,7.677263846144342,1.200045027253239
L02112,XAU,SHORT,67546,2026-03-29T22:05:03+00:00,22,Post-NY / transicion,Sunday,sub3,EXPIRED,False,,,,,,,67545,10.234903369740397,12.008274790729047,1.1732670409211328,12008.274790729047,12.008274790729047,12.008274790729047,1.1732670409211328,12008.274790729047,12.008274790729047,1.0,1.0,0.28,0.28,0.023317254549852007,0.023317254549852007,51.165862727492595,0.954428102436113,0.023317254549852007,0.0,0.49621223958764,2.3288915156668177,1.5822616574133423,16.194295169270845,2.154392592038655
L02113,XAU,LONG,67548,2026-03-29T22:15:03+00:00,22,Post-NY / transicion,Sunday,sub3,FILLED_CLOSED,True,67549.0,1.0,67556.0,loss,-21.94050090580913,-1.012926755536183,67546,11.228901374929217,21.660500905808476,1.928995560880952,21660.500905808476,21.660500905808476,21.660500905808476,1.928995560880952,21660.500905808476,21.660500905808476,1.0,1.0,0.28,0.28,0.012926755536152688,0.012926755536152688,50.646337776807634,0.974476425930105,0.012926755536152688,-0.5493,0.4979227742146931,3.8420295958729844,0.3122059208765429,3.5057294941916552,-0.07614280074705465
L02114,XAU,LONG,67573,2026-03-30T00:20:03+00:00,0,Asia,Monday,sub3,FILLED_CLOSED,True,67574.0,1.0,67601.0,win,32.5113351138416,0.9914611588997955,67571,13.400544085109809,32.79133511384225,2.447015203679586,32791.33511384225,32.79133511384225,32.79133511384225,2.447015203679586,32791.33511384225,32.79133511384225,1.0,1.0,0.28,0.28,0.008538841100184519,0.008538841100184519,50.42694205500923,0.9830669067918697,0.008538841100184519,-0.5493,0.4986489360642439,4.88084174883321,0.80865373952983,10.836400086158392,0.1911862670446865
L02115,XAU,SHORT,67616,2026-03-30T03:55:03+00:00,3,Asia,Monday,sub3,FILLED_CLOSED,True,67629.0,13.0,67638.0,loss,-18.325389379867374,-1.0155164288287983,67609,9.019075532917642,18.04538937986672,2.0008025560940275,18045.38937986672,18.04538937986672,18.04538937986672,2.0008025560940275,18045.38937986672,18.04538937986672,1.0,1.0,0.28,0.28,0.015516428828762023,0.015516428828762023,50.775821441438104,0.9694413041714001,0.015516428828762023,0.0,0.49748391098222405,3.98156914737759,0.40051959726353786,3.612316500133602,1.1055456807748856
L02116,XAU,SHORT,67653,2026-03-30T07:00:03+00:00,7,Asia/Londres (overlap),Monday,sub3,FILLED_CLOSED,True,67654.0,1.0,67709.0,loss,-19.940593312100646,-1.0142416861768018,67650,8.20345046073047,19.66059331209999,2.396624860016443,19660.59331209999,19.66059331209999,19.66059331209999,2.396624860016443,19660.59331209999,19.66059331209999,1.0,1.0,0.28,0.28,0.014241686176768418,0.014241686176768418,50.71208430883842,0.9719165828601403,0.014241686176768418,0.0,0.49767465181329434,4.771060964109777,0.8095899499477073,6.641431047901278,0.6970237740049205
L02117,XAU,SHORT,67727,2026-03-30T13:10:03+00:00,13,Londres/NY (overlap),Monday,sub3,FILLED_CLOSED,True,67728.0,1.0,67732.0,win,13.676235906981674,0.9799372838158625,67711,8.349078408742532,13.956235906982329,1.671589991581394,13956.235906982329,13.956235906982329,13.956235906982329,1.671589991581394,13956.235906982329,13.956235906982329,1.0,1.0,0.28,0.28,0.02006271618409055,0.02006271618409055,51.00313580920452,0.9606637594614922,0.02006271618409055,0.0,0.4966962388299295,3.321234849696564,0.09533815518901079,0.7959857330179148,-0.2281688956238537
L02118,XAU,LONG,67746,2026-03-30T14:45:03+00:00,14,Londres/NY (overlap),Monday,sub3,FILLED_CLOSED,True,67747.0,1.0,67756.0,win,18.180185294304465,0.9848322215873405,67741,11.663912704656413,18.46018529430512,1.5826751932853143,18460.18529430512,18.46018529430512,18.46018529430512,1.5826751932853143,18460.18529430512,18.46018529430512,1.0,1.0,0.28,0.28,0.01516777841262399,0.01516777841262399,50.758388920631205,0.9701176914099041,0.01516777841262399,-0.5493,0.49754368174941344,3.1498761898263115,0.11705372118823801,1.3653043856947988,0.7301152036743128
L02119,XAU,LONG,67794,2026-03-30T18:45:03+00:00,18,Nueva York,Monday,sub3,FILLED_CLOSED,True,67795.0,1.0,67795.0,loss,-6.578596295691568,-1.0444543493273593,67784,6.670620520831126,6.298596295690913,0.9442294425266061,6298.596295690913,6.298596295690913,6.298596295690913,0.9442294425266061,6298.596295690913,6.298596295690913,1.0,1.0,0.28,0.28,0.04445434932725529,0.04445434932725529,52.22271746636277,0.914875457494358,0.04445434932725529,-0.5493,0.4927336488690844,1.861407602577051,0.08437783899596402,0.5628525443098624,0.46142633813277173
