trade_id,asset,direction,limit_created_bar,entry_time_utc,hour_utc,session_utc,weekday,sub_periodo,fate,filled,fill_bar,exit_bar,outcome,pnl_usd,pnl_r,n_d1_closed_days,momentum_roc_atr_10,div_alignment,legacy_aligned_with_d1,closed_dist_ema20_atr,forming_dist_ema20_atr,closed_ema20_slope,forming_ema20_slope,closed_dist_ema50_atr,forming_dist_ema50_atr,closed_ema50_slope,forming_ema50_slope,closed_dist_ema200_atr,forming_dist_ema200_atr,closed_ema200_slope,forming_ema200_slope,closed_ret_1d,forming_ret_1d,closed_ret_3d,forming_ret_3d,closed_ret_5d,forming_ret_5d,closed_ret_10d,forming_ret_10d,closed_rsi14,closed_rsi14_delta,forming_rsi14,forming_rsi14_delta,closed_atr14,closed_atr14_pct,closed_swing_high_type,closed_swing_high_age_days,closed_swing_low_type,closed_swing_low_age_days,aligned_closed_dist_ema20_atr,aligned_forming_dist_ema20_atr,aligned_closed_ema20_slope,aligned_forming_ema20_slope,aligned_closed_dist_ema50_atr,aligned_forming_dist_ema50_atr,aligned_closed_ema50_slope,aligned_forming_ema50_slope,aligned_closed_dist_ema200_atr,aligned_forming_dist_ema200_atr,aligned_closed_ema200_slope,aligned_forming_ema200_slope,aligned_closed_ret_1d,aligned_forming_ret_1d,aligned_closed_ret_3d,aligned_forming_ret_3d,aligned_closed_ret_5d,aligned_forming_ret_5d,aligned_closed_ret_10d,aligned_forming_ret_10d,aligned_closed_rsi14_delta,aligned_forming_rsi14_delta
L02463,XAU,LONG,78058,2026-05-22T00:25:03+00:00,0,Asia,Friday,sub3,EXPIRED,False,,,,,,285,-0.4973431704840481,NONE,,-0.7350782196572493,-0.7199239956250204,-0.5250973628733191,-0.47811527365025674,-1.3277209811482968,-1.3339032016989807,-0.31004714843841064,-0.299134924030281,1.3246357832451854,1.251431334709905,0.06424031295254858,0.06328483296266117,-0.00026562932582976364,-0.0014599186082167104,-0.005167187363812531,0.012063990846976189,-0.023356824670633887,-0.0007659325873585793,-0.031093726738305825,-0.037957735426484486,42.07674183579906,0.3991430187794762,41.64216880376643,4.806205156767938,109.38975606588924,2.408023830351145,HH,7.0,HL,7.0,-0.7350782196572493,-0.7199239956250204,-0.5250973628733191,-0.47811527365025674,-1.3277209811482968,-1.3339032016989807,-0.31004714843841064,-0.299134924030281,1.3246357832451854,1.251431334709905,0.06424031295254858,0.06328483296266117,-0.00026562932582976364,-0.0014599186082167104,-0.005167187363812531,0.012063990846976189,-0.023356824670633887,-0.0007659325873585793,-0.031093726738305825,-0.037957735426484486,0.3991430187794762,4.806205156767938
L02464,XAU,LONG,78079,2026-05-22T02:10:03+00:00,2,Asia,Friday,sub3,FILLED_CLOSED,True,78080.0,78083.0,loss,-6.973331456973938,-1.0418326810498744,285,-0.05920161472713628,ALIGNED,,-0.7350782196572493,-0.7890612259644827,-0.5250973628733191,-0.48539287684388566,-1.3277209811482968,-1.4073213750935218,-0.31004714843841064,-0.3021315841688312,1.3246357832451854,1.1757768477791328,0.06424031295254858,0.06252448636034211,-0.00026562932582976364,-0.0033000060096167044,-0.005167187363812531,0.010198981886722504,-0.023356824670633887,-0.0026072988507266862,-0.031093726738305825,-0.03973056546470253,42.07674183579906,0.3991430187794762,41.10705416512217,4.271090518123678,109.38975606588924,2.408023830351145,HH,7.0,HL,7.0,-0.7350782196572493,-0.7890612259644827,-0.5250973628733191,-0.48539287684388566,-1.3277209811482968,-1.4073213750935218,-0.31004714843841064,-0.3021315841688312,1.3246357832451854,1.1757768477791328,0.06424031295254858,0.06252448636034211,-0.00026562932582976364,-0.0033000060096167044,-0.005167187363812531,0.010198981886722504,-0.023356824670633887,-0.0026072988507266862,-0.031093726738305825,-0.03973056546470253,0.3991430187794762,4.271090518123678
L02465,XAU,LONG,78086,2026-05-22T02:45:03+00:00,2,Asia,Friday,sub3,FILLED_CLOSED,True,78087.0,78106.0,win,6.107504662487372,0.9561644155588622,285,-0.32958687566873685,ALIGNED,,-0.7350782196572493,-0.81370878505189,-0.5250973628733191,-0.4879873567478215,-1.3277209811482968,-1.4334950988303037,-0.31004714843841064,-0.30319989942339254,1.3246357832451854,1.1488058738523799,0.06424031295254858,0.062253421295752044,-0.00026562932582976364,-0.003956000800401799,-0.005167187363812531,0.009534102511012896,-0.023356824670633887,-0.003263749558327785,-0.031093726738305825,-0.04036258287275258,42.07674183579906,0.3991430187794762,40.91959496630596,4.0836313193074645,109.38975606588924,2.408023830351145,HH,7.0,HL,7.0,-0.7350782196572493,-0.81370878505189,-0.5250973628733191,-0.4879873567478215,-1.3277209811482968,-1.4334950988303037,-0.31004714843841064,-0.30319989942339254,1.3246357832451854,1.1488058738523799,0.06424031295254858,0.062253421295752044,-0.00026562932582976364,-0.003956000800401799,-0.005167187363812531,0.009534102511012896,-0.023356824670633887,-0.003263749558327785,-0.031093726738305825,-0.04036258287275258,0.3991430187794762,4.0836313193074645
L02466,XAU,LONG,78130,2026-05-22T06:25:03+00:00,6,Asia,Friday,sub3,FILLED_CLOSED,True,78131.0,78221.0,loss,-16.89491856054792,-1.0168523245527983,285,-1.5897393249581346,NONE,,-0.7350782196572493,-0.8105492657326325,-0.5250973628733191,-0.48765477576684224,-1.3277209811482968,-1.430139943639879,-0.31004714843841064,-0.30306295431358043,1.3246357832451854,1.1522632268859474,0.06424031295254858,0.06228816856242127,-0.00026562932582976364,-0.0038719101929923336,-0.005167187363812531,0.009619332014879129,-0.023356824670633887,-0.003179600507890228,-0.031093726738305825,-0.040281565876150095,42.07674183579906,0.3991430187794762,40.94352937908736,4.107565732088865,109.38975606588924,2.408023830351145,HH,7.0,HL,7.0,-0.7350782196572493,-0.8105492657326325,-0.5250973628733191,-0.48765477576684224,-1.3277209811482968,-1.430139943639879,-0.31004714843841064,-0.30306295431358043,1.3246357832451854,1.1522632268859474,0.06424031295254858,0.06228816856242127,-0.00026562932582976364,-0.0038719101929923336,-0.005167187363812531,0.009619332014879129,-0.023356824670633887,-0.003179600507890228,-0.031093726738305825,-0.040281565876150095,0.3991430187794762,4.107565732088865
L02467,XAU,LONG,78233,2026-05-22T15:00:03+00:00,15,Londres/NY (overlap),Friday,sub3,EXPIRED,False,,,,,,285,1.2047635534566798,NONE,,-0.7350782196572493,-0.9722554495305524,-0.5250973628733191,-0.5046764793245184,-1.3277209811482968,-1.6018588942364265,-0.31004714843841064,-0.310071891072629,1.3246357832451854,0.9753137264692153,0.06424031295254858,0.06050978162355722,-0.00026562932582976364,-0.008175720311998239,-0.005167187363812531,0.005257232459678882,-0.023356824670633887,-0.007486401777792004,-0.031093726738305825,-0.044428066662990644,42.07674183579906,0.3991430187794762,39.75346075409347,2.917497107094974,109.38975606588924,2.408023830351145,HH,7.0,HL,7.0,-0.7350782196572493,-0.9722554495305524,-0.5250973628733191,-0.5046764793245184,-1.3277209811482968,-1.6018588942364265,-0.31004714843841064,-0.310071891072629,1.3246357832451854,0.9753137264692153,0.06424031295254858,0.06050978162355722,-0.00026562932582976364,-0.008175720311998239,-0.005167187363812531,0.005257232459678882,-0.023356824670633887,-0.007486401777792004,-0.031093726738305825,-0.044428066662990644,0.3991430187794762,2.917497107094974
L02468,XAU,SHORT,78328,2026-05-24T23:55:03+00:00,23,Post-NY / transicion,Sunday,sub3,FILLED_CLOSED,True,78329.0,78342.0,win,8.485485453086767,0.9680565324648355,286,1.1109999914285633,ALIGNED,,-0.9879138427850958,-0.3857199439303468,-0.521277941337096,-0.47083508394936735,-1.639649339292687,-1.0357807735323983,-0.3207085466976817,-0.30780342481801365,1.0339692778239082,1.5796848476925176,0.06298389364586623,0.06244049232832891,-0.007650264081929721,0.013139185166880087,0.005789805301900022,0.005121342204956623,-0.006960580355294023,0.0001933725976793998,-0.04392181647741493,-0.03547735898186961,39.895036559076026,3.059072912077532,45.118091915567724,2.9670111652398745,105.4698449183257,2.3396326617886136,HH,8.0,LL,2.0,0.9879138427850958,0.3857199439303468,0.521277941337096,0.47083508394936735,1.639649339292687,1.0357807735323983,0.3207085466976817,0.30780342481801365,-1.0339692778239082,-1.5796848476925176,-0.06298389364586623,-0.06244049232832891,0.007650264081929721,-0.013139185166880087,-0.005789805301900022,-0.005121342204956623,0.006960580355294023,-0.0001933725976793998,0.04392181647741493,0.03547735898186961,-3.059072912077532,-2.9670111652398745
L02469,XAU,SHORT,78470,2026-05-25T11:45:03+00:00,11,Londres,Monday,sub3,EXPIRED,False,,,,,,286,-0.8846470420796579,ALIGNED,,-0.9879138427850958,-0.3502568623530249,-0.521277941337096,-0.4671021279938634,-1.639649339292687,-0.9981218355106647,-0.3207085466976817,-0.30626632530692127,1.0339692778239082,1.6184908749016302,0.06298389364586623,0.06283050265204201,-0.007650264081929721,0.014056228463125006,0.005789805301900022,0.006031128147773477,-0.006960580355294023,0.0010986979870415887,-0.04392181647741493,-0.034604320967969844,39.895036559076026,3.059072912077532,45.44894777532669,3.297867024998837,105.4698449183257,2.3396326617886136,HH,8.0,LL,2.0,0.9879138427850958,0.3502568623530249,0.521277941337096,0.4671021279938634,1.639649339292687,0.9981218355106647,0.3207085466976817,0.30626632530692127,-1.0339692778239082,-1.6184908749016302,-0.06298389364586623,-0.06283050265204201,0.007650264081929721,-0.014056228463125006,-0.005789805301900022,-0.006031128147773477,0.006960580355294023,-0.0010986979870415887,0.04392181647741493,0.034604320967969844,-3.059072912077532,-3.297867024998837
L02470,XAU,LONG,78479,2026-05-25T12:30:03+00:00,12,Londres/NY (overlap),Monday,sub3,FILLED_CLOSED,True,78480.0,78514.0,win,10.341727227095362,0.9736389389395752,286,-2.8850259269991825,OPPOSED,,-0.9879138427850958,-0.4129563454804164,-0.521277941337096,-0.4737020735862182,-1.639649339292687,-1.0647036395747325,-0.3207085466976817,-0.3089839499625998,1.0339692778239082,1.5498809927363097,0.06298389364586623,0.06214095609761638,-0.007650264081929721,0.012434876394364905,0.005789805301900022,0.004422607234360671,-0.006960580355294023,-0.0005019365729120623,-0.04392181647741493,-0.036147870760808144,39.895036559076026,3.059072912077532,44.86125001651514,2.710169266187293,105.4698449183257,2.3396326617886136,HH,8.0,LL,2.0,-0.9879138427850958,-0.4129563454804164,-0.521277941337096,-0.4737020735862182,-1.639649339292687,-1.0647036395747325,-0.3207085466976817,-0.3089839499625998,1.0339692778239082,1.5498809927363097,0.06298389364586623,0.06214095609761638,-0.007650264081929721,0.012434876394364905,0.005789805301900022,0.004422607234360671,-0.006960580355294023,-0.0005019365729120623,-0.04392181647741493,-0.036147870760808144,3.059072912077532,2.710169266187293
L02471,XAU,SHORT,78537,2026-05-25T17:20:03+00:00,17,Nueva York,Monday,sub3,EXPIRED,False,,,,,,286,-0.6363870081198287,NONE,,-0.9879138427850958,-0.34908162234913787,-0.521277941337096,-0.46697841851976646,-1.639649339292687,-0.9968738252278971,-0.3207085466976817,-0.30621538611170485,1.0339692778239082,1.6197768995091895,0.06298389364586623,0.06284342752246697,-0.007650264081929721,0.014086619109372053,0.005789805301900022,0.00606127828666212,-0.006960580355294023,0.0011287003040087785,-0.04392181647741493,-0.034575388648689726,39.895036559076026,3.059072912077532,45.45984400124957,3.3087632509217215,105.4698449183257,2.3396326617886136,HH,8.0,LL,2.0,0.9879138427850958,0.34908162234913787,0.521277941337096,0.46697841851976646,1.639649339292687,0.9968738252278971,0.3207085466976817,0.30621538611170485,-1.0339692778239082,-1.6197768995091895,-0.06298389364586623,-0.06284342752246697,0.007650264081929721,-0.014086619109372053,-0.005789805301900022,-0.00606127828666212,0.006960580355294023,-0.0011287003040087785,0.04392181647741493,0.034575388648689726,-3.059072912077532,-3.3087632509217215
L02472,XAU,SHORT,78557,2026-05-25T22:30:03+00:00,22,Post-NY / transicion,Monday,sub3,FILLED_CLOSED,True,78558.0,78561.0,loss,-4.4722443764139825,-1.0667899995467842,287,-0.8462394627158304,NONE,,-0.3649103553651729,-0.32506625105497894,-0.4786119659771566,-0.35066341021021663,-1.0281895429141932,-0.9824624313144563,-0.31364513196126304,-0.26742972013628774,1.6488316825376266,1.6379960152269515,0.06421420671033858,0.07218071081845118,0.013890965459810452,0.00012689838895929914,0.005867173012940759,0.006262108662235132,0.0009355467013437828,0.01989060280016862,-0.03476165365310657,-0.03054160237955113,45.38961828174674,3.238537531418892,45.43936945125715,3.362627615458088,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,0.3649103553651729,0.32506625105497894,0.4786119659771566,0.35066341021021663,1.0281895429141932,0.9824624313144563,0.31364513196126304,0.26742972013628774,-1.6488316825376266,-1.6379960152269515,-0.06421420671033858,-0.07218071081845118,-0.013890965459810452,-0.00012689838895929914,-0.005867173012940759,-0.006262108662235132,-0.0009355467013437828,-0.01989060280016862,0.03476165365310657,0.03054160237955113,-3.238537531418892,-3.362627615458088
L02473,XAU,SHORT,78567,2026-05-25T23:20:03+00:00,23,Post-NY / transicion,Monday,sub3,EXPIRED,False,,,,,,287,-0.995334105772339,NONE,,-0.3649103553651729,-0.29917370874281163,-0.4786119659771566,-0.34793787944051946,-1.0281895429141932,-0.9549666356083547,-0.31364513196126304,-0.26630744276052487,1.6488316825376266,1.6663293313627263,0.06421420671033858,0.0724654677645408,0.013890965459810452,0.0007723298500454307,0.005867173012940759,0.006911499478616206,0.0009355467013437828,0.020548788759344093,-0.03476165365310657,-0.029915962822164646,45.38961828174674,3.238537531418892,45.69101761730954,3.6142757815104787,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,0.3649103553651729,0.29917370874281163,0.4786119659771566,0.34793787944051946,1.0281895429141932,0.9549666356083547,0.31364513196126304,0.26630744276052487,-1.6488316825376266,-1.6663293313627263,-0.06421420671033858,-0.0724654677645408,-0.013890965459810452,-0.0007723298500454307,-0.005867173012940759,-0.006911499478616206,-0.0009355467013437828,-0.020548788759344093,0.03476165365310657,0.029915962822164646,-3.238537531418892,-3.6142757815104787
L02474,XAU,LONG,78589,2026-05-26T01:10:03+00:00,1,Asia,Tuesday,sub3,FILLED_CLOSED,True,78590.0,78593.0,loss,-9.249781679943226,-1.0312159214116399,287,0.6394018895566854,NONE,True,-0.3649103553651729,-0.5242281756669487,-0.4786119659771566,-0.3716278233272712,-1.0281895429141932,-1.193956363642346,-0.31364513196126304,-0.2760621255374221,1.6488316825376266,1.420059989316128,0.06421420671033858,0.0699903990002504,0.013890965459810452,-0.0048376728935851715,0.005867173012940759,0.0012670825556236943,0.0009355467013437828,0.014827925647744397,-0.03476165365310657,-0.03535393702248587,45.38961828174674,3.238537531418892,43.86479196592491,1.7880501301258462,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.5242281756669487,-0.4786119659771566,-0.3716278233272712,-1.0281895429141932,-1.193956363642346,-0.31364513196126304,-0.2760621255374221,1.6488316825376266,1.420059989316128,0.06421420671033858,0.0699903990002504,0.013890965459810452,-0.0048376728935851715,0.005867173012940759,0.0012670825556236943,0.0009355467013437828,0.014827925647744397,-0.03476165365310657,-0.03535393702248587,3.238537531418892,1.7880501301258462
L02475,XAU,LONG,78601,2026-05-26T02:10:03+00:00,2,Asia,Tuesday,sub3,FILLED_CLOSED,True,78602.0,78630.0,loss,-11.32726425250712,-1.025345641563442,287,-1.1149613274840147,NONE,True,-0.3649103553651729,-0.6108848096493253,-0.4786119659771566,-0.38074957427278594,-1.0281895429141932,-1.2859787334750268,-0.31364513196126304,-0.27981814063263305,1.6488316825376266,1.3252346231437377,0.06421420671033858,0.06903738024474912,0.013890965459810452,-0.006997789780128933,0.005867173012940759,-0.0009062854206919224,0.0009355467013437828,0.012625122266408741,-0.03476165365310657,-0.037447814768274836,45.38961828174674,3.238537531418892,43.216524188693,1.1397823528939384,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.6108848096493253,-0.4786119659771566,-0.38074957427278594,-1.0281895429141932,-1.2859787334750268,-0.31364513196126304,-0.27981814063263305,1.6488316825376266,1.3252346231437377,0.06421420671033858,0.06903738024474912,0.013890965459810452,-0.006997789780128933,0.005867173012940759,-0.0009062854206919224,0.0009355467013437828,0.012625122266408741,-0.03476165365310657,-0.037447814768274836,3.238537531418892,1.1397823528939384
L02476,XAU,LONG,78640,2026-05-26T05:25:03+00:00,5,Asia,Tuesday,sub3,FILLED_CLOSED,True,78641.0,78662.0,loss,-8.126360299293083,-1.035685335533968,287,0.9532893524852,NONE,True,-0.3649103553651729,-0.6764938787284528,-0.4786119659771566,-0.38765579207058554,-1.0281895429141932,-1.3556502836116822,-0.31364513196126304,-0.2826618773729045,1.6488316825376266,1.2534408814098623,0.06421420671033858,0.06831583510169754,0.013890965459810452,-0.008633247465423434,0.005867173012940759,-0.0025517757096575077,0.0009355467013437828,0.010957345980023452,-0.03476165365310657,-0.039033121782330406,45.38961828174674,3.238537531418892,42.73831510885651,0.6615732730574493,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.6764938787284528,-0.4786119659771566,-0.38765579207058554,-1.0281895429141932,-1.3556502836116822,-0.31364513196126304,-0.2826618773729045,1.6488316825376266,1.2534408814098623,0.06421420671033858,0.06831583510169754,0.013890965459810452,-0.008633247465423434,0.005867173012940759,-0.0025517757096575077,0.0009355467013437828,0.010957345980023452,-0.03476165365310657,-0.039033121782330406,3.238537531418892,0.6615732730574493
L02477,XAU,LONG,78663,2026-05-26T07:20:03+00:00,7,Asia/Londres (overlap),Tuesday,sub3,FILLED_CLOSED,True,78664.0,78666.0,loss,-8.157826493344146,-1.0355427985418626,287,-0.21999310107838485,NONE,True,-0.3649103553651729,-0.6865788045307163,-0.4786119659771566,-0.3887173632076692,-1.0281895429141932,-1.3663596630239918,-0.31364513196126304,-0.28309899489994206,1.6488316825376266,1.2424052948878264,0.06421420671033858,0.06820492468438648,0.013890965459810452,-0.008884637549758427,0.005867173012940759,-0.0028047079293260237,0.0009355467013437828,0.010700988126771624,-0.03476165365310657,-0.03927680308790238,45.38961828174674,3.238537531418892,42.66574527126761,0.5890034354685483,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.6865788045307163,-0.4786119659771566,-0.3887173632076692,-1.0281895429141932,-1.3663596630239918,-0.31364513196126304,-0.28309899489994206,1.6488316825376266,1.2424052948878264,0.06421420671033858,0.06820492468438648,0.013890965459810452,-0.008884637549758427,0.005867173012940759,-0.0028047079293260237,0.0009355467013437828,0.010700988126771624,-0.03476165365310657,-0.03927680308790238,3.238537531418892,0.5890034354685483
L02478,XAU,LONG,78668,2026-05-26T07:45:03+00:00,7,Asia/Londres (overlap),Tuesday,sub3,EXPIRED,False,,,,,,287,0.42936067071105743,NONE,True,-0.3649103553651729,-0.6590361612169694,-0.4786119659771566,-0.38581813759568934,-1.0281895429141932,-1.337111592879666,-0.31364513196126304,-0.2819051961185412,1.6488316825376266,1.2725442596451353,0.06421420671033858,0.06850782885280426,0.013890965459810452,-0.008198073507423392,0.005867173012940759,-0.002113932206680639,0.0009355467013437828,0.01140111949622678,-0.03476165365310657,-0.03861129226380785,45.38961828174674,3.238537531418892,42.86452389031686,0.7877820545177983,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.6590361612169694,-0.4786119659771566,-0.38581813759568934,-1.0281895429141932,-1.337111592879666,-0.31364513196126304,-0.2819051961185412,1.6488316825376266,1.2725442596451353,0.06421420671033858,0.06850782885280426,0.013890965459810452,-0.008198073507423392,0.005867173012940759,-0.002113932206680639,0.0009355467013437828,0.01140111949622678,-0.03476165365310657,-0.03861129226380785,3.238537531418892,0.7877820545177983
L02479,XAU,LONG,78686,2026-05-26T09:15:03+00:00,9,Londres,Tuesday,sub3,FILLED_CLOSED,True,78687.0,78689.0,loss,-6.670400720602629,-1.0438157186446797,287,0.47094296902431154,ALIGNED,True,-0.3649103553651729,-0.7332380434905341,-0.4786119659771566,-0.39362886204554476,-1.0281895429141932,-1.415908018947266,-0.31364513196126304,-0.2851213767743614,1.6488316825376266,1.1913476987597622,0.06421420671033858,0.0676917830147573,0.013890965459810452,-0.010047726921668245,0.005867173012940759,-0.003974932193692762,0.0009355467013437828,0.009514914716948946,-0.03476165365310657,-0.040404226778433444,45.38961828174674,3.238537531418892,42.3331741526991,0.25643231690003887,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.7332380434905341,-0.4786119659771566,-0.39362886204554476,-1.0281895429141932,-1.415908018947266,-0.31364513196126304,-0.2851213767743614,1.6488316825376266,1.1913476987597622,0.06421420671033858,0.0676917830147573,0.013890965459810452,-0.010047726921668245,0.005867173012940759,-0.003974932193692762,0.0009355467013437828,0.009514914716948946,-0.03476165365310657,-0.040404226778433444,3.238537531418892,0.25643231690003887
L02480,XAU,LONG,78694,2026-05-26T09:55:03+00:00,9,Londres,Tuesday,sub3,FILLED_CLOSED,True,78695.0,78697.0,win,8.599167042770205,0.9684655104862993,287,-0.1568273163847027,NONE,True,-0.3649103553651729,-0.751740239827501,-0.4786119659771566,-0.39557646165996047,-1.0281895429141932,-1.4355558621162456,-0.31364513196126304,-0.28592332955676425,1.6488316825376266,1.1711013833651116,0.06421420671033858,0.06748830245802519,0.013890965459810452,-0.010508936928437655,0.005867173012940759,-0.004438971461805136,0.0009355467013437828,0.009044590648493996,-0.03476165365310657,-0.040851293960457474,45.38961828174674,3.238537531418892,42.20272797625938,0.12598614046031997,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.751740239827501,-0.4786119659771566,-0.39557646165996047,-1.0281895429141932,-1.4355558621162456,-0.31364513196126304,-0.28592332955676425,1.6488316825376266,1.1711013833651116,0.06421420671033858,0.06748830245802519,0.013890965459810452,-0.010508936928437655,0.005867173012940759,-0.004438971461805136,0.0009355467013437828,0.009044590648493996,-0.03476165365310657,-0.040851293960457474,3.238537531418892,0.12598614046031997
L02481,XAU,LONG,78727,2026-05-26T12:40:03+00:00,12,Londres/NY (overlap),Tuesday,sub3,FILLED_CLOSED,True,78728.0,78729.0,win,10.1560973818805,0.9731700472164256,287,-0.00984415799010844,NONE,True,-0.3649103553651729,-0.846682487349772,-0.4786119659771566,-0.40557038245177335,-1.0281895429141932,-1.5363768865748688,-0.31364513196126304,-0.29003847341222494,1.6488316825376266,1.067209356029276,0.06421420671033858,0.066444161479777,0.013890965459810452,-0.012875591882528884,0.005867173012940759,-0.0068201444993626,0.0009355467013437828,0.006631167760222288,-0.03476165365310657,-0.04314537636461003,45.38961828174674,3.238537531418892,41.54580578871717,-0.5309360470818945,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.846682487349772,-0.4786119659771566,-0.40557038245177335,-1.0281895429141932,-1.5363768865748688,-0.31364513196126304,-0.29003847341222494,1.6488316825376266,1.067209356029276,0.06421420671033858,0.066444161479777,0.013890965459810452,-0.012875591882528884,0.005867173012940759,-0.0068201444993626,0.0009355467013437828,0.006631167760222288,-0.03476165365310657,-0.04314537636461003,3.238537531418892,-0.5309360470818945
L02482,XAU,SHORT,78741,2026-05-26T13:50:03+00:00,13,Londres/NY (overlap),Tuesday,sub3,EXPIRED,False,,,,,,287,1.1702880022138158,NONE,False,-0.3649103553651729,-0.8123463431039394,-0.4786119659771566,-0.401956051478532,-1.0281895429141932,-1.4999146652859567,-0.31364513196126304,-0.28855021948206305,1.6488316825376266,1.1047822145795008,0.06421420671033858,0.06682177814862601,0.013890965459810452,-0.012019684128030825,0.005867173012940759,-0.005958986237097146,0.0009355467013437828,0.007503989276254419,-0.03476165365310657,-0.04231571468715368,45.38961828174674,3.238537531418892,41.7810095986347,-0.2957322371643656,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,0.3649103553651729,0.8123463431039394,0.4786119659771566,0.401956051478532,1.0281895429141932,1.4999146652859567,0.31364513196126304,0.28855021948206305,-1.6488316825376266,-1.1047822145795008,-0.06421420671033858,-0.06682177814862601,-0.013890965459810452,0.012019684128030825,-0.005867173012940759,0.005958986237097146,-0.0009355467013437828,-0.007503989276254419,0.03476165365310657,0.04231571468715368,-3.238537531418892,0.2957322371643656
L02483,XAU,LONG,78772,2026-05-26T16:25:03+00:00,16,Nueva York,Tuesday,sub3,FILLED_CLOSED,True,78775.0,78785.0,loss,-7.463376567141495,-1.038978883730176,287,0.09544064241431956,NONE,True,-0.3649103553651729,-0.8815979223727477,-0.4786119659771566,-0.4092456914015658,-1.0281895429141932,-1.5734542680389014,-0.31364513196126304,-0.2915518359209604,1.6488316825376266,1.029002599558721,0.06421420671033858,0.06606017397756356,0.013890965459810452,-0.013745939798529165,0.005867173012940759,-0.007695831505316538,0.0009355467013437828,0.005743620727815428,-0.03476165365310657,-0.04398903540165533,45.38961828174674,3.238537531418892,41.30933388540639,-0.7674079503926734,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.8815979223727477,-0.4786119659771566,-0.4092456914015658,-1.0281895429141932,-1.5734542680389014,-0.31364513196126304,-0.2915518359209604,1.6488316825376266,1.029002599558721,0.06421420671033858,0.06606017397756356,0.013890965459810452,-0.013745939798529165,0.005867173012940759,-0.007695831505316538,0.0009355467013437828,0.005743620727815428,-0.03476165365310657,-0.04398903540165533,3.238537531418892,-0.7674079503926734
L02484,XAU,LONG,78796,2026-05-26T18:25:03+00:00,18,Nueva York,Tuesday,sub3,FILLED_CLOSED,True,78797.0,78812.0,win,11.981545849983377,0.9771643801339275,287,-0.8850431400922152,NONE,True,-0.3649103553651729,-0.9928656372511603,-0.4786119659771566,-0.4209580824413936,-1.0281895429141932,-1.6916116247054491,-0.31364513196126304,-0.29637458517265314,1.6488316825376266,0.9072461762864363,0.06421420671033858,0.06483649133160797,0.013890965459810452,-0.016519544758593296,0.005867173012940759,-0.010486450955914226,0.0009355467013437828,0.00291520601443652,-0.03476165365310657,-0.04667758884877016,45.38961828174674,3.238537531418892,40.573388891407006,-1.5033529443920557,103.0817131384453,2.2553281600749946,HH,9.0,LL,3.0,-0.3649103553651729,-0.9928656372511603,-0.4786119659771566,-0.4209580824413936,-1.0281895429141932,-1.6916116247054491,-0.31364513196126304,-0.29637458517265314,1.6488316825376266,0.9072461762864363,0.06421420671033858,0.06483649133160797,0.013890965459810452,-0.016519544758593296,0.005867173012940759,-0.010486450955914226,0.0009355467013437828,0.00291520601443652,-0.03476165365310657,-0.04667758884877016,3.238537531418892,-1.5033529443920557
L02485,XAU,LONG,78830,2026-05-26T22:15:03+00:00,22,Post-NY / transicion,Tuesday,sub3,FILLED_CLOSED,True,78831.0,78834.0,loss,-6.083634881942999,-1.0482456263525222,288,0.0015982027772378725,NONE,True,-0.8901088780298767,-0.8098726019187377,-0.4112459019905615,-0.40666075773424004,-1.5847161315486893,-1.5273872656350898,-0.2928048283855878,-0.2955615757939639,1.0266469070789854,1.0114679287976365,0.06623094269938057,0.06195897424169246,-0.013880933429542823,-0.00011426309621472275,-0.00783165324555629,-0.0002970297468969246,0.005605959461099694,-0.00820854036795493,-0.0441198895056918,-0.03885997267978072,41.272897297372104,-0.8038445384269579,41.24019961148679,1.3451630524107614,102.72323362855636,2.279121306330184,HH,10.0,LL,4.0,-0.8901088780298767,-0.8098726019187377,-0.4112459019905615,-0.40666075773424004,-1.5847161315486893,-1.5273872656350898,-0.2928048283855878,-0.2955615757939639,1.0266469070789854,1.0114679287976365,0.06623094269938057,0.06195897424169246,-0.013880933429542823,-0.00011426309621472275,-0.00783165324555629,-0.0002970297468969246,0.005605959461099694,-0.00820854036795493,-0.0441198895056918,-0.03885997267978072,-0.8038445384269579,1.3451630524107614
