scope,variable,categoria,pct_winners,pct_losers,n_winners,n_losers
sub3,d1_trend,alcista,10.7981220657277,10.961968680089486,46,49
sub3,d1_trend,sin_secuencia,77.46478873239437,77.40492170022371,330,346
sub3,aligned_with_d1,False,9.624413145539906,11.409395973154362,41,51
sub3,aligned_with_d1,True,12.910798122065728,11.185682326621924,55,50
sub3,aligned_with_d1,nan,77.46478873239437,77.40492170022371,330,346
sub3,divergencia_score,0,79.5774647887324,78.52348993288591,339,351
sub3,divergencia_score,1,17.84037558685446,17.67337807606264,76,79
sub3,divergencia_score,-1,2.5821596244131455,3.803131991051454,11,17
sub3,tendencia_score,0,90.61032863849765,91.72259507829978,386,410
sub3,tendencia_score,1,0.4694835680751174,0.0,2,0
sub3,tendencia_score,-1,8.92018779342723,8.277404921700224,38,37
sub3,nodo_score,0,10.093896713615024,10.06711409395973,43,45
sub3,nodo_score,-1,89.90610328638498,89.93288590604027,383,402
