variable,bucket,n_trades,pct_sample,win_rate,profit_factor,expectancy_r,avg_r,net_r,net_usd,pct_sub1,pct_sub2,pct_sub3
hour_utc,08h,63,2.5464834276475345,0.5873015873015873,1.3409464096626103,0.14498846773319024,0.14498846773319024,9.134273467190985,94.3177765994783,33.33333333333333,33.33333333333333,33.33333333333333
hour_utc,09h,63,2.5464834276475345,0.4126984126984127,0.6627371403340411,-0.20360620296234627,-0.20360620296234627,-12.827190786627815,-164.7528134158074,22.22222222222222,36.507936507936506,41.269841269841265
hour_utc,10h,52,2.1018593371059016,0.5384615384615384,1.0915285342225323,0.04377306698478419,0.04377306698478419,2.276199483208778,117.49270793864662,40.38461538461539,26.923076923076923,32.69230769230769
hour_utc,11h,157,6.345998383185125,0.554140127388535,1.1216182033358155,0.05689849569838589,0.05689849569838589,8.933063824646585,12.186764946778109,34.394904458598724,33.12101910828025,32.48407643312102
hour_utc,12h,238,9.62004850444624,0.46218487394957986,0.8071809974647118,-0.10682711289372121,-0.10682711289372121,-25.42485286870565,-229.6062626837168,36.97478991596639,24.369747899159663,38.655462184873954
hour_utc,13h,211,8.528698464025869,0.5095238095238095,0.9934948013361805,-0.00324364798537526,-0.00324364798537526,-0.6844097249141798,-288.59796198547997,34.59715639810427,29.85781990521327,35.54502369668246
hour_utc,14h,170,6.8714632174616,0.5176470588235295,1.0290335556566386,0.014330080072879944,0.014330080072879944,2.4361136123895903,15.24552000226366,32.94117647058823,32.35294117647059,34.705882352941174
hour_utc,15h,124,5.012126111560226,0.5121951219512195,1.0110545058164284,0.00546127862442623,0.00546127862442623,0.6771985494288526,67.29169056347713,29.838709677419356,45.16129032258064,25.0
hour_utc,16h,83,3.354890864995958,0.4939759036144578,0.9300064315773799,-0.036287588382679266,-0.036287588382679266,-3.011869835762379,142.75867733998328,26.506024096385545,39.75903614457831,33.734939759036145
hour_utc,17h,73,2.950687146321746,0.4444444444444444,0.7625769168881364,-0.1340639141953292,-0.1340639141953292,-9.786665736259032,-19.077054187883533,27.397260273972602,45.20547945205479,27.397260273972602
hour_utc,18h,47,1.8997574777687956,0.3617021276595745,0.5304542597597716,-0.3121097847959861,-0.3121097847959861,-14.669159885411347,-154.9960942555606,36.17021276595745,21.27659574468085,42.5531914893617
hour_utc,19h,39,1.5763945028294262,0.5641025641025641,1.1889750189152812,0.08625049800714156,0.08625049800714156,3.363769422278521,-59.256290691613124,38.46153846153847,35.8974358974359,25.64102564102564
hour_utc,20h,45,1.818916734033953,0.5111111111111111,0.9510748413141646,-0.02485424954527519,-0.02485424954527519,-1.1184412295373836,-54.58968758314795,44.44444444444444,37.77777777777778,17.77777777777778
hour_utc,21h,5,0.20210185933710592,0.4,0.6306340619067737,-0.22778992933769188,-0.22778992933769188,-1.1389496466884594,5.2759053669555165,0.0,100.0,0.0
hour_utc,22h,137,5.537590945836702,0.5109489051094891,0.9165272514702469,-0.04368327549881554,-0.04368327549881554,-5.984608743337729,-11.03990446572223,38.68613138686132,13.86861313868613,47.44525547445255
hour_utc,23h,148,5.982215036378335,0.5337837837837838,1.0019161939892103,0.0009541401689266172,0.0009541401689266172,0.14121274500113934,-48.943938160134294,37.16216216216216,29.72972972972973,33.108108108108105
weekday,Domingo,45,1.818916734033953,0.4888888888888889,0.888581522777704,-0.05918292202825395,-0.05918292202825395,-2.6632314912714277,-125.93762760136185,33.33333333333333,22.22222222222222,44.44444444444444
weekday,Jueves,491,19.8464025869038,0.5204081632653061,1.0179324035981667,0.008871180219938012,0.008871180219938012,4.355749487989564,-11.965687003155807,33.401221995926676,32.17922606924644,34.419551934826885
weekday,Lunes,484,19.56345998383185,0.5330578512396694,1.066878608425083,0.03228919532980522,0.03228919532980522,15.627970539625725,203.4710296099392,34.29752066115703,30.165289256198346,35.53719008264463
weekday,Martes,533,21.54405820533549,0.4821763602251407,0.8643869867766238,-0.07266409719201136,-0.07266409719201136,-38.72996380334206,-482.8137533038137,33.95872420262664,28.330206378986865,37.71106941838649
weekday,Miercoles,512,20.695230396119644,0.486328125,0.8851771011049814,-0.06097761733244899,-0.06097761733244899,-31.220540074213883,-384.62635190067937,34.765625,31.25,33.984375
weekday,Viernes,409,16.53193209377526,0.4398034398034398,0.7385041288838493,-0.1505757733918095,-0.1505757733918095,-61.58549131725009,-573.7858970657885,31.05134474327628,35.2078239608802,33.74083129584352
direction,LONG,1189,48.059822150363786,0.4675652906486942,0.8181640653633863,-0.10013101916718985,-0.10013101916718985,-119.05578178978872,-1393.2565857156228,32.63246425567704,28.511354079058034,38.85618166526493
direction,SHORT,1285,51.940177849636214,0.5179127725856698,1.0075778394669306,0.003766751074962301,0.003766751074962301,4.840275131326557,17.59829845076274,34.474708171206224,33.46303501945525,32.06225680933852
d1_trend,alcista,397,16.046887631366207,0.494949494949495,0.92009967612725,-0.04157110336116251,-0.04157110336116251,-16.503728034381517,-155.06805018473375,32.49370277078086,43.32493702770781,24.181360201511335
d1_trend,bajista,249,10.064672594987874,0.4738955823293173,0.841681633991891,-0.08598003389547253,-0.08598003389547253,-21.40902843997266,-238.30341411606904,36.94779116465863,22.08835341365462,40.963855421686745
d1_trend,insuficiente,18,0.7275666936135812,0.3333333333333333,0.4667435568176958,-0.3667160381479358,-0.3667160381479358,-6.600888686662844,-43.42594213689017,100.0,0.0,0.0
d1_trend,sin_secuencia,1810,73.16087308003235,0.497787610619469,0.925795683916299,-0.03850931574444482,-0.03850931574444482,-69.70186149744512,-938.8608808271671,32.707182320441994,29.944751381215468,37.348066298342545
aligned_with_d1,False,325,13.136620856911884,0.4246153846153846,0.691891328005869,-0.18292305028180586,-0.18292305028180586,-59.44999134158691,-520.5758976304445,33.84615384615385,37.84615384615385,28.307692307692307
aligned_with_d1,True,321,12.974939369442199,0.55,1.1447100308974314,0.06709418961754744,0.06709418961754744,21.53723486723273,127.2044333296416,34.57943925233645,32.398753894081,33.021806853582554
aligned_with_d1,sin_dato,1828,73.88843977364591,0.49616648411829134,0.9198249554646184,-0.04174111060399781,-0.04174111060399781,-76.30275018410799,-982.2868229640573,33.36980306345733,29.64989059080963,36.98030634573304
divergencia_score,-1,90,3.637833468067906,0.4111111111111111,0.6427923147355583,-0.21883276823721265,-0.21883276823721265,-19.694949141349138,-363.0800713935033,36.666666666666664,32.22222222222222,31.11111111111111
divergencia_score,0,1973,79.74939369442198,0.49796954314720815,0.9282368774940412,-0.037177333651437154,-0.037177333651437154,-73.3508792942855,-753.8424034287034,33.19817536746072,31.779016725798275,35.02280790674101
divergencia_score,1,411,16.612772837510107,0.49148418491484186,0.9020932367955873,-0.0515077329022568,-0.0515077329022568,-21.169678222827542,-258.73581244265347,34.79318734793188,27.49391727493917,37.71289537712895
tendencia_score,-1,226,9.135004042037187,0.4823008849557522,0.8758248852033207,-0.0662480980133315,-0.0662480980133315,-14.972070151012916,69.13295268262613,34.95575221238938,31.858407079646017,33.1858407079646
tendencia_score,0,2242,90.62247372675829,0.4944171505136222,0.9136590454783896,-0.045092015547972424,-0.045092015547972424,-101.09629885855418,-1423.976024889335,33.407671721677076,31.043710972346116,35.548617305976805
tendencia_score,1,6,0.2425222312045271,0.6666666666666666,1.9194478855369106,0.30881039185082065,0.30881039185082065,1.852862351104924,-20.815215058151352,50.0,16.666666666666664,33.33333333333333
cvp_score,0,2474,100.0,0.4937272359368677,0.9116993043082539,-0.04616633252160961,-0.04616633252160961,-114.21550665846217,-1375.65828726486,33.589329021827005,31.083265966046884,35.327405012126114
nodo_score,-1,2194,88.68229587712207,0.4965769055225924,0.9234465574779831,-0.03975278696097752,-0.03975278696097752,-87.21761459238468,-1421.2146285414117,32.72561531449407,31.449407474931633,35.824977210574296
nodo_score,0,280,11.317704122877931,0.4714285714285714,0.8248937167638769,-0.0964210430931339,-0.0964210430931339,-26.997892066077494,45.556341276551564,40.35714285714286,28.214285714285715,31.428571428571427
sub_periodo,sub1,831,33.589329021827005,0.4717208182912154,0.8211183794398006,-0.09830561867444054,-0.09830561867444054,-81.6919691184601,-561.9576472361284,100.0,0.0,0.0
sub_periodo,sub2,769,31.083265966046884,0.5241199478487614,1.0511818106151198,0.024906879113612727,0.024906879113612727,19.153390038368187,-25.647652644658024,0.0,100.0,0.0
sub_periodo,sub3,874,35.327405012126114,0.4879725085910653,0.8882852626427467,-0.059126919426052936,-0.059126919426052936,-51.67692757837027,-788.0529873840736,0.0,0.0,100.0
