periodo,n_trades,wins,losses,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_drawdown_r
completo,2474,1220,1251,0.4937272359368677,0.9116993043082539,-0.04616633252160961,-114.21550665846217,-1375.6582872648603,0.9660425876880187,-1.0338184191548097,140.66017487172317
sub1,831,392,439,0.4717208182912154,0.8211183794398006,-0.09830561867444054,-81.6919691184601,-561.9576472361284,0.9566065496294387,-1.0402773042669706,84.86177129645574
sub2,769,402,365,0.5241199478487614,1.0511818106151198,0.024906879113612727,19.153390038368187,-25.64765264465808,0.9768154081601332,-1.0252673864083066,25.21390758821205
sub3,874,426,447,0.4879725085910653,0.8882852626427465,-0.05912691942605293,-51.67692757837026,-788.0529873840736,0.9645596137189417,-1.0344575162202119,81.14229122861042
