period,group,n_trades,pct_of_period,wins,losses,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_dd_r,max_dd_usd,max_losing_streak,muestra_insuficiente
completo,G1_LONG_alineado,193,7.8011317704122884,100,92,0.5208333333333334,1.0167045173114653,0.008245489070880642,1.5913793906799638,-33.28572004052798,0.9685778912930343,-1.0335825702871595,11.531958493003964,266.5973102923443,6,False
completo,G2_LONG_contra,121,4.890864995957963,42,79,0.34710743801652894,0.49359605317058947,-0.34177590013657366,-41.35488391652542,-398.79356748623854,0.9597367217711298,-1.033719319378644,45.35516191273979,448.05482725952305,9,False
completo,G3_LONG_neutral,875,35.367825383993534,413,461,0.47254004576659037,0.8340515265887509,-0.0906197454445066,-79.29227726394328,-961.1772981888564,0.9639992582172814,-1.03646992288972,83.39618354502936,1033.0332829125366,6,False
completo,G4_SHORT_alineado,128,5.173807599029911,76,52,0.59375,1.3723751517835545,0.15582699591056845,19.94585547655276,160.49015337016954,0.9672332743067787,-1.0300744878992776,4.359334005403591,54.14620185094827,4,False
completo,G5_SHORT_contra,204,8.24575586095392,96,108,0.47058823529411764,0.8374022258056898,-0.08870150698559554,-18.09510742506149,-121.78233014420584,0.9707545780930723,-1.0304402492777445,25.44608864946861,213.24960254931057,7,False
completo,G6_SHORT_neutral,953,38.52061438965239,493,459,0.5178571428571429,1.0063084916040212,0.0031369644069625226,2.989527079835284,-21.109524775200953,0.9666761938087314,-1.0324387035303166,41.580208081393636,432.71175327614947,13,False
sub1,G1_LONG_alineado,60,7.2202166064981945,31,29,0.5166666666666667,0.9737650309990533,-0.013296239325693507,-0.7977743595416104,-106.79056587973535,0.9551949093657996,-1.0485798810303932,6.531710349308873,131.5500141914158,4,False
sub1,G2_LONG_contra,41,4.9338146811071,15,26,0.36585365853658536,0.5318317982344215,-0.3069248577949232,-12.58391916959185,-61.62937550988828,0.9530091016521357,-1.0338098343989959,15.293815575759135,77.74532384981613,7,False
sub1,G3_LONG_neutral,287,34.5367027677497,139,148,0.4843205574912892,0.8623674205377116,-0.07379430022106583,-21.17896416344589,-193.02053755197093,0.954686995567634,-1.0397328145091018,34.96654931765234,293.456428207539,6,False
sub1,G4_SHORT_alineado,51,6.137184115523466,29,22,0.5686274509803921,1.2213801528463697,0.09895004934153703,5.046452516418388,18.574699672130464,0.9600644063891741,-1.0361552394939844,4.359334005403591,53.658552735008925,3,False
sub1,G5_SHORT_contra,69,8.303249097472925,29,40,0.42028985507246375,0.6695554774982616,-0.19964312130760703,-13.775375370224886,-27.217450898959214,0.9624838565837187,-1.0421851802788182,17.67675243727685,60.46089093962928,7,False
sub1,G6_SHORT_neutral,323,38.86883273164862,149,174,0.4613003095975232,0.7878679533179433,-0.11889284387639083,-38.40238857207424,-191.87441706770505,0.957236219661095,-1.0404056626527436,41.580208081393636,194.49408919619282,13,False
sub2,G1_LONG_alineado,78,10.143042912873861,44,34,0.5641025641025641,1.2397803566036336,0.10685296177467499,8.334531018424649,237.29761032919316,0.9793989633327211,-1.0223242167122084,7.295051496165157,123.81233926014374,5,False
sub2,G2_LONG_contra,29,3.7711313394018204,7,22,0.2413793103448276,0.3002938270801055,-0.546550349261538,-15.849960128584604,-206.65658708525348,0.9717640612768343,-1.029650388978293,15.826623116107992,219.26027698370893,7,False
sub2,G3_LONG_neutral,232,30.169050715214563,115,116,0.49783549783549785,0.9442712473591194,-0.028690460148042003,-6.656186754345745,-107.52263136861603,0.9773404739503448,-1.0296465931303092,16.56983849247571,396.9040115838114,5,False
sub2,G4_SHORT_alineado,26,3.3810143042912877,17,9,0.6538461538461539,1.7951012380941793,0.282504225291304,7.345109857573903,74.85293621996334,0.9754744329512363,-1.0264395002885682,3.29334043022308,36.23694900218379,2,False
sub2,G5_SHORT_contra,94,12.22366710013004,46,48,0.48936170212765956,0.9195151469895299,-0.04191621595123041,-3.9401242994156584,-140.8101825705421,0.978581099645437,-1.0198928100647036,11.274924976162929,194.04948744621925,4,False
sub2,G6_SHORT_neutral,310,40.31209362808843,173,136,0.5598705501618123,1.2149744130755356,0.09651619466037309,29.920020344715656,117.19120183059707,0.975675958477718,-1.0233783009152628,11.160456643214504,312.59309403385487,6,False
sub3,G1_LONG_alineado,55,6.292906178489703,25,29,0.46296296296296297,0.8024697750207263,-0.1080977685127832,-5.945377268203076,-163.79276448998579,0.9661277020929565,-1.0317847085628353,11.531958493003964,231.52569741174176,6,False
sub3,G2_LONG_contra,51,5.835240274599542,20,31,0.39215686274509803,0.5978831430101195,-0.2533530317323326,-12.921004618348963,-130.50760489109683,0.9605728680333785,-1.0365310315811784,14.023729904658486,149.8243263017351,9,False
