cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,max_concurrent_por_direccion,n_trades,n_win,n_loss,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_drawdown_r,max_drawdown_usd,longest_losing_streak,total_costs_usd,swap_total_usd,commission_total_usd,n_long,n_short
cfg_0010,8,200,0.2,2.0,2,3235,1068,2165,0.33034333436436747,0.9270104417595061,-0.05083306771220774,-164.44497404899204,-1338.7907438124041,1.9541020441013324,-1.0406434829417948,178.2358335584696,1515.0001830392946,17,799.1960000000352,-134.21100000000015,0.0,1619,1616
cfg_0011,8,200,0.2,2.0,3,3235,1068,2165,0.33034333436436747,0.9270104417595061,-0.05083306771220774,-164.44497404899204,-1338.7907438124041,1.9541020441013324,-1.0406434829417948,178.2358335584696,1515.0001830392946,17,799.1960000000352,-134.21100000000015,0.0,1619,1616
cfg_0012,8,200,0.2,2.5,1,2678,763,1909,0.28555389221556887,0.9452283045330546,-0.04065597907174093,-108.8767119541222,-848.818580547277,2.455000318920513,-1.0412928435277782,123.03558057443098,1306.8642770997744,17,698.4850000000513,-144.45200000000008,0.0,1364,1314
cfg_0013,8,200,0.2,2.5,2,2678,763,1909,0.28555389221556887,0.9452283045330546,-0.04065597907174093,-108.8767119541222,-848.818580547277,2.455000318920513,-1.0412928435277782,123.03558057443098,1306.8642770997744,17,698.4850000000513,-144.45200000000008,0.0,1364,1314
cfg_0014,8,200,0.2,2.5,3,2678,763,1909,0.28555389221556887,0.9452283045330546,-0.04065597907174093,-108.8767119541222,-848.818580547277,2.455000318920513,-1.0412928435277782,123.03558057443098,1306.8642770997744,17,698.4850000000513,-144.45200000000008,0.0,1364,1314
cfg_0015,8,200,0.2,3.0,1,2240,520,1710,0.23318385650224216,0.8686441367144625,-0.10443963452071124,-233.94478132639318,-1915.029882353282,2.954122668195715,-1.0415204180400526,242.18314200640643,2218.5527220221143,26,619.4395000000261,-157.38799999999995,0.0,1133,1107
cfg_0016,8,200,0.2,3.0,2,2240,520,1710,0.23318385650224216,0.8686441367144625,-0.10443963452071124,-233.94478132639318,-1915.029882353282,2.954122668195715,-1.0415204180400526,242.18314200640643,2218.5527220221143,26,619.4395000000261,-157.38799999999995,0.0,1133,1107
cfg_0017,8,200,0.2,3.0,3,2240,520,1710,0.23318385650224216,0.8686441367144625,-0.10443963452071124,-233.94478132639318,-1915.029882353282,2.954122668195715,-1.0415204180400526,242.18314200640643,2218.5527220221143,26,619.4395000000261,-157.38799999999995,0.0,1133,1107
cfg_0018,8,200,0.7,0.5,1,5283,3599,1684,0.681241718720424,0.9394515786960561,-0.020119719343178064,-106.29247729000971,-185.33092620721902,0.4582392218033893,-1.042455722423045,120.31566724153089,849.0492690115408,6,1144.2115000000795,-54.43900000000004,0.0,2622,2661
cfg_0019,8,200,0.7,0.5,2,5283,3599,1684,0.681241718720424,0.9394515786960561,-0.020119719343178064,-106.29247729000971,-185.33092620721902,0.4582392218033893,-1.042455722423045,120.31566724153089,849.0492690115408,6,1144.2115000000795,-54.43900000000004,0.0,2622,2661
