cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,max_concurrent_por_direccion,n_trades,n_win,n_loss,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_drawdown_r,max_drawdown_usd,longest_losing_streak,total_costs_usd,swap_total_usd,commission_total_usd,n_long,n_short
cfg_0444,8,650,1.7,2.5,1,2181,592,1581,0.2724344224574321,0.8961046069715539,-0.0779077659436166,-169.91683752302782,-1640.1864909852654,2.460016017124373,-1.0344470279235578,174.15329729368221,1706.2424161495053,16,596.1005000000512,-144.452,0.0,1067,1114
cfg_0445,8,650,1.7,2.5,2,2181,592,1581,0.2724344224574321,0.8961046069715539,-0.0779077659436166,-169.91683752302782,-1640.1864909852654,2.460016017124373,-1.0344470279235578,174.15329729368221,1706.2424161495053,16,596.1005000000512,-144.452,0.0,1067,1114
cfg_0446,8,650,1.7,2.5,3,2181,592,1581,0.2724344224574321,0.8961046069715539,-0.0779077659436166,-169.91683752302782,-1640.1864909852654,2.460016017124373,-1.0344470279235578,174.15329729368221,1706.2424161495053,16,596.1005000000512,-144.452,0.0,1067,1114
cfg_0447,8,650,1.7,3.0,1,1890,436,1443,0.23203831825439064,0.8720307264193277,-0.10110365161723028,-191.08590155656523,-1851.328393991433,2.95787970597907,-1.0348004524530046,202.37369776590623,2005.173455498307,35,546.5435000000396,-156.30999999999995,0.0,930,960
cfg_0448,8,650,1.7,3.0,2,1890,436,1443,0.23203831825439064,0.8720307264193277,-0.10110365161723028,-191.08590155656523,-1851.328393991433,2.95787970597907,-1.0348004524530046,202.37369776590623,2005.173455498307,35,546.5435000000396,-156.30999999999995,0.0,930,960
cfg_0449,8,650,1.7,3.0,3,1890,436,1443,0.23203831825439064,0.8720307264193277,-0.10110365161723028,-191.08590155656523,-1851.328393991433,2.95787970597907,-1.0348004524530046,202.37369776590623,2005.173455498307,35,546.5435000000396,-156.30999999999995,0.0,930,960
cfg_0450,8,650,2.2,0.5,1,3413,2292,1121,0.6715499560503956,0.9159245908047425,-0.028645087867569804,-97.76568489201574,-718.9093671859164,0.46455675030700816,-1.0370470620835672,111.56632094680307,991.342627068075,8,757.3750000000678,-51.20500000000003,0.0,1678,1735
cfg_0451,8,650,2.2,0.5,2,3413,2292,1121,0.6715499560503956,0.9159245908047425,-0.028645087867569804,-97.76568489201574,-718.9093671859164,0.46455675030700816,-1.0370470620835672,111.56632094680307,991.342627068075,8,757.3750000000678,-51.20500000000003,0.0,1678,1735
cfg_0452,8,650,2.2,0.5,3,3413,2292,1121,0.6715499560503956,0.9159245908047425,-0.028645087867569804,-97.76568489201574,-718.9093671859164,0.46455675030700816,-1.0370470620835672,111.56632094680307,991.342627068075,8,757.3750000000678,-51.20500000000003,0.0,1678,1735
cfg_0453,8,650,2.2,1.0,1,3255,1583,1672,0.48632872503840247,0.8812149847173909,-0.06317174848616121,-205.62404132245473,-2065.1180204559214,0.9636363884416143,-1.0353232321923025,238.48446127272982,2341.7394676889776,10,784.6385000000719,-110.4950000000002,0.0,1604,1651
cfg_0454,8,650,2.2,1.0,2,3255,1583,1672,0.48632872503840247,0.8812149847173909,-0.06317174848616121,-205.62404132245473,-2065.1180204559214,0.9636363884416143,-1.0353232321923025,238.48446127272982,2341.7394676889776,10,784.6385000000719,-110.4950000000002,0.0,1604,1651
cfg_0455,8,650,2.2,1.0,3,3255,1583,1672,0.48632872503840247,0.8812149847173909,-0.06317174848616121,-205.62404132245473,-2065.1180204559214,0.9636363884416143,-1.0353232321923025,238.48446127272982,2341.7394676889776,10,784.6385000000719,-110.4950000000002,0.0,1604,1651
cfg_0456,8,650,2.2,1.5,1,2890,1119,1770,0.387331256490135,0.894710044097077,-0.06670612604292672,-192.78070426405824,-1705.5575367715073,1.4633513767555744,-1.03443534753689,210.2874084302615,1786.9154497159268,14,720.4980000000637,-121.81400000000016,0.0,1425,1465
cfg_0457,8,650,2.2,1.5,2,2890,1119,1770,0.387331256490135,0.894710044097077,-0.06670612604292672,-192.78070426405824,-1705.5575367715073,1.4633513767555744,-1.03443534753689,210.2874084302615,1786.9154497159268,14,720.4980000000637,-121.81400000000016,0.0,1425,1465
cfg_0458,8,650,2.2,1.5,3,2890,1119,1770,0.387331256490135,0.894710044097077,-0.06670612604292672,-192.78070426405824,-1705.5575367715073,1.4633513767555744,-1.03443534753689,210.2874084302615,1786.9154497159268,14,720.4980000000637,-121.81400000000016,0.0,1425,1465
cfg_0459,8,650,2.2,2.0,1,2464,794,1668,0.32250203086921203,0.9048827009550632,-0.06655947984732787,-164.00255834381585,-1817.7045305125002,1.9630535632285373,-1.0337013108254105,171.22785111386864,1869.2395391380446,14,637.3575000000451,-130.43800000000022,0.0,1187,1277
cfg_0460,8,650,2.2,2.0,2,2464,794,1668,0.32250203086921203,0.9048827009550632,-0.06655947984732787,-164.00255834381585,-1817.7045305125002,1.9630535632285373,-1.0337013108254105,171.22785111386864,1869.2395391380446,14,637.3575000000451,-130.43800000000022,0.0,1187,1277
cfg_0461,8,650,2.2,2.0,3,2464,794,1668,0.32250203086921203,0.9048827009550632,-0.06655947984732787,-164.00255834381585,-1817.7045305125002,1.9630535632285373,-1.0337013108254105,171.22785111386864,1869.2395391380446,14,637.3575000000451,-130.43800000000022,0.0,1187,1277
cfg_0462,8,650,2.2,2.5,1,2117,579,1530,0.27453769559032715,0.9074971039662194,-0.0690731601949053,-146.2278801326145,-1481.7791674339264,2.46187430351609,-1.0331976831249823,154.69002662131737,1581.766962623763,16,582.3530000000501,-143.37400000000002,0.0,1035,1082
cfg_0463,8,650,2.2,2.5,2,2117,579,1530,0.27453769559032715,0.9074971039662194,-0.0690731601949053,-146.2278801326145,-1481.7791674339264,2.46187430351609,-1.0331976831249823,154.69002662131737,1581.766962623763,16,582.3530000000501,-143.37400000000002,0.0,1035,1082
cfg_0464,8,650,2.2,2.5,3,2117,579,1530,0.27453769559032715,0.9074971039662194,-0.0690731601949053,-146.2278801326145,-1481.7791674339264,2.46187430351609,-1.0331976831249823,154.69002662131737,1581.766962623763,16,582.3530000000501,-143.37400000000002,0.0,1035,1082
cfg_0465,8,650,2.2,3.0,1,1808,405,1391,0.2255011135857461,0.8432609893692036,-0.12469291650289854,-225.44479303724057,-2316.701241345193,2.960183813322957,-1.0340367596336184,238.8482906587147,2497.007599036882,24,531.0105000000385,-157.38799999999992,0.0,880,928
cfg_0466,8,650,2.2,3.0,2,1808,405,1391,0.2255011135857461,0.8432609893692036,-0.12469291650289854,-225.44479303724057,-2316.701241345193,2.960183813322957,-1.0340367596336184,238.8482906587147,2497.007599036882,24,531.0105000000385,-157.38799999999992,0.0,880,928
cfg_0467,8,650,2.2,3.0,3,1808,405,1391,0.2255011135857461,0.8432609893692036,-0.12469291650289854,-225.44479303724057,-2316.701241345193,2.960183813322957,-1.0340367596336184,238.8482906587147,2497.007599036882,24,531.0105000000385,-157.38799999999992,0.0,880,928
cfg_0468,8,650,2.7,0.5,1,3394,2272,1122,0.6694166175604007,0.9088513655483001,-0.031299069294059435,-106.22904118403773,-786.8336650944921,0.46609689333840254,-1.0385037280293123,117.22985653583801,1055.9891112653017,8,755.7675000000627,-54.439000000000036,0.0,1668,1726
cfg_0469,8,650,2.7,0.5,2,3394,2272,1122,0.6694166175604007,0.9088513655483001,-0.031299069294059435,-106.22904118403773,-786.8336650944921,0.46609689333840254,-1.0385037280293123,117.22985653583801,1055.9891112653017,8,755.7675000000627,-54.439000000000036,0.0,1668,1726
cfg_0470,8,650,2.7,0.5,3,3394,2272,1122,0.6694166175604007,0.9088513655483001,-0.031299069294059435,-106.22904118403773,-786.8336650944921,0.46609689333840254,-1.0385037280293123,117.22985653583801,1055.9891112653017,8,755.7675000000627,-54.439000000000036,0.0,1668,1726
cfg_0471,8,650,2.7,1.0,1,3207,1561,1646,0.48674773932023696,0.883678842784712,-0.06183127960508006,-198.29291369349176,-2041.4014709918233,0.9650282662850411,-1.0356634491886034,224.53663241384334,2273.744599199493,10,777.4735000000692,-113.19000000000023,0.0,1584,1623
cfg_0472,8,650,2.7,1.0,2,3207,1561,1646,0.48674773932023696,0.883678842784712,-0.06183127960508006,-198.29291369349176,-2041.4014709918233,0.9650282662850411,-1.0356634491886034,224.53663241384334,2273.744599199493,10,777.4735000000692,-113.19000000000023,0.0,1584,1623
cfg_0473,8,650,2.7,1.0,3,3207,1561,1646,0.48674773932023696,0.883678842784712,-0.06183127960508006,-198.29291369349176,-2041.4014709918233,0.9650282662850411,-1.0356634491886034,224.53663241384334,2273.744599199493,10,777.4735000000692,-113.19000000000023,0.0,1584,1623
cfg_0474,8,650,2.7,1.5,1,2835,1102,1732,0.3888496824276641,0.900952962200453,-0.06263235707745526,-177.56273231458567,-1512.3807877771137,1.4650372023753453,-1.035052646122357,189.54985900783183,1582.9709076926251,14,711.8365000000595,-125.5870000000002,0.0,1396,1439
cfg_0475,8,650,2.7,1.5,2,2835,1102,1732,0.3888496824276641,0.900952962200453,-0.06263235707745526,-177.56273231458567,-1512.3807877771137,1.4650372023753453,-1.035052646122357,189.54985900783183,1582.9709076926251,14,711.8365000000595,-125.5870000000002,0.0,1396,1439
cfg_0476,8,650,2.7,1.5,3,2835,1102,1732,0.3888496824276641,0.900952962200453,-0.06263235707745526,-177.56273231458567,-1512.3807877771137,1.4650372023753453,-1.035052646122357,189.54985900783183,1582.9709076926251,14,711.8365000000595,-125.5870000000002,0.0,1396,1439
cfg_0477,8,650,2.7,2.0,1,2380,775,1603,0.32590412111017664,0.9209697472621459,-0.054946090799314694,-130.77169610236896,-1657.516982948483,1.9643753620682711,-1.0322546867667093,138.8994590791139,1709.748430024028,13,622.860000000042,-132.05500000000018,0.0,1152,1228
cfg_0478,8,650,2.7,2.0,2,2380,775,1603,0.32590412111017664,0.9209697472621459,-0.054946090799314694,-130.77169610236896,-1657.516982948483,1.9643753620682711,-1.0322546867667093,138.8994590791139,1709.748430024028,13,622.860000000042,-132.05500000000018,0.0,1152,1228
cfg_0479,8,650,2.7,2.0,3,2380,775,1603,0.32590412111017664,0.9209697472621459,-0.054946090799314694,-130.77169610236896,-1657.516982948483,1.9643753620682711,-1.0322546867667093,138.8994590791139,1709.748430024028,13,622.860000000042,-132.05500000000018,0.0,1152,1228
cfg_0480,8,650,2.7,2.5,1,2058,558,1492,0.27219512195121953,0.898768620804603,-0.07570195577027279,-155.7946249752214,-1659.5215281414019,2.4626073222865386,-1.0314982445138927,157.61659427115015,1718.8052127924852,16,571.5800000000511,-143.913,0.0,1011,1047
cfg_0481,8,650,2.7,2.5,2,2058,558,1492,0.27219512195121953,0.898768620804603,-0.07570195577027279,-155.7946249752214,-1659.5215281414019,2.4626073222865386,-1.0314982445138927,157.61659427115015,1718.8052127924852,16,571.5800000000511,-143.913,0.0,1011,1047
cfg_0482,8,650,2.7,2.5,3,2058,558,1492,0.27219512195121953,0.898768620804603,-0.07570195577027279,-155.7946249752214,-1659.5215281414019,2.4626073222865386,-1.0314982445138927,157.61659427115015,1718.8052127924852,16,571.5800000000511,-143.913,0.0,1011,1047
cfg_0483,8,650,2.7,3.0,1,1748,391,1344,0.22536023054755044,0.8442919235421602,-0.1236656518234451,-216.16755938738206,-2354.4867715731066,2.9609280076355806,-1.0329519286115165,230.6638569102677,2541.151827806823,24,519.9185000000366,-158.46599999999995,0.0,854,894
cfg_0484,8,650,2.7,3.0,2,1748,391,1344,0.22536023054755044,0.8442919235421602,-0.1236656518234451,-216.16755938738206,-2354.4867715731066,2.9609280076355806,-1.0329519286115165,230.6638569102677,2541.151827806823,24,519.9185000000366,-158.46599999999995,0.0,854,894
cfg_0485,8,650,2.7,3.0,3,1748,391,1344,0.22536023054755044,0.8442919235421602,-0.1236656518234451,-216.16755938738206,-2354.4867715731066,2.9609280076355806,-1.0329519286115165,230.6638569102677,2541.151827806823,24,519.9185000000366,-158.46599999999995,0.0,854,894
cfg_0486,8,650,3.2,0.5,1,3349,2254,1095,0.6730367273813078,0.9285688364085241,-0.024176144434597053,-80.96590771146553,-646.6241760988353,0.4668310081132521,-1.0348885844737312,92.58924615618548,926.919577912061,7,752.2090000000655,-59.82900000000005,0.0,1647,1702
cfg_0487,8,650,3.2,0.5,2,3349,2254,1095,0.6730367273813078,0.9285688364085241,-0.024176144434597053,-80.96590771146553,-646.6241760988353,0.4668310081132521,-1.0348885844737312,92.58924615618548,926.919577912061,7,752.2090000000655,-59.82900000000005,0.0,1647,1702
cfg_0488,8,650,3.2,0.5,3,3349,2254,1095,0.6730367273813078,0.9285688364085241,-0.024176144434597053,-80.96590771146553,-646.6241760988353,0.4668310081132521,-1.0348885844737312,92.58924615618548,926.919577912061,7,752.2090000000655,-59.82900000000005,0.0,1647,1702
cfg_0489,8,650,3.2,1.0,1,3131,1535,1596,0.4902587032896838,0.8992682449213063,-0.053047457663581446,-166.0915899446735,-1843.5144454197684,0.965966621043726,-1.0331142564202964,198.59731235084936,2160.956057857412,10,765.4035000000713,-115.88500000000022,0.0,1544,1587
cfg_0490,8,650,3.2,1.0,2,3131,1535,1596,0.4902587032896838,0.8992682449213063,-0.053047457663581446,-166.0915899446735,-1843.5144454197684,0.965966621043726,-1.0331142564202964,198.59731235084936,2160.956057857412,10,765.4035000000713,-115.88500000000022,0.0,1544,1587
cfg_0491,8,650,3.2,1.0,3,3131,1535,1596,0.4902587032896838,0.8992682449213063,-0.053047457663581446,-166.0915899446735,-1843.5144454197684,0.965966621043726,-1.0331142564202964,198.59731235084936,2160.956057857412,10,765.4035000000713,-115.88500000000022,0.0,1544,1587
cfg_0492,8,650,3.2,1.5,1,2768,1082,1685,0.3910372244307915,0.9123951987310225,-0.05503557254624197,-152.33846480799778,-1309.0695857546605,1.4657250882645374,-1.0320049032266982,160.2927822607877,1417.9216169598535,12,695.8755000000594,-123.43100000000018,0.0,1352,1416
cfg_0493,8,650,3.2,1.5,2,2768,1082,1685,0.3910372244307915,0.9123951987310225,-0.05503557254624197,-152.33846480799778,-1309.0695857546605,1.4657250882645374,-1.0320049032266982,160.2927822607877,1417.9216169598535,12,695.8755000000594,-123.43100000000018,0.0,1352,1416
cfg_0494,8,650,3.2,1.5,3,2768,1082,1685,0.3910372244307915,0.9123951987310225,-0.05503557254624197,-152.33846480799778,-1309.0695857546605,1.4657250882645374,-1.0320049032266982,160.2927822607877,1417.9216169598535,12,695.8755000000594,-123.43100000000018,0.0,1352,1416
cfg_0495,8,650,3.2,2.0,1,2315,752,1560,0.32525951557093424,0.9208030533001759,-0.05502330620689203,-127.37895386895505,-1544.7164421492316,1.9659347659159856,-1.0310141862729636,147.6424877640366,1614.9443368616783,13,609.7615000000437,-130.97700000000015,0.0,1129,1186
cfg_0496,8,650,3.2,2.0,2,2315,752,1560,0.32525951557093424,0.9208030533001759,-0.05502330620689203,-127.37895386895505,-1544.7164421492316,1.9659347659159856,-1.0310141862729636,147.6424877640366,1614.9443368616783,13,609.7615000000437,-130.97700000000015,0.0,1129,1186
cfg_0497,8,650,3.2,2.0,3,2315,752,1560,0.32525951557093424,0.9208030533001759,-0.05502330620689203,-127.37895386895505,-1544.7164421492316,1.9659347659159856,-1.0310141862729636,147.6424877640366,1614.9443368616783,13,609.7615000000437,-130.97700000000015,0.0,1129,1186
cfg_0498,8,650,3.2,2.5,1,1985,528,1449,0.26707132018209406,0.876832687730199,-0.09267938618000403,-183.968581567308,-1711.3907679116082,2.4634190715418454,-1.0308128171841227,187.3930300861108,1752.5317551600308,19,559.7105000000479,-147.68599999999992,0.0,982,1003
cfg_0499,8,650,3.2,2.5,2,1985,528,1449,0.26707132018209406,0.876832687730199,-0.09267938618000403,-183.968581567308,-1711.3907679116082,2.4634190715418454,-1.0308128171841227,187.3930300861108,1752.5317551600308,19,559.7105000000479,-147.68599999999992,0.0,982,1003
cfg_0500,8,650,3.2,2.5,3,1985,528,1449,0.26707132018209406,0.876832687730199,-0.09267938618000403,-183.968581567308,-1711.3907679116082,2.4634190715418454,-1.0308128171841227,187.3930300861108,1752.5317551600308,19,559.7105000000479,-147.68599999999992,0.0,982,1003
cfg_0501,8,650,3.2,3.0,1,1676,371,1292,0.22309079975947083,0.8350783886315835,-0.1312267902209643,-219.9361004103362,-2285.1919975487585,2.96323790799523,-1.0321823711986904,234.49960602358374,2430.133502495354,24,504.58900000003587,-157.38799999999998,0.0,815,861
cfg_0502,8,650,3.2,3.0,2,1676,371,1292,0.22309079975947083,0.8350783886315835,-0.1312267902209643,-219.9361004103362,-2285.1919975487585,2.96323790799523,-1.0321823711986904,234.49960602358374,2430.133502495354,24,504.58900000003587,-157.38799999999998,0.0,815,861
cfg_0503,8,650,3.2,3.0,3,1676,371,1292,0.22309079975947083,0.8350783886315835,-0.1312267902209643,-219.9361004103362,-2285.1919975487585,2.96323790799523,-1.0321823711986904,234.49960602358374,2430.133502495354,24,504.58900000003587,-157.38799999999998,0.0,815,861
cfg_0504,8,800,0.2,0.5,1,2993,2040,953,0.6815903775476111,0.9456953212938328,-0.017994671901127354,-53.858053000074165,-268.77592347827715,0.4597622189878622,-1.0406851833528992,80.90507115782303,478.6195389426481,7,655.1000000000569,-39.347000000000016,0.0,1438,1555
cfg_0505,8,800,0.2,0.5,2,2993,2040,953,0.6815903775476111,0.9456953212938328,-0.017994671901127354,-53.858053000074165,-268.77592347827715,0.4597622189878622,-1.0406851833528992,80.90507115782303,478.6195389426481,7,655.1000000000569,-39.347000000000016,0.0,1438,1555
cfg_0506,8,800,0.2,0.5,3,2993,2040,953,0.6815903775476111,0.9456953212938328,-0.017994671901127354,-53.858053000074165,-268.77592347827715,0.4597622189878622,-1.0406851833528992,80.90507115782303,478.6195389426481,7,655.1000000000569,-39.347000000000016,0.0,1438,1555
cfg_0507,8,800,0.2,1.0,1,3035,1523,1512,0.5018121911037892,0.9314618675001539,-0.03547701205087148,-107.67273157439494,-1045.9059543674473,0.9608124924358041,-1.0390146544670136,149.09185018737918,1408.570687146893,9,701.515500000062,-77.0770000000001,0.0,1459,1576
cfg_0508,8,800,0.2,1.0,2,3035,1523,1512,0.5018121911037892,0.9314618675001539,-0.03547701205087148,-107.67273157439494,-1045.9059543674473,0.9608124924358041,-1.0390146544670136,149.09185018737918,1408.570687146893,9,701.515500000062,-77.0770000000001,0.0,1459,1576
cfg_0509,8,800,0.2,1.0,3,3035,1523,1512,0.5018121911037892,0.9314618675001539,-0.03547701205087148,-107.67273157439494,-1045.9059543674473,0.9608124924358041,-1.0390146544670136,149.09185018737918,1408.570687146893,9,701.515500000062,-77.0770000000001,0.0,1459,1576
cfg_0510,8,800,0.2,1.5,1,2874,1144,1729,0.39819004524886875,0.9298206475976126,-0.04384067922916461,-125.9981121046191,-1030.2025456936597,1.458641757804574,-1.0383880661812197,147.4615101275144,1636.8450173463425,13,696.8655000000529,-106.72200000000014,0.0,1382,1492
cfg_0511,8,800,0.2,1.5,2,2874,1144,1729,0.39819004524886875,0.9298206475976126,-0.04384067922916461,-125.9981121046191,-1030.2025456936597,1.458641757804574,-1.0383880661812197,147.4615101275144,1636.8450173463425,13,696.8655000000529,-106.72200000000014,0.0,1382,1492
cfg_0512,8,800,0.2,1.5,3,2874,1144,1729,0.39819004524886875,0.9298206475976126,-0.04384067922916461,-125.9981121046191,-1030.2025456936597,1.458641757804574,-1.0383880661812197,147.4615101275144,1636.8450173463425,13,696.8655000000529,-106.72200000000014,0.0,1382,1492
cfg_0513,8,800,0.2,2.0,1,2574,847,1725,0.32931570762052875,0.9265075157354685,-0.051154684189479896,-131.67215710372125,-1259.5918740776933,1.9579714089100226,-1.0386325355769745,148.14939079609525,1335.6575555908541,14,647.2390000000364,-120.73600000000017,0.0,1232,1342
cfg_0514,8,800,0.2,2.0,2,2574,847,1725,0.32931570762052875,0.9265075157354685,-0.051154684189479896,-131.67215710372125,-1259.5918740776933,1.9579714089100226,-1.0386325355769745,148.14939079609525,1335.6575555908541,14,647.2390000000364,-120.73600000000017,0.0,1232,1342
cfg_0515,8,800,0.2,2.0,3,2574,847,1725,0.32931570762052875,0.9265075157354685,-0.051154684189479896,-131.67215710372125,-1259.5918740776933,1.9579714089100226,-1.0386325355769745,148.14939079609525,1335.6575555908541,14,647.2390000000364,-120.73600000000017,0.0,1232,1342
cfg_0516,8,800,0.2,2.5,1,2273,646,1621,0.28495809439788267,0.9467010178295991,-0.039451013930351275,-89.67215466368845,-1105.973135495138,2.4566227449537497,-1.037900389209047,101.92514622208333,1429.237693161133,16,598.4860000000397,-130.97700000000015,0.0,1108,1165
cfg_0517,8,800,0.2,2.5,2,2273,646,1621,0.28495809439788267,0.9467010178295991,-0.039451013930351275,-89.67215466368845,-1105.973135495138,2.4566227449537497,-1.037900389209047,101.92514622208333,1429.237693161133,16,598.4860000000397,-130.97700000000015,0.0,1108,1165
cfg_0518,8,800,0.2,2.5,3,2273,646,1621,0.28495809439788267,0.9467010178295991,-0.039451013930351275,-89.67215466368845,-1105.973135495138,2.4566227449537497,-1.037900389209047,101.92514622208333,1429.237693161133,16,598.4860000000397,-130.97700000000015,0.0,1108,1165
cfg_0519,8,800,0.2,3.0,1,1990,472,1506,0.23862487360970677,0.9007040681200552,-0.0780408205583447,-155.30123291110596,-1455.8599319598497,2.9549294649739686,-1.0385286350336298,162.26326889503224,1626.1962290250858,25,552.9945000000221,-146.608,0.0,951,1039
cfg_0520,8,800,0.2,3.0,2,1990,472,1506,0.23862487360970677,0.9007040681200552,-0.0780408205583447,-155.30123291110596,-1455.8599319598497,2.9549294649739686,-1.0385286350336298,162.26326889503224,1626.1962290250858,25,552.9945000000221,-146.608,0.0,951,1039
cfg_0521,8,800,0.2,3.0,3,1990,472,1506,0.23862487360970677,0.9007040681200552,-0.0780408205583447,-155.30123291110596,-1455.8599319598497,2.9549294649739686,-1.0385286350336298,162.26326889503224,1626.1962290250858,25,552.9945000000221,-146.608,0.0,951,1039
cfg_0522,8,800,0.7,0.5,1,2969,2014,955,0.6783428763893566,0.938596875405384,-0.020512112623501843,-60.90046237917697,-370.39831222883396,0.4622210889671053,-1.0385484141978292,82.53158543051728,531.1492678174728,7,652.308500000059,-40.96400000000002,0.0,1425,1544
cfg_0523,8,800,0.7,0.5,2,2969,2014,955,0.6783428763893566,0.938596875405384,-0.020512112623501843,-60.90046237917697,-370.39831222883396,0.4622210889671053,-1.0385484141978292,82.53158543051728,531.1492678174728,7,652.308500000059,-40.96400000000002,0.0,1425,1544
cfg_0524,8,800,0.7,0.5,3,2969,2014,955,0.6783428763893566,0.938596875405384,-0.020512112623501843,-60.90046237917697,-370.39831222883396,0.4622210889671053,-1.0385484141978292,82.53158543051728,531.1492678174728,7,652.308500000059,-40.96400000000002,0.0,1425,1544
cfg_0525,8,800,0.7,1.0,1,3016,1502,1514,0.4980106100795756,0.9203652218084101,-0.041477107081271496,-125.09495495711484,-1246.5450696799644,0.9625588405613802,-1.0375550419288693,164.54403179818124,1487.2318099522477,9,704.8230000000563,-84.62300000000012,0.0,1446,1570
cfg_0526,8,800,0.7,1.0,2,3016,1502,1514,0.4980106100795756,0.9203652218084101,-0.041477107081271496,-125.09495495711484,-1246.5450696799644,0.9625588405613802,-1.0375550419288693,164.54403179818124,1487.2318099522477,9,704.8230000000563,-84.62300000000012,0.0,1446,1570
cfg_0527,8,800,0.7,1.0,3,3016,1502,1514,0.4980106100795756,0.9203652218084101,-0.041477107081271496,-125.09495495711484,-1246.5450696799644,0.9625588405613802,-1.0375550419288693,164.54403179818124,1487.2318099522477,9,704.8230000000563,-84.62300000000012,0.0,1446,1570
cfg_0528,8,800,0.7,1.5,1,2826,1126,1699,0.3985840707964602,0.934292373426063,-0.04094559015222883,-115.71223777019867,-969.044784666738,1.4605845537233422,-1.036501973539494,138.57956099275825,1521.5931778808135,13,692.1560000000532,-111.03400000000013,0.0,1363,1463
cfg_0529,8,800,0.7,1.5,2,2826,1126,1699,0.3985840707964602,0.934292373426063,-0.04094559015222883,-115.71223777019867,-969.044784666738,1.4605845537233422,-1.036501973539494,138.57956099275825,1521.5931778808135,13,692.1560000000532,-111.03400000000013,0.0,1363,1463
cfg_0530,8,800,0.7,1.5,3,2826,1126,1699,0.3985840707964602,0.934292373426063,-0.04094559015222883,-115.71223777019867,-969.044784666738,1.4605845537233422,-1.036501973539494,138.57956099275825,1521.5931778808135,13,692.1560000000532,-111.03400000000013,0.0,1363,1463
cfg_0531,8,800,0.7,2.0,1,2512,815,1695,0.3247011952191235,0.909879030521793,-0.06305777928148391,-158.40114155508758,-1527.6329440955308,1.960352225524924,-1.0369617799113133,163.69655709231253,1599.3254922550736,15,638.0015000000351,-123.97000000000017,0.0,1198,1314
cfg_0532,8,800,0.7,2.0,2,2512,815,1695,0.3247011952191235,0.909879030521793,-0.06305777928148391,-158.40114155508758,-1527.6329440955308,1.960352225524924,-1.0369617799113133,163.69655709231253,1599.3254922550736,15,638.0015000000351,-123.97000000000017,0.0,1198,1314
cfg_0533,8,800,0.7,2.0,3,2512,815,1695,0.3247011952191235,0.909879030521793,-0.06305777928148391,-158.40114155508758,-1527.6329440955308,1.960352225524924,-1.0369617799113133,163.69655709231253,1599.3254922550736,15,638.0015000000351,-123.97000000000017,0.0,1198,1314
cfg_0534,8,800,0.7,2.5,1,2201,607,1587,0.27666362807657247,0.9121327466657194,-0.06566615157206904,-144.53119961012396,-1517.4599329194853,2.459415668036641,-1.0364721323448671,159.4068898200223,1715.0713685705227,16,589.9190000000381,-136.90600000000006,0.0,1070,1131
cfg_0535,8,800,0.7,2.5,2,2201,607,1587,0.27666362807657247,0.9121327466657194,-0.06566615157206904,-144.53119961012396,-1517.4599329194853,2.459415668036641,-1.0364721323448671,159.4068898200223,1715.0713685705227,16,589.9190000000381,-136.90600000000006,0.0,1070,1131
cfg_0536,8,800,0.7,2.5,3,2201,607,1587,0.27666362807657247,0.9121327466657194,-0.06566615157206904,-144.53119961012396,-1517.4599329194853,2.459415668036641,-1.0364721323448671,159.4068898200223,1715.0713685705227,16,589.9190000000381,-136.90600000000006,0.0,1070,1131
cfg_0537,8,800,0.7,3.0,1,1933,454,1467,0.23633524206142634,0.8921689698099641,-0.08481299385580408,-163.9435171232693,-1626.5952309224685,2.9571563129399645,-1.0363832365388457,173.02421429847035,1780.3192181630939,24,543.314500000025,-147.68599999999998,0.0,928,1005
cfg_0538,8,800,0.7,3.0,2,1933,454,1467,0.23633524206142634,0.8921689698099641,-0.08481299385580408,-163.9435171232693,-1626.5952309224685,2.9571563129399645,-1.0363832365388457,173.02421429847035,1780.3192181630939,24,543.314500000025,-147.68599999999998,0.0,928,1005
cfg_0539,8,800,0.7,3.0,3,1933,454,1467,0.23633524206142634,0.8921689698099641,-0.08481299385580408,-163.9435171232693,-1626.5952309224685,2.9571563129399645,-1.0363832365388457,173.02421429847035,1780.3192181630939,24,543.314500000025,-147.68599999999998,0.0,928,1005
cfg_0540,8,800,1.2,0.5,1,2953,2002,951,0.6779546224178801,0.9415533086068326,-0.019517159075156703,-57.63417074893774,-450.0065672984656,0.4635455259822514,-1.0364377642117824,76.19166840364684,580.941535910868,7,653.6705000000593,-45.81500000000002,0.0,1415,1538
cfg_0541,8,800,1.2,0.5,2,2953,2002,951,0.6779546224178801,0.9415533086068326,-0.019517159075156703,-57.63417074893774,-450.0065672984656,0.4635455259822514,-1.0364377642117824,76.19166840364684,580.941535910868,7,653.6705000000593,-45.81500000000002,0.0,1415,1538
cfg_0542,8,800,1.2,0.5,3,2953,2002,951,0.6779546224178801,0.9415533086068326,-0.019517159075156703,-57.63417074893774,-450.0065672984656,0.4635455259822514,-1.0364377642117824,76.19166840364684,580.941535910868,7,653.6705000000593,-45.81500000000002,0.0,1415,1538
