cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,max_concurrent_por_direccion,full_n_trades,full_win_rate,full_net_r,full_expectancy_r,full_pf,full_max_dd_r,positive_subperiods,sub2_only_positive,sub2_share_of_net_r,sub1_n_trades,sub1_win_rate,sub1_net_r,sub1_expectancy_r,sub1_profit_factor,sub1_max_drawdown_r,sub2_n_trades,sub2_win_rate,sub2_net_r,sub2_expectancy_r,sub2_profit_factor,sub2_max_drawdown_r,sub3_n_trades,sub3_win_rate,sub3_net_r,sub3_expectancy_r,sub3_profit_factor,sub3_max_drawdown_r
cfg_1926,17,200,1.2,0.5,1,3591,0.7006404901141743,62.21265796978254,0.017324605393980102,1.0559277294628335,25.133773090638925,2,False,0.5607667407341446,1165,0.688412017167382,-10.050531271090064,-0.008627065468746836,0.9734687368561016,25.133773090638925,1173,0.7024722932651322,34.88678944212306,0.029741508475808236,1.0976585537213472,17.26746683698035,1256,0.7109872611464968,38.79548382647763,0.030888124065666902,1.1030867939600915,12.478377189845983
cfg_1927,17,200,1.2,0.5,2,3591,0.7006404901141743,62.21265796978254,0.017324605393980102,1.0559277294628335,25.133773090638925,2,False,0.5607667407341446,1165,0.688412017167382,-10.050531271090064,-0.008627065468746836,0.9734687368561016,25.133773090638925,1173,0.7024722932651322,34.88678944212306,0.029741508475808236,1.0976585537213472,17.26746683698035,1256,0.7109872611464968,38.79548382647763,0.030888124065666902,1.1030867939600915,12.478377189845983
cfg_1928,17,200,1.2,0.5,3,3591,0.7006404901141743,62.21265796978254,0.017324605393980102,1.0559277294628335,25.133773090638925,2,False,0.5607667407341446,1165,0.688412017167382,-10.050531271090064,-0.008627065468746836,0.9734687368561016,25.133773090638925,1173,0.7024722932651322,34.88678944212306,0.029741508475808236,1.0976585537213472,17.26746683698035,1256,0.7109872611464968,38.79548382647763,0.030888124065666902,1.1030867939600915,12.478377189845983
cfg_1944,17,200,1.7,0.5,1,3557,0.6980601630587574,52.45575547748973,0.014747190182032537,1.047189229332194,31.27832711156968,2,False,0.5617280811601506,1147,0.6800348735832606,-21.130334347814454,-0.018422261855112865,0.944691823861497,31.27832711156968,1166,0.6998284734133791,29.465870870176367,0.02527090126087167,1.0818327114625002,18.123319710290218,1247,0.7137129109863672,45.540896672807435,0.03652036621716715,1.1232517833651245,9.895868806236075
cfg_1945,17,200,1.7,0.5,2,3557,0.6980601630587574,52.45575547748973,0.014747190182032537,1.047189229332194,31.27832711156968,2,False,0.5617280811601506,1147,0.6800348735832606,-21.130334347814454,-0.018422261855112865,0.944691823861497,31.27832711156968,1166,0.6998284734133791,29.465870870176367,0.02527090126087167,1.0818327114625002,18.123319710290218,1247,0.7137129109863672,45.540896672807435,0.03652036621716715,1.1232517833651245,9.895868806236075
cfg_1946,17,200,1.7,0.5,3,3557,0.6980601630587574,52.45575547748973,0.014747190182032537,1.047189229332194,31.27832711156968,2,False,0.5617280811601506,1147,0.6800348735832606,-21.130334347814454,-0.018422261855112865,0.944691823861497,31.27832711156968,1166,0.6998284734133791,29.465870870176367,0.02527090126087167,1.0818327114625002,18.123319710290218,1247,0.7137129109863672,45.540896672807435,0.03652036621716715,1.1232517833651245,9.895868806236075
cfg_1962,17,200,2.2,0.5,1,3527,0.6988942444003402,61.01019836088055,0.017298043198435087,1.0556403204032383,26.828802624390114,2,False,0.3892716343172621,1134,0.6843033509700176,-12.667796147701594,-0.01117089607381093,0.9659622148856238,26.828802624390114,1166,0.6955403087478559,23.749539625960317,0.02036838732929701,1.065276717888594,21.487978125758936,1230,0.7162601626016261,51.35069620338367,0.04174853349868591,1.1424332494947516,12.370076413533075
cfg_1963,17,200,2.2,0.5,2,3527,0.6988942444003402,61.01019836088055,0.017298043198435087,1.0556403204032383,26.828802624390114,2,False,0.3892716343172621,1134,0.6843033509700176,-12.667796147701594,-0.01117089607381093,0.9659622148856238,26.828802624390114,1166,0.6955403087478559,23.749539625960317,0.02036838732929701,1.065276717888594,21.487978125758936,1230,0.7162601626016261,51.35069620338367,0.04174853349868591,1.1424332494947516,12.370076413533075
cfg_1964,17,200,2.2,0.5,3,3527,0.6988942444003402,61.01019836088055,0.017298043198435087,1.0556403204032383,26.828802624390114,2,False,0.3892716343172621,1134,0.6843033509700176,-12.667796147701594,-0.01117089607381093,0.9659622148856238,26.828802624390114,1166,0.6955403087478559,23.749539625960317,0.02036838732929701,1.065276717888594,21.487978125758936,1230,0.7162601626016261,51.35069620338367,0.04174853349868591,1.1424332494947516,12.370076413533075
cfg_1980,17,200,2.7,0.5,1,3499,0.6964847099171192,53.12700226347421,0.01518348164146162,1.048555229692819,24.338951847715823,2,False,0.2232188489877145,1129,0.6837909654561559,-11.029129459783928,-0.009768936633998164,0.9701898600612456,24.338951847715823,1154,0.6880415944540728,11.858948295420415,0.010276385004697066,1.0321909592066743,20.382421494815222,1219,0.7169811320754716,53.72095477918067,0.044069692189647805,1.150988957104705,15.237019113784857
cfg_1981,17,200,2.7,0.5,2,3499,0.6964847099171192,53.12700226347421,0.01518348164146162,1.048555229692819,24.338951847715823,2,False,0.2232188489877145,1129,0.6837909654561559,-11.029129459783928,-0.009768936633998164,0.9701898600612456,24.338951847715823,1154,0.6880415944540728,11.858948295420415,0.010276385004697066,1.0321909592066743,20.382421494815222,1219,0.7169811320754716,53.72095477918067,0.044069692189647805,1.150988957104705,15.237019113784857
cfg_1982,17,200,2.7,0.5,3,3499,0.6964847099171192,53.12700226347421,0.01518348164146162,1.048555229692819,24.338951847715823,2,False,0.2232188489877145,1129,0.6837909654561559,-11.029129459783928,-0.009768936633998164,0.9701898600612456,24.338951847715823,1154,0.6880415944540728,11.858948295420415,0.010276385004697066,1.0321909592066743,20.382421494815222,1219,0.7169811320754716,53.72095477918067,0.044069692189647805,1.150988957104705,15.237019113784857
cfg_1999,17,200,3.2,0.5,2,3459,0.6938421509106678,43.33214664815467,0.01252736243080505,1.0397773235082575,28.80950940348904,2,False,0.11701028104973354,1112,0.6798561151079137,-15.170488439081385,-0.013642525574713476,0.9587606897030775,28.80950940348904,1141,0.6836108676599474,5.070306657788847,0.0044437394020936435,1.0137370959341767,22.563295013802616,1209,0.71712158808933,54.85759393736894,0.0453743539597758,1.1556608565676671,13.167011490319096
cfg_2394,17,800,0.2,0.5,1,2222,0.6984698469846985,34.09067780470923,0.015342339246043758,1.049325192960397,29.864536428972606,2,False,0.6506236835112799,744,0.6774193548387096,-17.50571941913775,-0.023529192767658268,0.9299054472377535,28.250497753181072,697,0.703012912482066,22.18020236669615,0.03182238503112791,1.1048732280085392,12.325738753714454,782,0.7161125319693095,31.386973801572076,0.04013679514267529,1.137124388180444,10.872201387872769
cfg_2395,17,800,0.2,0.5,2,2222,0.6984698469846985,34.09067780470923,0.015342339246043758,1.049325192960397,29.864536428972606,2,False,0.6506236835112799,744,0.6774193548387096,-17.50571941913775,-0.023529192767658268,0.9299054472377535,28.250497753181072,697,0.703012912482066,22.18020236669615,0.03182238503112791,1.1048732280085392,12.325738753714454,782,0.7161125319693095,31.386973801572076,0.04013679514267529,1.137124388180444,10.872201387872769
cfg_2396,17,800,0.2,0.5,3,2222,0.6984698469846985,34.09067780470923,0.015342339246043758,1.049325192960397,29.864536428972606,2,False,0.6506236835112799,744,0.6774193548387096,-17.50571941913775,-0.023529192767658268,0.9299054472377535,28.250497753181072,697,0.703012912482066,22.18020236669615,0.03182238503112791,1.1048732280085392,12.325738753714454,782,0.7161125319693095,31.386973801572076,0.04013679514267529,1.137124388180444,10.872201387872769
cfg_2538,20,200,0.7,0.5,1,3348,0.6998207885304659,50.55113760169825,0.015098906093697207,1.0484783016789005,34.83366256719993,2,False,1.3513472314428565,1072,0.6781716417910447,-27.9201223053145,-0.026044890210181436,0.9227134008182972,34.83366256719993,1116,0.7240143369175627,68.31213984434181,0.06121159484260019,1.2156953692194938,11.05798617397646,1161,0.6976744186046512,12.151937824533604,0.010466785378581915,1.033404912513266,26.227753363441124
cfg_2540,20,200,0.7,0.5,3,3348,0.6998207885304659,50.55113760169825,0.015098906093697207,1.0484783016789005,34.83366256719993,2,False,1.3513472314428565,1072,0.6781716417910447,-27.9201223053145,-0.026044890210181436,0.9227134008182972,34.83366256719993,1116,0.7240143369175627,68.31213984434181,0.06121159484260019,1.2156953692194938,11.05798617397646,1161,0.6976744186046512,12.151937824533604,0.010466785378581915,1.033404912513266,26.227753363441124
