signal_bar,entry_bar,exit_bar,entry_time_utc,direction,entry_price,stop,target,exit_price,outcome,pnl_r,pnl_usd,nights_held,sub_periodo,session_utc,hour_utc,weekday,weekday_num,rsi_entry,adx_entry,atr_entry,atr_pct_entry,ema_entry,close_entry,dist_ema,dist_ema_abs,dist_ema_atr,htf_resistencia,htf_soporte,htf_width,htf_width_atr,htf_pos_in_block,htf_age_bars,d1_trend,aligned_with_d1,divergencia_score,divergencia_reason,tendencia_score,tendencia_reason,cvp_score,cvp_reason,cvp_margin,cvp_n_closed_before,cvp_aciertos_pct_causal,nodo_score,nodo_reason
20584,20585,20601,2025-07-29T22:40:03+00:00,SHORT,3327.319057172722,3329.30416684,3325.3339475054436,3329.30416684,loss,-1.080600081011759,-2.1451096672781205,1,sub1,Post-NY / transicion,22,Martes,1,49.80593597417655,12.901015560748812,1.2256649359349292,0.03684287855614977,3327.2292022230727,3326.735,-0.49420222307253425,0.49420222307253425,0.40321152101455854,3329.171,3325.956,3.2149999999996908,2.62306598299421,0.24230171073097084,8,bajista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -8.6 pts (45.4% aciertos vs 54.0% necesario) (gate desactivado en esta fase, se registra igual)",-8.593898573918203,493,45.436105476673426,-1,"POC~3328.032, zona 3326.626-3328.367 -- nodo en el camino a la salida"
20613,20614,20620,2025-07-30T01:05:03+00:00,SHORT,3329.3048467518997,3333.80634692,3324.8033465837993,3324.8033465837993,win,0.9644562936743434,4.341500168100538,0,sub1,Asia,1,Miercoles,2,58.22893404177403,18.171784985600034,1.8056853307243272,0.05421031234377151,3329.5485626362233,3330.889,1.3404373637768003,1.3404373637768003,0.7423427221613974,3333.673,3325.956,7.7169999999996435,4.273723593304083,0.6392380458727771,37,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.4 pts (45.3% aciertos vs 51.8% necesario) (gate desactivado en esta fase, se registra igual)",-6.433055761628573,494,45.34412955465587,-1,"POC~3328.046, zona 3326.921-3330.136 -- nodo en el camino a la salida"
20625,20626,20628,2025-07-30T02:05:03+00:00,LONG,3326.136175677813,3321.72912552,3330.543225835626,3330.543225835626,win,0.9636945361930591,4.247050157813192,0,sub1,Asia,2,Miercoles,2,50.839235935826025,20.40407861486332,2.0696275052387807,0.062195297286588326,3326.3655332658413,3327.627,1.2614667341586028,1.2614667341586028,0.6095139009147749,3333.673,3321.862,11.810999999999694,5.706824039641382,0.4881043095419543,49,sin_secuencia,,-1,divergencia bajista RSI vigente -- en contra de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.4 pts (45.5% aciertos vs 51.8% necesario) (gate desactivado en esta fase, se registra igual)",-6.360727735803245,495,45.45454545454545,-1,"POC~3327.521, zona 3326.291-3331.212 -- nodo en el camino a la salida"
20722,20723,20723,2025-07-30T10:10:03+00:00,SHORT,3331.148216998184,3334.1853620800002,3328.111071916368,3328.111071916368,win,0.9473189473371552,2.877145081816252,0,sub1,Londres,10,Miercoles,2,47.39266986959468,11.872983395830971,2.1878001189944833,0.06569556030984482,3331.0038759215404,3330.21,-0.7938759215403479,0.7938759215403479,0.36286492291865063,3334.052,3321.862,12.190000000000055,5.57180699194888,0.6848236259228809,146,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -7.1 pts (45.6% aciertos vs 52.6% necesario) (gate desactivado en esta fase, se registra igual)",-7.069536504112378,496,45.564516129032256,-1,"POC~3327.703, zona 3325.925-3331.512 -- nodo en el camino a la salida"
20738,20739,20741,2025-07-30T11:30:03+00:00,SHORT,3328.4983174765175,3330.5132152,3326.483419753035,3326.483419753035,win,0.920591502915936,1.8548977234827362,0,sub1,Londres,11,Miercoles,2,46.235683146414075,14.679564359495442,2.0208577074455425,0.06071779761989733,3328.4645763262843,3328.279,-0.1855763262842629,0.1855763262842629,0.09183047653505498,3330.38,3327.259,3.1210000000000946,1.5443937435581165,0.326818327459132,2,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -8.3 pts (45.7% aciertos vs 54.0% necesario) (gate desactivado en esta fase, se registra igual)",-8.296380588613253,497,45.67404426559356,-1,"POC~3328.104, zona 3327.259-3329.210 -- nodo en el camino a la salida"
20748,20749,20751,2025-07-30T12:20:03+00:00,SHORT,3328.4629327252824,3332.03727616,3324.8885892905646,3324.8885892905646,win,0.9552365342273027,3.414343434717921,0,sub1,Londres/NY (overlap),12,Miercoles,2,50.553026167211925,12.914167186995211,2.3118986303249676,0.0694495560027675,3328.5284815367777,3328.889,0.36051846322243364,0.36051846322243364,0.1559404285696376,3331.904,3323.966,7.938000000000102,3.4335415471414126,0.6201814058957126,12,sin_secuencia,,-1,divergencia alcista RSI vigente -- en contra de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.5 pts (45.8% aciertos vs 52.2% necesario) (gate desactivado en esta fase, se registra igual)",-6.455040758516418,498,45.78313253012048,-1,"POC~3327.439, zona 3326.612-3330.250 -- nodo en el camino a la salida"
20795,20796,20808,2025-07-30T16:15:03+00:00,LONG,3294.121619293684,3288.443457,3299.799781587368,3299.799781587368,win,0.9718218691674554,5.518162293684327,0,sub1,Nueva York,16,Miercoles,2,38.6249044254865,41.448784315052485,2.9307121401952676,0.08897211599858977,3294.0978317100403,3293.967,-0.13083171004018368,0.13083171004018368,0.044641610564818766,3331.904,3288.575,43.32900000000018,14.784461225561802,0.1244432135521304,59,sin_secuencia,,1,divergencia alcista RSI vigente -- a favor de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.5 pts (45.9% aciertos vs 51.4% necesario) (gate desactivado en esta fase, se registra igual)",-5.517122974494249,499,45.89178356713427,-1,"POC~3303.921, zona 3290.380-3317.461 -- nodo en el camino a la salida"
20842,20843,20873,2025-07-30T20:10:03+00:00,LONG,3274.845093946017,3267.90327864,3281.7869092520345,3281.7869092520345,win,0.9769512738460268,6.781815306017506,0,sub1,Nueva York,20,Miercoles,2,36.959285415821995,41.05124277628823,4.31357055747384,0.1317641400136066,3274.669848723553,3273.706,-0.9638487235529283,0.9638487235529283,0.22344568396659956,3331.904,3268.034,63.86999999999989,14.806759075572913,0.08880538594019156,106,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -5.2 pts (46.0% aciertos vs 51.2% necesario) (gate desactivado en esta fase, se registra igual)",-5.152436307699709,500,46.0,-1,"POC~3298.638, zona 3278.679-3315.936 -- nodo en el camino a la salida"
20894,20895,20899,2025-07-31T01:30:03+00:00,SHORT,3287.4917165833467,3291.50265484,3283.4807783266933,3291.50265484,loss,-1.0398909157313616,-4.170938256653244,0,sub1,Asia,1,Jueves,3,57.04759736678809,30.026796908405874,2.562980445849764,0.07795028558215177,3287.5649909551394,3287.968,0.4030090448604824,0.4030090448604824,0.15724234085089306,3291.371,3274.201,17.170000000000073,6.699231758792178,0.8018054746651,42,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.9 pts (46.1% aciertos vs 52.0% necesario) (gate desactivado en esta fase, se registra igual)",-5.8867613554321565,501,46.10778443113773,-1,"POC~3287.436, zona 3279.924-3290.656 -- nodo en el camino a la salida"
20907,20908,20912,2025-07-31T02:35:03+00:00,SHORT,3292.313495565018,3295.94883268,3288.678158450036,3295.94883268,loss,-1.0440124244160067,-3.795337114981976,0,sub1,Asia,2,Jueves,3,56.509331612222574,27.542986030107325,2.29137611046709,0.06961194778979883,3292.210188555015,3291.642,-0.5681885550152401,0.5681885550152401,0.2479682634464652,3295.817,3274.201,21.615999999999985,9.433632436533358,0.8068560325684593,55,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.2 pts (46.0% aciertos vs 52.2% necesario) (gate desactivado en esta fase, se registra igual)",-6.184684965822257,502,46.015936254980076,-1,"POC~3287.261, zona 3277.804-3290.413 -- nodo en el camino a la salida"
20920,20921,20937,2025-07-31T03:40:03+00:00,SHORT,3295.0064216835603,3298.681942,3291.3309013671205,3298.681942,loss,-1.0435312516935926,-3.83552031643967,0,sub1,Asia,3,Jueves,3,59.299018427711516,21.09984102808654,2.266231914763266,0.0687504448834173,3295.2078952707047,3296.316,1.1081047292950643,1.1081047292950643,0.4889635178449151,3298.55,3274.201,24.34900000000016,10.74426665752066,0.9082508521910402,68,sin_secuencia,,1,divergencia bajista RSI vigente -- a favor de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.3 pts (45.9% aciertos vs 52.2% necesario) (gate desactivado en esta fase, se registra igual)",-6.252109304363515,503,45.92445328031809,-1,"POC~3287.897, zona 3283.332-3296.521 -- nodo en el camino a la salida"
20939,20940,20948,2025-07-31T05:15:03+00:00,SHORT,3296.6534982238304,3299.27096556,3294.0360308876607,3299.27096556,loss,-1.0611277924231863,-2.777467336169593,0,sub1,Asia,5,Jueves,3,51.288456784211284,20.844501675484388,1.675761798990634,0.05084369134556306,3296.538960035549,3295.909,-0.62996003554872,0.62996003554872,0.3759245710984494,3299.139,3274.201,24.938000000000102,14.881589981953923,0.8704787873927338,87,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -7.2 pts (45.8% aciertos vs 53.1% necesario) (gate desactivado en esta fase, se registra igual)",-7.223056287828776,504,45.83333333333333,-1,"POC~3295.502, zona 3284.592-3298.100 -- nodo en el camino a la salida"
20957,20958,20970,2025-07-31T06:45:03+00:00,SHORT,3300.9711637379937,3304.9811939600004,3296.961133515987,3304.9811939600004,loss,-1.0398999486641747,-4.170030222006517,0,sub1,Asia,6,Jueves,3,55.77388298612754,34.043383617792976,2.0816957726538248,0.06306491099197925,3300.9568308552257,3300.878,-0.07883085522553301,0.07883085522553301,0.037868576312203604,3304.849,3274.201,30.64800000000014,14.72261240216139,0.8704320020882281,105,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.3 pts (45.7% aciertos vs 52.0% necesario) (gate desactivado en esta fase, se registra igual)",-6.252423175784799,505,45.742574257425744,-1,"POC~3295.272, zona 3283.140-3298.464 -- nodo en el camino a la salida"
20988,20990,20992,2025-07-31T09:25:03+00:00,SHORT,3310.31802528925,3314.94459248,3305.6914580984994,3305.6914580984994,win,0.9654171238840468,4.466567190750538,0,sub1,Londres,9,Jueves,3,48.67305632538055,39.93268081796767,2.7249144926405697,0.08238592570341859,3309.826680828398,3307.5,-2.3266808283979117,2.3266808283979117,0.8538546199089165,3314.812,3274.201,40.610999999999876,14.903586923436235,0.8199502597818344,137,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.1 pts (45.7% aciertos vs 51.7% necesario) (gate desactivado en esta fase, se registra igual)",-6.076969892755763,506,45.65217391304348,0,"POC~3295.353, zona 3282.662-3304.659 -- sin nodo en el camino"
21033,21035,21041,2025-07-31T13:10:03+00:00,SHORT,3307.2022115988207,3311.2964465600003,3303.107976637641,3303.107976637641,win,0.9609206600214864,3.9342349611797545,0,sub1,Londres/NY (overlap),13,Jueves,3,57.628559043157246,14.922847805098096,2.8264539422846586,0.0854178089071286,3307.2394296062557,3308.975,1.735570393744183,1.735570393744183,0.6140451707984669,3311.164,3300.979,10.1850000000004,3.603455144847588,0.7850760922925656,22,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.2 pts (45.8% aciertos vs 52.0% necesario) (gate desactivado en esta fase, se registra igual)",-6.194598162635543,507,45.75936883629191,-1,"POC~3305.859, zona 3304.798-3309.466 -- nodo en el camino a la salida"
21060,21061,21069,2025-07-31T15:20:03+00:00,LONG,3296.8746422272543,3291.168348,3302.5809364545084,3291.168348,loss,-1.0280392131263876,-5.866294227254002,0,sub1,Londres/NY (overlap),15,Jueves,3,43.28088473277743,38.71385969408286,3.3332425901161793,0.10112256965864681,3296.777004961523,3296.24,-0.5370049615230528,0.5370049615230528,0.161105874236515,3311.164,3291.3,19.864000000000033,5.959362231510332,0.24869109947641924,48,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.5 pts (45.9% aciertos vs 51.4% necesario) (gate desactivado en esta fase, se registra igual)",-5.535818924037187,508,45.86614173228347,-1,"POC~3306.612, zona 3298.749-3310.336 -- nodo en el camino a la salida"
21130,21131,21132,2025-07-31T22:10:03+00:00,SHORT,3291.4714907600205,3292.7167034000004,3290.2262781200407,3292.7167034000004,loss,-1.1284921103936458,-1.405212639979709,0,sub1,Post-NY / transicion,22,Jueves,3,44.35675146678345,13.655911290868906,1.547904016381451,0.04703051389131301,3291.4414152584786,3291.276,-0.16541525847878802,0.16541525847878802,0.10686402821376531,3292.585,3289.583,3.0019999999999527,1.9393967379306598,0.5639573617587551,2,sin_secuencia,,-1,divergencia alcista RSI vigente -- en contra de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -10.6 pts (45.8% aciertos vs 56.4% necesario) (gate desactivado en esta fase, se registra igual)",-10.648574085503448,509,45.77603143418468,-1,"POC~3290.771, zona 3290.584-3292.085 -- nodo en el camino a la salida"
21146,21147,21152,2025-07-31T23:30:03+00:00,LONG,3292.019962075073,3288.1644681599996,3295.8754559901467,3288.1644681599996,loss,-1.0414992225443058,-4.015493915073421,0,sub1,Post-NY / transicion,23,Jueves,3,45.25797718017883,19.22098033330686,1.6962556489440526,0.0515394215311784,3291.8908909866004,3291.181,-0.7098909866003851,0.7098909866003851,0.4185047148065824,3295.172,3288.296,6.876000000000204,4.053634252761739,0.4195753344968198,18,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.4 pts (45.7% aciertos vs 52.1% necesario) (gate desactivado en esta fase, se registra igual)",-6.388686617413256,510,45.68627450980392,-1,"POC~3293.883, zona 3290.302-3294.026 -- nodo en el camino a la salida"
21177,21185,21190,2025-08-01T02:40:03+00:00,LONG,3287.6280970490525,3281.4587364,3293.797457698105,3293.797457698105,win,0.9740653839025564,6.009360649052724,0,sub1,Asia,2,Viernes,4,50.6474531639396,13.43695578404232,2.383652593259419,0.07246519076139118,3288.968521724615,3289.376,0.4074782753850741,0.4074782753850741,0.17094700651317907,3295.172,3281.59,13.58199999999988,5.697977984882344,0.5732587247828101,56,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.7 pts (45.6% aciertos vs 51.3% necesario) (gate desactivado en esta fase, se registra igual)",-5.699861920333241,511,45.596868884540115,-1,"POC~3290.362, zona 3287.815-3292.908 -- nodo en el camino a la salida"
21196,21197,21223,2025-08-01T03:40:03+00:00,SHORT,3292.259557360634,3297.2378842400003,3287.281230481268,3297.2378842400003,loss,-1.0321393118364743,-5.1383268793661045,0,sub1,Asia,3,Viernes,4,52.81757625770194,17.50654371573713,2.068860010396988,0.06284591927707989,3292.2128562282287,3291.956,-0.2568562282285711,0.2568562282285711,0.12415350818216243,3297.106,3281.59,15.516000000000076,7.499782451217061,0.668084557875737,68,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.9 pts (45.7% aciertos vs 51.6% necesario) (gate desactivado en esta fase, se registra igual)",-5.90384059182518,512,45.703125,-1,"POC~3290.318, zona 3288.055-3293.227 -- nodo en el camino a la salida"
21227,21228,21237,2025-08-01T06:15:03+00:00,SHORT,3295.2823799378475,3300.5770178000002,3289.9877420756948,3289.9877420756948,win,0.9697807472077419,5.134637862152886,0,sub1,Asia,6,Viernes,4,52.3242483841057,25.047471314990183,1.90171785436679,0.0577221107077286,3295.1787830243325,3294.609,-0.569783024332537,0.569783024332537,0.29961491028975806,3300.445,3281.59,18.855000000000018,9.914719976312215,0.6904799787854556,99,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.9 pts (45.6% aciertos vs 51.5% necesario) (gate desactivado en esta fase, se registra igual)",-5.896927551894983,513,45.614035087719294,-1,"POC~3291.410, zona 3287.875-3294.160 -- nodo en el camino a la salida"
21294,21296,21300,2025-08-01T11:55:03+00:00,SHORT,3298.901697762806,3301.4580530400003,3296.345342485612,3301.4580530400003,loss,-1.0625891093570807,-2.7163552771939976,0,sub1,Londres,11,Viernes,4,61.347408310287186,41.79896293334786,2.0684437903317145,0.06267424627002242,3299.055759936684,3300.309,1.253240063316298,1.253240063316298,0.6058854822036603,3301.326,3296.811,4.514999999999873,2.182800432433219,0.7747508305648164,7,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -7.4 pts (45.7% aciertos vs 53.1% necesario) (gate desactivado en esta fase, se registra igual)",-7.409611109880224,514,45.719844357976655,-1,"POC~3300.103, zona 3298.692-3300.762 -- nodo en el camino a la salida"
21318,21319,21325,2025-08-01T13:50:03+00:00,SHORT,3342.9960729592176,3354.76518524,3331.2269606784353,3354.76518524,loss,-1.0135949081105393,-11.929112280782192,0,sub1,Londres/NY (overlap),13,Viernes,4,62.668213770495754,57.77742650245694,5.752547595126728,0.17214053359463352,3342.8080617347227,3341.774,-1.0340617347228545,1.0340617347228545,0.17975718020983608,3354.631,3296.811,57.81999999999971,10.05119888951148,0.777637495676236,30,sin_secuencia,,1,divergencia bajista RSI vigente -- a favor de la entrada,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -5.0 pts (45.6% aciertos vs 50.7% necesario) (gate desactivado en esta fase, se registra igual)",-5.048677444362525,515,45.63106796116505,-1,"POC~3341.381, zona 3332.948-3354.631 -- nodo en el camino a la salida"
21326,21330,21387,2025-08-01T14:45:03+00:00,SHORT,3346.8208632026963,3355.24820456,3338.3935218453926,3355.24820456,loss,-1.0189858216507615,-8.587341357303558,0,sub1,Londres/NY (overlap),14,Viernes,4,60.17272112945163,44.820555342598595,5.2284855615740415,0.1562039617262353,3345.8747681156356,3347.217,1.342231884364537,1.342231884364537,0.2567152320796419,3355.114,3296.811,58.302999999999884,11.151030123997836,0.8645524244035478,41,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.4 pts (45.5% aciertos vs 50.9% necesario) (gate desactivado en esta fase, se registra igual)",-5.4066554236242155,516,45.542635658914726,-1,"POC~3344.182, zona 3338.109-3355.114 -- nodo en el camino a la salida"
21406,21408,21410,2025-08-03T22:20:03+00:00,SHORT,3361.325113376836,3364.6555808400003,3357.9946459136713,3357.9946459136713,win,0.9519586959580059,3.1704674631646412,0,sub1,Post-NY / transicion,22,Domingo,6,60.89737693442529,40.43812498646772,1.991018207523614,0.05923495108396928,3361.180229104125,3361.222,0.04177089587528826,0.04177089587528826,0.020979665438239266,3364.521,3359.119,5.402000000000044,2.713184630651337,0.3893002591632818,3,sin_secuencia,,1,divergencia bajista RSI vigente -- a favor de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.9 pts (45.5% aciertos vs 52.4% necesario) (gate desactivado en esta fase, se registra igual)",-6.9475197475564485,517,45.45454545454545,-1,"POC~3360.132, zona 3359.344-3362.945 -- nodo en el camino a la salida"
21423,21424,21426,2025-08-03T23:40:03+00:00,LONG,3357.8773901760383,3354.44681676,3361.3079635920767,3361.3079635920767,win,0.9533605667053121,3.2705734160385873,0,sub1,Post-NY / transicion,23,Domingo,6,48.42792718612201,21.531577203182795,1.8090151592626402,0.05387506032266513,3357.865022456648,3357.797,-0.0680224566481229,0.0680224566481229,0.037601927380116064,3364.521,3354.581,9.940000000000055,5.494702434694703,0.32354124748489704,19,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.8 pts (45.6% aciertos vs 52.3% necesario) (gate desactivado en esta fase, se registra igual)",-6.772126104890965,518,45.559845559845556,-1,"POC~3358.930, zona 3356.652-3361.208 -- nodo en el camino a la salida"
21574,21575,21578,2025-08-04T12:15:03+00:00,SHORT,3367.135703719738,3371.68686208,3362.584545359476,3362.584545359476,win,0.9648441149846861,4.391158360262125,0,sub1,Londres/NY (overlap),12,Lunes,0,60.04250023441889,34.328422578962545,2.1431296378847224,0.06364519188279547,3367.1622108397783,3367.308,0.1457891602217387,0.1457891602217387,0.06802629091800214,3371.552,3365.36,6.192000000000007,2.8892325926263314,0.31459948320411224,11,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -6.1 pts (45.7% aciertos vs 51.8% necesario) (gate desactivado en esta fase, se registra igual)",-6.093054366374233,519,45.664739884393065,-1,"POC~3367.811, zona 3366.650-3370.004 -- nodo en el camino a la salida"
21581,21583,21584,2025-08-04T12:55:03+00:00,LONG,3365.61185697249,3360.9025585199997,3370.32115542498,3370.32115542498,win,0.9660246634155776,4.549298452490348,0,sub1,Londres/NY (overlap),12,Lunes,0,58.4963086138197,25.340452286797987,2.5957071167277457,0.07707449445267507,3366.045649074978,3367.79,1.7443509250219904,1.7443509250219904,0.672013769882093,3371.552,3361.037,10.515000000000327,4.050919278310554,0.6422253922967138,19,sin_secuencia,,-1,divergencia bajista RSI vigente -- en contra de la entrada,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.9 pts (45.8% aciertos vs 51.7% necesario) (gate desactivado en esta fase, se registra igual)",-5.929536059991911,520,45.76923076923077,-1,"POC~3367.828, zona 3365.856-3371.114 -- nodo en el camino a la salida"
21598,21599,21614,2025-08-04T14:15:03+00:00,SHORT,3378.086731924096,3385.4904142,3370.683049648192,3370.683049648192,win,0.9783891320511429,7.243682275904121,0,sub1,Londres/NY (overlap),14,Lunes,0,55.857779623824285,32.15655560624798,3.322265603887103,0.09838983496549382,3377.863388551158,3376.635,-1.2283885511578774,1.2283885511578774,0.36974423409153184,3385.355,3361.037,24.31800000000021,7.319703750220262,0.64141787975986,35,sin_secuencia,,0,sin divergencia vigente,-1,tendencia con momentum en ambas ventanas -- en contra de la entrada,0,"no cubre costos -- margen -5.2 pts (45.9% aciertos vs 51.1% necesario) (gate desactivado en esta fase, se registra igual)",-5.207222860015811,521,45.87332053742802,-1,"POC~3367.623, zona 3362.050-3377.249 -- nodo en el camino a la salida"
21682,21684,21692,2025-08-04T22:20:03+00:00,SHORT,3374.9840568539603,3376.5570568800003,3373.41105682792,3376.5570568800003,loss,-1.101716463668882,-1.7330000260399174,0,sub1,Post-NY / transicion,22,Lunes,0,48.437432251202324,13.705679075100749,1.0556531133305067,0.031279824885958735,3374.9580170374506,3374.869,-0.08901703745050327,0.08901703745050327,0.08432413671349025,3376.422,3374.407,2.0149999999998727,1.9087709537867967,0.22928039702234157,4,sin_secuencia,,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -9.1 pts (46.0% aciertos vs 55.1% necesario) (gate desactivado en esta fase, se registra igual)",-9.108811689195853,522,45.97701149425287,-1,"POC~3374.701, zona 3374.575-3375.750 -- nodo en el camino a la salida"
21703,21704,21712,2025-08-05T00:00:03+00:00,SHORT,3377.4762886085878,3379.8381881200003,3375.1143890971753,3379.8381881200003,loss,-1.067742086073835,-2.5218995114123572,0,sub1,Asia,0,Martes,1,61.55922239959529,19.34301139923388,1.255282848972653,0.037151306971792766,3377.6859365149585,3378.839,1.1530634850414572,1.1530634850414572,0.9185686604299149,3379.703,3373.689,6.014000000000124,4.790952098901131,0.8563352178250724,24,alcista,False,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -7.5 pts (45.9% aciertos vs 53.4% necesario) (gate desactivado en esta fase, se registra igual)",-7.498002965262714,523,45.88910133843212,-1,"POC~3377.824, zona 3375.193-3379.452 -- nodo en el camino a la salida"
21720,21721,21732,2025-08-05T01:25:03+00:00,SHORT,3379.5462795947205,3382.5332959200005,3376.5592632694406,3376.5592632694406,win,0.9464348424728275,2.8270163252800558,0,sub1,Asia,1,Martes,1,56.98465987291655,23.08428345184564,1.6072895659271726,0.047552875393000085,3379.6168519647636,3380.005,0.3881480352365543,0.3881480352365543,0.24149228830005454,3382.398,3373.689,8.709000000000287,5.418438708632106,0.7252267768974682,41,alcista,False,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.9 pts (45.8% aciertos vs 52.7% necesario) (gate desactivado en esta fase, se registra igual)",-6.876731158803814,524,45.80152671755725,-1,"POC~3377.862, zona 3376.592-3380.947 -- nodo en el camino a la salida"
21750,21751,21752,2025-08-05T03:55:03+00:00,LONG,3374.214091460306,3371.9201178,3376.508065120612,3371.9201178,loss,-1.0697479673670274,-2.453973660306019,0,sub1,Asia,3,Martes,1,36.30159086645534,27.695242060322105,1.7047391122792026,0.05055487236067488,3373.8822312356433,3372.057,-1.825231235643514,1.825231235643514,1.0706806821621027,3382.398,3372.055,10.343000000000302,6.067204022891171,0.00019336749491952507,71,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -7.6 pts (45.9% aciertos vs 53.5% necesario) (gate desactivado en esta fase, se registra igual)",-7.582636463592642,525,45.904761904761905,-1,"POC~3380.028, zona 3375.072-3381.536 -- nodo en el camino a la salida"
21771,21772,21775,2025-08-05T05:40:03+00:00,LONG,3370.6588290905474,3367.56729192,3373.7503662610948,3373.7503662610948,win,0.9482458106846802,2.9315371705474718,0,sub1,Asia,5,Martes,1,43.94605199785605,23.84382590235962,1.5504967813437527,0.046000875853265434,3370.646855384309,3370.581,-0.06585538430908855,0.06585538430908855,0.04247373171069362,3382.398,3367.702,14.695999999999913,9.478252503861043,0.19590364725094736,92,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.8 pts (45.8% aciertos vs 52.6% necesario) (gate desactivado en esta fase, se registra igual)",-6.77021897147177,526,45.81749049429658,-1,"POC~3380.255, zona 3373.213-3381.786 -- nodo en el camino a la salida"
21846,21847,21852,2025-08-05T11:55:03+00:00,LONG,3352.957690980201,3349.6690078799998,3356.246374080402,3356.246374080402,win,0.9513483071719279,3.128683100201215,0,sub1,Londres,11,Martes,1,34.58436652953556,52.641220439307574,2.229278516061731,0.06651767006767696,3352.719276983247,3351.408,-1.3112769832468985,1.3112769832468985,0.5882068901661581,3354.33,3349.803,4.527000000000044,2.030701846980293,0.35453943008615035,7,alcista,True,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -6.5 pts (45.9% aciertos vs 52.4% necesario) (gate desactivado en esta fase, se registra igual)",-6.51228103609273,527,45.920303605313094,-1,"POC~3352.538, zona 3350.935-3353.387 -- nodo en el camino a la salida"
21874,21875,21876,2025-08-05T14:15:03+00:00,SHORT,3373.0502736613316,3380.87622964,3365.2243176826632,3380.87622964,loss,-1.0204447866095816,-7.985955978668244,0,sub1,Londres/NY (overlap),14,Martes,1,66.44381161097125,49.81213683555997,3.5469906932142576,0.10503825727879001,3373.6357700211265,3376.856,3.2202299788737037,3.2202299788737037,0.907876636111372,3380.741,3349.803,30.938000000000102,8.722323421707179,0.8744262718986441,35,alcista,False,0,sin divergencia vigente,0,sin momentum claro / historial insuficiente,0,"no cubre costos -- margen -5.0 pts (46.0% aciertos vs 51.0% necesario) (gate desactivado en esta fase, se registra igual)",-4.999512057752739,528,46.02272727272727,-1,"POC~3374.940, zona 3361.405-3380.741 -- nodo en el camino a la salida"
