cfg_id,ema_periods,periodos_htf_min,buf_bp,rr,full_expectancy_r,full_n_trades,sub1_expectancy_r,sub1_n_trades,sub2_expectancy_r,sub2_n_trades,sub3_expectancy_r,sub3_n_trades,positive_subperiods
cfg_0087,8,200,2.2,3.0,-0.0873583566938313,1902,-0.05852722055584786,646,-0.08017179282647764,581,-0.12153356373010231,684,0
cfg_0090,8,200,2.7,0.5,-0.0242657508607719,5023,-0.03505937248761596,1651,-0.004450703923037443,1721,-0.034427730476854074,1650,0
cfg_0093,8,200,2.7,1.0,-0.0420225236985204,4299,-0.05487552825226078,1377,-0.010194861335906859,1432,-0.05799728894391556,1492,0
cfg_0096,8,200,2.7,1.5,-0.0490081930645391,3400,-0.12031619045160584,1099,0.016874651890985456,1118,-0.0433280977598922,1186,1
cfg_0099,8,200,2.7,2.0,-0.039312837826624,2664,-0.11520491613351296,896,0.027075450893128083,837,-0.029246939440938598,934,1
cfg_0102,8,200,2.7,2.5,-0.0665594370908222,2194,-0.10060920052381377,729,-0.015958122829939022,669,-0.07360091323821623,807,0
cfg_0105,8,200,2.7,3.0,-0.0964073394103691,1839,-0.06094269174287966,624,-0.07311070542413016,562,-0.15032583145445447,662,0
cfg_0108,8,200,3.2,0.5,-0.0250413635000688,4965,-0.040173542385894496,1623,-0.005849884503699183,1713,-0.03044910217059019,1628,0
cfg_0111,8,200,3.2,1.0,-0.0422920901995093,4188,-0.06690377230358566,1311,-0.015567925553609268,1413,-0.04398324392939492,1467,0
cfg_0114,8,200,3.2,1.5,-0.041892214563018,3289,-0.11463353382447618,1050,0.031183597466901643,1092,-0.04311598300212252,1150,1
cfg_0117,8,200,3.2,2.0,-0.0355024972322544,2569,-0.12032863646006961,844,0.019571335313327148,814,-0.009538778101682993,914,1
cfg_0120,8,200,3.2,2.5,-0.0898018082934855,2110,-0.15249048832802667,702,-0.014457471455390539,651,-0.09835625143924885,766,0
cfg_0123,8,200,3.2,3.0,-0.1069839953933393,1763,-0.0878893652434651,584,-0.06860443313635775,543,-0.15713549955066017,645,0
cfg_0126,8,350,0.2,0.5,-0.0144134327653439,4466,-0.052681517523008384,1481,0.021363246668988804,1455,-0.011690972783745488,1529,1
cfg_0129,8,350,0.2,1.0,-0.0377298093936294,4190,-0.0823877329473491,1403,0.019783797659469696,1323,-0.046246751110551196,1467,1
cfg_0132,8,350,0.2,1.5,-0.0373621417979937,3728,-0.09843267381717175,1255,0.04435491180523655,1201,-0.052693775705140423,1275,1
cfg_0135,8,350,0.2,2.0,-0.0412171017775995,3105,-0.13018730706635598,1071,0.09359329254574962,996,-0.07874582949318858,1041,1
cfg_0138,8,350,0.2,2.5,-0.0448495100552497,2624,-0.10876074357500339,920,0.038499583056096014,809,-0.04958431933670079,908,1
cfg_0141,8,350,0.2,3.0,-0.0812285423266169,2192,-0.15078415657007174,780,0.0031822237152357197,672,-0.07747405558284391,751,1
cfg_0144,8,350,0.7,0.5,-0.0145004554672194,4430,-0.05268431951314116,1463,0.02037614090372558,1443,-0.011168236924193293,1523,1
cfg_0147,8,350,0.7,1.0,-0.0383934788173695,4129,-0.08380755092976824,1373,0.022613643516421065,1310,-0.04985935019910858,1449,1
cfg_0150,8,350,0.7,1.5,-0.0315732278631894,3621,-0.09550269532691161,1203,0.04689721512488515,1179,-0.04056459669902384,1242,1
cfg_0153,8,350,0.7,2.0,-0.0454001092512232,2998,-0.13840133456904843,1022,0.08645778767177946,966,-0.077370471812638,1013,1
cfg_0156,8,350,0.7,2.5,-0.0652395874256976,2504,-0.14770467179491614,877,0.005879716719621515,771,-0.03975294212906542,869,1
cfg_0159,8,350,0.7,3.0,-0.0858298591432812,2117,-0.15193991218946357,750,-0.010094591628778238,654,-0.07830778038209214,724,0
cfg_0162,8,350,1.2,0.5,-0.0172923826688344,4369,-0.04953955544028507,1444,0.013904051452773571,1424,-0.016180015214093523,1500,1
cfg_0165,8,350,1.2,1.0,-0.0453690310780731,4059,-0.092624865481712,1338,0.021391613917865107,1302,-0.06134586046403845,1422,1
cfg_0168,8,350,1.2,1.5,-0.0351222729822425,3522,-0.12102247855113238,1162,0.045006683137895645,1157,-0.0255351936493525,1206,1
cfg_0171,8,350,1.2,2.0,-0.0452513739513543,2891,-0.16774851453785397,997,0.09488309259930071,928,-0.054563458705006666,970,1
cfg_0174,8,350,1.2,2.5,-0.0785731014963093,2420,-0.14680385607680374,848,-0.004902584822050401,749,-0.06834705477385336,835,0
cfg_0177,8,350,1.2,3.0,-0.0783608824056087,2033,-0.1437201529849187,709,0.0011583944178917055,632,-0.07631421614875902,703,1
cfg_0180,8,350,1.7,0.5,-0.0186754857034711,4330,-0.04310020297814936,1426,0.006466796678808744,1413,-0.019462540647321884,1490,1
cfg_0183,8,350,1.7,1.0,-0.0504368065754767,4002,-0.10038581407263492,1308,0.007449214501861491,1292,-0.05715948301407868,1406,1
cfg_0186,8,350,1.7,1.5,-0.0296421446697783,3435,-0.11548099192739267,1118,0.04340529540807923,1146,-0.015415710613546555,1174,1
cfg_0189,8,350,1.7,2.0,-0.0348817928690312,2792,-0.1283396597479326,964,0.08290107216628137,888,-0.051442320949902524,944,1
cfg_0192,8,350,1.7,2.5,-0.0874965521229142,2328,-0.1616011324860833,793,-0.034852896316198784,730,-0.05404194663414791,816,0
cfg_0195,8,350,1.7,3.0,-0.0950582054588344,1966,-0.17519454042549656,672,-0.02661615939393805,622,-0.07929566315356794,681,0
cfg_0198,8,350,2.2,0.5,-0.020151029514322,4287,-0.045567139999865405,1399,0.006709541482933355,1410,-0.02204413684459334,1477,1
cfg_0201,8,350,2.2,1.0,-0.0461317528158986,3936,-0.0874830621236055,1276,0.0032799238796543994,1281,-0.05230432583429832,1383,1
cfg_0204,8,350,2.2,1.5,-0.0391709985475496,3332,-0.13207105372583175,1077,0.03326646835482516,1118,-0.01945202522028082,1141,1
cfg_0207,8,350,2.2,2.0,-0.0388086446394592,2690,-0.14742093322621358,920,0.0790198437008591,862,-0.0418182423708237,912,1
cfg_0210,8,350,2.2,2.5,-0.0770026510128098,2247,-0.14105483740571392,753,-0.017533441814908454,718,-0.06122983420551816,787,0
cfg_0213,8,350,2.2,3.0,-0.1021632377699296,1887,-0.13644356994462167,640,-0.08486939682797644,601,-0.08523041102359509,655,0
cfg_0216,8,350,2.7,0.5,-0.0210601443715629,4250,-0.04188281871749774,1392,0.0012767457259825663,1400,-0.02296070552543458,1457,1
cfg_0219,8,350,2.7,1.0,-0.0435668202760639,3867,-0.0791363499592472,1249,-0.003191517353214604,1257,-0.04600389097089691,1364,0
cfg_0222,8,350,2.7,1.5,-0.0378128145461864,3253,-0.13177516790482993,1047,0.03347735671402574,1100,-0.016731675181884162,1110,1
cfg_0225,8,350,2.7,2.0,-0.0353457453916479,2601,-0.13238548694353205,885,0.07005800078833357,839,-0.039489405827398294,881,1
cfg_0228,8,350,2.7,2.5,-0.0698078492290096,2175,-0.1469765618649421,724,-0.0037718528356900922,692,-0.0522715246100244,770,0
cfg_0231,8,350,2.7,3.0,-0.1061879351467913,1813,-0.14253072132435296,614,-0.07295305308523309,583,-0.10211792638739595,625,0
cfg_0234,8,350,3.2,0.5,-0.0205366379470266,4217,-0.043137884871854125,1382,-0.003055480015150166,1388,-0.016050289726171903,1446,0
cfg_0237,8,350,3.2,1.0,-0.040694267370678,3771,-0.07970121038299857,1205,-0.005268506527798997,1239,-0.0361009154381527,1330,0
cfg_0240,8,350,3.2,1.5,-0.0382961829844961,3130,-0.13679997046668618,1004,0.04623196120867191,1067,-0.026855185518688977,1063,1
cfg_0243,8,350,3.2,2.0,-0.0314110436321657,2517,-0.1382109822783782,837,0.04752881192750861,818,-0.002815802033190226,865,1
cfg_0246,8,350,3.2,2.5,-0.0835210356672287,2094,-0.19635088094773331,697,-0.013066389490256411,671,-0.04299127797361569,735,0
cfg_0249,8,350,3.2,3.0,-0.1138441305209826,1743,-0.1595508535871568,586,-0.09692335755971535,564,-0.08571162396060253,602,0
cfg_0252,8,500,0.2,0.5,-0.010099917685531,3592,-0.03227613618974569,1192,0.017569261598114824,1146,-0.014671216265851097,1253,1
cfg_0255,8,500,0.2,1.0,-0.0430975031498004,3500,-0.06845143806152623,1177,0.0057017009933796,1089,-0.06032633196663751,1234,1
cfg_0258,8,500,0.2,1.5,-0.0478012314435154,3185,-0.10950946761301047,1112,0.05449260906173998,979,-0.07519085313092722,1095,1
cfg_0261,8,500,0.2,2.0,-0.0463864295400979,2791,-0.14037740977865695,1003,0.11136061717463198,825,-0.08464476739040765,964,1
cfg_0264,8,500,0.2,2.5,-0.0507561587699386,2441,-0.10276354583128353,888,0.0625470488489052,693,-0.08337873879787087,870,1
cfg_0267,8,500,0.2,3.0,-0.079687632674829,2083,-0.11953366884366794,769,0.03711824688974064,591,-0.12354362138518493,733,1
cfg_0270,8,500,0.7,0.5,-0.0142680852449576,3556,-0.034623277518386265,1174,0.010415148892959759,1135,-0.017943316657145623,1246,1
cfg_0273,8,500,0.7,1.0,-0.046007920892304,3468,-0.07677388307635381,1168,0.001931469177445494,1084,-0.05751648815369964,1216,1
cfg_0276,8,500,0.7,1.5,-0.0425835902789898,3127,-0.1048336132750419,1081,0.06017632481331974,968,-0.06867250510942821,1079,1
cfg_0279,8,500,0.7,2.0,-0.0548874711112046,2723,-0.14541669488608688,969,0.09560566152987456,813,-0.092709780947695,942,1
cfg_0282,8,500,0.7,2.5,-0.0659402723694524,2350,-0.12655918972637809,849,0.03224594544878454,677,-0.07894945170443098,834,1
cfg_0285,8,500,0.7,3.0,-0.0926101373183489,2027,-0.10370926936066695,746,-0.007170178107201968,582,-0.1420071077644489,709,0
cfg_0288,8,500,1.2,0.5,-0.0164083434936201,3526,-0.03588776678790883,1167,0.008192598627558934,1130,-0.020918390465772835,1228,1
cfg_0291,8,500,1.2,1.0,-0.0484393618342901,3436,-0.07979899404978655,1150,0.0037514611275223215,1085,-0.06387188656153764,1201,1
cfg_0294,8,500,1.2,1.5,-0.0513503360265754,3059,-0.14265563189522565,1052,0.06111092595974847,952,-0.057957477715399226,1056,1
cfg_0297,8,500,1.2,2.0,-0.0506429314292736,2649,-0.1490572946575304,942,0.1069673191343332,795,-0.08856358909393915,914,1
cfg_0300,8,500,1.2,2.5,-0.0725663854050354,2265,-0.11089824210800045,815,0.016333448015276857,661,-0.10167629748859057,799,1
cfg_0303,8,500,1.2,3.0,-0.0901902359345245,1953,-0.10833313287998338,708,0.02796549529028612,567,-0.15953526956626596,688,1
cfg_0306,8,500,1.7,0.5,-0.0175848647887548,3498,-0.028143203670803935,1157,0.010628243613313045,1124,-0.03400818619372885,1216,1
cfg_0309,8,500,1.7,1.0,-0.0476402178014326,3392,-0.08683766454528617,1132,-0.0006862368897222784,1075,-0.051918574969865496,1186,0
cfg_0312,8,500,1.7,1.5,-0.0458848769837527,2992,-0.126198256319427,1017,0.052669634532076126,944,-0.05298624865647103,1032,1
cfg_0315,8,500,1.7,2.0,-0.0490492183866603,2565,-0.14128049018072128,904,0.09505445022117508,767,-0.08164118432774407,896,1
cfg_0318,8,500,1.7,2.5,-0.0792854443630211,2189,-0.12528871166530986,769,0.011684231713071624,651,-0.1030828725237256,778,1
cfg_0321,8,500,1.7,3.0,-0.0986712162704748,1884,-0.13332026300444705,672,0.01582366137649186,551,-0.15752471312642957,669,1
cfg_0324,8,500,2.2,0.5,-0.0194256139353829,3470,-0.020942581360874967,1140,0.0004071113339929421,1120,-0.03676427151137545,1209,1
cfg_0327,8,500,2.2,1.0,-0.0456400283513067,3329,-0.07458106702331813,1099,-0.006218500124565485,1060,-0.05157683072728989,1171,0
cfg_0330,8,500,2.2,1.5,-0.0568967272352911,2927,-0.13669494574576072,986,0.039657279038731674,928,-0.06469398996318275,1015,1
cfg_0333,8,500,2.2,2.0,-0.0431910063818759,2487,-0.13560329889447129,864,0.08619626524644056,752,-0.06553361311182651,873,1
cfg_0336,8,500,2.2,2.5,-0.0708902909370286,2115,-0.11249354807543868,726,0.010035995066439945,639,-0.09226986908026281,759,1
cfg_0339,8,500,2.2,3.0,-0.0953114052326469,1810,-0.08668265919159451,636,-0.038299442368958554,537,-0.15062187890350515,645,0
cfg_0342,8,500,2.7,0.5,-0.0235006750252899,3448,-0.01668840198625899,1137,-0.006295298983038617,1112,-0.046341248721244635,1198,0
cfg_0345,8,500,2.7,1.0,-0.0430086218745068,3282,-0.07605498545113591,1080,-0.0015450779495844525,1048,-0.047109965705818865,1155,0
cfg_0348,8,500,2.7,1.5,-0.0505476254637981,2869,-0.13332713881231953,968,0.05407577793775289,914,-0.06317815768667337,989,1
cfg_0351,8,500,2.7,2.0,-0.0301677773231254,2406,-0.11072407093806998,830,0.07900010695883429,732,-0.04803313876620339,846,1
cfg_0354,8,500,2.7,2.5,-0.0709271378873922,2052,-0.11153148911322058,700,-0.007776565771496685,623,-0.0785371132587253,738,0
cfg_0357,8,500,2.7,3.0,-0.088060548506259,1737,-0.06940921450964553,605,-0.031342860879754575,519,-0.1530020367820818,621,0
cfg_0360,8,500,3.2,0.5,-0.0262617695190996,3422,-0.02751969114978718,1130,-0.012961180075646339,1108,-0.03793137501723812,1183,0
cfg_0363,8,500,3.2,1.0,-0.0428846879282732,3210,-0.0922884664774879,1043,0.0013242463102875349,1032,-0.035022277916916776,1136,1
cfg_0366,8,500,3.2,1.5,-0.0445615430822843,2782,-0.13824003759158812,928,0.0670387632244173,897,-0.05516875934964345,959,1
cfg_0369,8,500,3.2,2.0,-0.0237419751463467,2334,-0.11253341550910828,788,0.07073195854422969,716,-0.023434319360767265,832,1
cfg_0372,8,500,3.2,2.5,-0.0797520795414321,1992,-0.14459251806207146,680,-0.016817559452998444,608,-0.0724883899763439,712,0
cfg_0375,8,500,3.2,3.0,-0.1048638640509074,1671,-0.0990663155342732,574,-0.054938439765514734,503,-0.15120099029334777,602,0
cfg_0378,8,650,0.2,0.5,-0.0238312916879166,3524,-0.07152449765413138,1197,0.03628397740120327,1126,-0.03305443080949902,1200,1
cfg_0381,8,650,0.2,1.0,-0.0521811905322383,3449,-0.08328522122539367,1169,0.017090776813955887,1091,-0.08435440914102128,1188,1
cfg_0384,8,650,0.2,1.5,-0.0607043772626399,3166,-0.12476101163661475,1082,0.05297165385274175,1010,-0.1030802748064343,1074,1
cfg_0387,8,650,0.2,2.0,-0.0557847394716916,2761,-0.15295002688559756,965,0.07995600158136473,857,-0.0862521561875227,939,1
cfg_0390,8,650,0.2,2.5,-0.0585074284436884,2402,-0.12459868390072469,844,0.07451892583236548,735,-0.10603752706062375,831,1
cfg_0393,8,650,0.2,3.0,-0.0786978309277283,2078,-0.12373841032705894,758,0.0582137805580854,627,-0.1465230223122538,701,1
cfg_0396,8,650,0.7,0.5,-0.0244070826841621,3496,-0.07040771479808056,1181,0.031050634798221687,1123,-0.03147951973342631,1191,1
cfg_0399,8,650,0.7,1.0,-0.0504662352899142,3406,-0.08458388510312721,1149,0.017664129897621405,1084,-0.07918591917298891,1172,1
cfg_0402,8,650,0.7,1.5,-0.0534672860192146,3097,-0.11440523904637834,1041,0.053048161690764935,1002,-0.0945482855527717,1054,1
cfg_0405,8,650,0.7,2.0,-0.0704661890725636,2695,-0.17012737590426688,927,0.05799807876766754,850,-0.0953563301185186,918,1
cfg_0408,8,650,0.7,2.5,-0.0734305678442764,2316,-0.15421015725630358,811,0.04995306577329843,717,-0.0989250789442217,796,1
cfg_0411,8,650,0.7,3.0,-0.0935106378517805,2027,-0.13952097900130947,735,0.018304267890730683,621,-0.13960404357549974,679,1
cfg_0414,8,650,1.2,0.5,-0.0239975030185647,3474,-0.06868451149279918,1172,0.027379867264328235,1118,-0.02868098322881934,1183,1
cfg_0417,8,650,1.2,1.0,-0.0546246245652363,3361,-0.0967556529453678,1126,0.01920915896631939,1078,-0.08158561674851054,1156,1
cfg_0420,8,650,1.2,1.5,-0.0559823137198532,3023,-0.13681106879776242,1005,0.06234466151356625,990,-0.09092137378472057,1028,1
cfg_0423,8,650,1.2,2.0,-0.0742949693579028,2627,-0.19115803162726674,907,0.06754691688397844,830,-0.09540849117673163,891,1
cfg_0426,8,650,1.2,2.5,-0.0710558538045528,2249,-0.1153600462512541,794,0.03133544639914102,694,-0.11423546465493004,769,1
cfg_0429,8,650,1.2,3.0,-0.0787941829645019,1956,-0.12282273564749069,696,0.042296835569377536,604,-0.13640730286968394,664,1
cfg_0432,8,650,1.7,0.5,-0.0238539786607054,3449,-0.06168666347648844,1153,0.028930803395614726,1116,-0.037224026880345824,1179,1
cfg_0435,8,650,1.7,1.0,-0.0622086878470976,3310,-0.11086136868184265,1104,0.005768195994903579,1066,-0.0786619376189701,1140,1
cfg_0438,8,650,1.7,1.5,-0.0585326121119015,2954,-0.13923166269102288,974,0.04905440857602451,973,-0.08443846948465047,1007,1
cfg_0441,8,650,1.7,2.0,-0.0580146199351553,2549,-0.15558630494489434,877,0.0801651213707726,803,-0.09533186388393224,870,1
cfg_0444,8,650,1.7,2.5,-0.0779077659436166,2181,-0.15914080159546717,749,0.042608279524948736,684,-0.10156433284490074,755,1
cfg_0447,8,650,1.7,3.0,-0.1011036516172302,1890,-0.1531250630625262,663,0.02140526748432849,586,-0.16135947870806722,647,1
cfg_0450,8,650,2.2,0.5,-0.0286450878675698,3413,-0.06451404072503154,1134,0.01933665653422361,1113,-0.03998602672703875,1165,1
cfg_0453,8,650,2.2,1.0,-0.0631717484861612,3255,-0.1132341312847943,1077,0.006196895509596371,1055,-0.08211394093200323,1123,1
cfg_0456,8,650,2.2,1.5,-0.0667061260429267,2890,-0.15711760309943662,939,0.033918460030404676,957,-0.08171106908498203,995,1
cfg_0459,8,650,2.2,2.0,-0.0665594798473278,2464,-0.16144166321395342,847,0.0597226561412141,775,-0.0956932929631249,843,1
cfg_0462,8,650,2.2,2.5,-0.0690731601949053,2117,-0.13626868429186778,720,0.05041811105426766,673,-0.10785224990295206,731,1
cfg_0465,8,650,2.2,3.0,-0.1246929165028985,1808,-0.15127877559617797,636,-0.057855469538002365,556,-0.15970125546845698,622,0
cfg_0468,8,650,2.7,0.5,-0.0312990692940594,3394,-0.05954222390404664,1136,0.013700798505847923,1107,-0.04714209919224095,1150,1
cfg_0471,8,650,2.7,1.0,-0.06183127960508,3207,-0.10769086876255338,1058,-0.0032290920026491854,1042,-0.07497392120840021,1107,0
cfg_0474,8,650,2.7,1.5,-0.0626323570774552,2835,-0.17253074951635647,921,0.042473918249779266,945,-0.06431522197219915,970,1
cfg_0477,8,650,2.7,2.0,-0.0549460907993146,2380,-0.1406422414278963,806,0.06083442641173629,758,-0.08646106462950152,817,1
cfg_0480,8,650,2.7,2.5,-0.0757019557702727,2058,-0.14907854339470483,693,0.03631548536105257,656,-0.10206859537855452,716,1
cfg_0483,8,650,2.7,3.0,-0.1236656518234451,1748,-0.13973898001525964,611,-0.07044773368210368,536,-0.15696673243283393,607,0
cfg_0486,8,650,3.2,0.5,-0.024176144434597,3349,-0.05065819013316036,1115,0.01644057416215799,1099,-0.03792755166195861,1134,1
cfg_0489,8,650,3.2,1.0,-0.0530474576635814,3131,-0.10450369101934263,1019,-0.0030894024990157057,1027,-0.05385618935045288,1085,0
cfg_0492,8,650,3.2,1.5,-0.0550355725462419,2768,-0.16526044306911256,892,0.057911286520963196,932,-0.06611410102653435,945,1
cfg_0495,8,650,3.2,2.0,-0.055023306206892,2315,-0.15138942687775186,770,0.03402335309277334,749,-0.05444883034335729,797,1
cfg_0498,8,650,3.2,2.5,-0.092679386180004,1985,-0.1835142744133655,669,0.0026205594071610585,640,-0.09620438424430179,682,1
cfg_0501,8,650,3.2,3.0,-0.1312267902209643,1676,-0.17016463725789757,574,-0.09057639028437744,526,-0.13205166239930127,582,0
cfg_0504,8,800,0.2,0.5,-0.0179946719011273,2993,-0.06561594280179363,1010,0.010295801906786367,967,0.0024192240416715787,1016,2
cfg_0507,8,800,0.2,1.0,-0.0354770120508714,3035,-0.063912553322001,1025,0.013050777918237444,950,-0.04861205771813423,1061,1
cfg_0510,8,800,0.2,1.5,-0.0438406792291646,2874,-0.10859006593478658,985,0.06775790970587477,901,-0.07694869102961552,989,1
cfg_0513,8,800,0.2,2.0,-0.0511546841894798,2574,-0.16380297318923653,907,0.0950288039267536,789,-0.06728060349960573,879,1
cfg_0516,8,800,0.2,2.5,-0.0394510139303512,2273,-0.09333071354195809,804,0.07706117009510217,684,-0.07913324194056892,794,1
cfg_0519,8,800,0.2,3.0,-0.0780408205583447,1990,-0.1262831928139679,740,0.049089637144677685,583,-0.12419914417740233,676,1
cfg_0522,8,800,0.7,0.5,-0.0205121126235018,2969,-0.06745077373335691,999,0.0014256295320877414,959,0.005059947460831023,1011,2
cfg_0525,8,800,0.7,1.0,-0.0414771070812714,3016,-0.08218160272004241,1018,0.020040836728891686,952,-0.05494670723849073,1047,1
cfg_0528,8,800,0.7,1.5,-0.0409455901522288,2826,-0.11969889102567813,954,0.07214074668655804,896,-0.06363633071992583,977,1
cfg_0531,8,800,0.7,2.0,-0.0630577792814839,2512,-0.18341959124011661,875,0.08930496174547885,775,-0.07899855030183121,863,1
cfg_0534,8,800,0.7,2.5,-0.065666151572069,2201,-0.132109573428735,775,0.027933054796383878,670,-0.07359953769001869,765,1
cfg_0537,8,800,0.7,3.0,-0.084812993855804,1933,-0.11784039511352831,710,0.014960090530834204,572,-0.12466095120111254,660,1
cfg_0540,8,800,1.2,0.5,-0.0195171590751567,2953,-0.06025928596845356,992,-0.0024256310340215487,955,0.004432848590738538,1006,1
cfg_0543,8,800,1.2,1.0,-0.0442290233424462,2976,-0.09314330913310089,995,0.021297963938654144,950,-0.05445422879287619,1032,1
cfg_0546,8,800,1.2,1.5,-0.0422994112071215,2760,-0.1504788063875074,923,0.074292371563001,886,-0.04169345885521088,952,1
cfg_0549,8,800,1.2,2.0,-0.0574730072832713,2462,-0.18094176587626168,854,0.09770731298786439,767,-0.07601747670948054,843,1
cfg_0552,8,800,1.2,2.5,-0.0721652273604121,2144,-0.106452407653574,760,0.011748938286994621,654,-0.10407067718974625,739,1
cfg_0555,8,800,1.2,3.0,-0.0727197807848589,1866,-0.09597680576037088,670,0.03685949630884894,557,-0.13167808285285082,648,1
cfg_0558,8,800,1.7,0.5,-0.0160325225587751,2935,-0.051882746336580826,985,-0.0023646194454929994,950,0.006295369018453165,1000,1
cfg_0561,8,800,1.7,1.0,-0.0472267850899567,2933,-0.10611083812784092,977,0.018458612930044062,940,-0.049368519357295235,1018,1
cfg_0564,8,800,1.7,1.5,-0.0392044939403119,2708,-0.14163252305570015,905,0.06273991374475292,871,-0.03070643198531176,933,1
cfg_0567,8,800,1.7,2.0,-0.0504051715909091,2387,-0.14725118292183104,827,0.08487916144165412,739,-0.07705488750441539,823,1
cfg_0570,8,800,1.7,2.5,-0.0827122697949684,2078,-0.1195247680554711,719,-0.00762059894925407,643,-0.10409996921527147,724,0
cfg_0573,8,800,1.7,3.0,-0.0863838355504284,1807,-0.11538241770372124,638,0.01169135764829018,544,-0.13947620371806263,632,1
cfg_0576,8,800,2.2,0.5,-0.0201187457334259,2916,-0.05091077526289717,970,-0.008935426099069025,951,-0.000789235480096448,995,0
cfg_0579,8,800,2.2,1.0,-0.0481915008399191,2897,-0.11112972528929936,954,0.016265014493849483,935,-0.04540606228802731,1009,1
cfg_0582,8,800,2.2,1.5,-0.0492544494489495,2650,-0.15049473490898158,879,0.03868802920198326,856,-0.031036209272326473,917,1
cfg_0585,8,800,2.2,2.0,-0.0518372759345103,2327,-0.14551459595428595,804,0.07445707211627456,722,-0.07412961665592645,803,1
cfg_0588,8,800,2.2,2.5,-0.0650357962385912,2025,-0.094345965828756,694,0.010878247516021395,632,-0.09533828899958316,707,1
cfg_0591,8,800,2.2,3.0,-0.1007863807145145,1737,-0.1054621654555184,611,-0.041509039969952304,521,-0.14426036118018154,612,0
cfg_0594,8,800,2.7,0.5,-0.0218133044373569,2899,-0.04233628285610332,969,-0.013302338376752116,944,-0.009792668539454255,986,0
cfg_0597,8,800,2.7,1.0,-0.0450235489586935,2877,-0.10241724989083623,953,0.02066519480203847,928,-0.0482647283285483,997,1
cfg_0600,8,800,2.7,1.5,-0.045188930866521,2607,-0.1498976323130795,866,0.03947126171968936,849,-0.020807546980098596,894,1
cfg_0603,8,800,2.7,2.0,-0.0462601768030254,2265,-0.13022507874876615,776,0.06438278571787921,709,-0.06585332246200278,782,1
cfg_0606,8,800,2.7,2.5,-0.0705603497444269,1970,-0.11364012050207094,672,0.010102032766379727,616,-0.0915197976311597,690,1
cfg_0609,8,800,2.7,3.0,-0.0974214295287102,1683,-0.1006414036403043,596,-0.040223733518137544,506,-0.140970623291876,588,0
cfg_0612,8,800,3.2,0.5,-0.0236533640125499,2869,-0.04573338215771367,956,-0.019515343341239284,937,-0.005998541666378741,976,0
cfg_0615,8,800,3.2,1.0,-0.045452296409209,2826,-0.10657249816693692,924,0.011921513389155572,919,-0.03856119429041794,984,1
cfg_0618,8,800,3.2,1.5,-0.0427125435762911,2543,-0.1443316745797101,837,0.045403516360581014,838,-0.026376529033150665,870,1
cfg_0621,8,800,3.2,2.0,-0.0477321352328819,2192,-0.1353993653104604,739,0.04521424058617961,694,-0.05001737878179961,761,1
cfg_0624,8,800,3.2,2.5,-0.0817752689148225,1914,-0.16965601146954945,652,0.0014209742913733842,601,-0.07036759356169983,668,1
cfg_0627,8,800,3.2,3.0,-0.1027565582434623,1630,-0.12700895987280103,566,-0.03770748776441604,501,-0.13327029649849503,570,0
cfg_0630,11,200,0.2,0.5,-0.0041641113217781,4532,-0.019542467404697172,1503,0.019193006641388642,1507,-0.012407817414437555,1521,1
cfg_0633,11,200,0.2,1.0,-0.045871737063965,3911,-0.060132357858931916,1303,-0.011422380028751995,1251,-0.06092704269079279,1359,0
cfg_0636,11,200,0.2,1.5,-0.0459155448664845,3146,-0.11388775854491588,1081,0.026139556113752134,982,-0.04059749342251799,1085,1
cfg_0639,11,200,0.2,2.0,-0.0662999686027355,2537,-0.11453899683922487,911,0.010829264338232645,758,-0.0817807453735547,870,1
cfg_0642,11,200,0.2,2.5,-0.0981128061977228,2086,-0.11408218782029747,740,-0.0467811302239733,613,-0.11975057333609672,744,0
cfg_0645,11,200,0.2,3.0,-0.0963649897945946,1803,-0.09669248507962142,636,-0.04635436475916846,525,-0.1277831228765288,653,0
cfg_0648,11,200,0.7,0.5,-0.0069238561750348,4474,-0.02406832143733998,1478,0.013326536390386848,1496,-0.010535647345751244,1499,1
cfg_0651,11,200,0.7,1.0,-0.0419324125106914,3835,-0.05840560652298627,1271,-0.013008774100048104,1235,-0.052255688557405366,1330,0
cfg_0654,11,200,0.7,1.5,-0.0399235199336847,3052,-0.10091648540373015,1045,0.023594129720552352,959,-0.034339059219454994,1050,1
cfg_0657,11,200,0.7,2.0,-0.0702805324429204,2447,-0.11802587187412204,869,-0.010352312825169296,739,-0.0759097668951731,841,0
cfg_0660,11,200,0.7,2.5,-0.0858671853101146,2018,-0.10735059103323423,710,-0.030518746783731412,593,-0.1052981294051896,726,0
cfg_0663,11,200,0.7,3.0,-0.109630742226962,1758,-0.11673890038481356,621,-0.0849553161720718,513,-0.12335943536789269,633,0
cfg_0666,11,200,1.2,0.5,-0.0125523691818028,4436,-0.03163244314833619,1461,7.597015901899965e-05,1491,-0.00677190611949293,1483,1
cfg_0669,11,200,1.2,1.0,-0.0376050583762441,3780,-0.04353459354220797,1258,-0.015718241098509892,1218,-0.04998748385099013,1305,0
cfg_0672,11,200,1.2,1.5,-0.0511814048328176,2961,-0.11635341900119474,1008,-0.0008415698061979239,938,-0.030010917196601507,1017,0
cfg_0675,11,200,1.2,2.0,-0.0679513031500283,2390,-0.10844050506145124,836,-0.01992524730823586,733,-0.0732184817875776,824,0
