period,group,n_trades,pct_of_period,wins,losses,win_rate,profit_factor,expectancy_r,net_r,net_usd,avg_winner_r,avg_loser_r,max_dd_r,max_dd_usd,max_losing_streak,muestra_insuficiente
T5,D_aligned,56,12.095032397408207,28,28,0.5,0.9413629596736877,-0.030143966691401576,-1.6880621347184883,-63.091682115732155,0.9678665070068123,-1.0281544403896152,7.4534961278471314,111.70016220364924,5,False
T5,E_against,56,12.095032397408207,23,33,0.4107142857142857,0.6526578769578689,-0.21191758891458692,-11.867384979216867,-43.78519876045766,0.9695167676958122,-1.0353415344309256,17.622313412678626,174.41286462055996,10,False
T5,F_neutral,351,75.80993520518359,157,194,0.4472934472934473,0.7561668608557901,-0.13959949620544973,-48.999423168112855,-613.612248320667,0.9678682101304266,-1.0358491348380918,54.040755113946624,751.3745751608229,7,False
T6,A_baseline,411,100.0,218,192,0.5317073170731708,1.0547538275951944,0.026467013877561906,10.877942703677943,-67.56385818721675,0.9612290761495312,-1.0338186595037244,21.806492724405675,275.83111200833264,8,False
T6,D_aligned,50,12.165450121654501,27,22,0.5510204081632653,1.144346321593377,0.06593955938151769,3.296977969075884,-33.63856489617787,0.9680639280737522,-1.0301788553050297,6.9297912135640845,150.7143754852875,4,False
T6,E_against,36,8.75912408759124,18,18,0.5,0.9229922773765705,-0.039811872070917714,-1.4332273945530378,-40.47710280534368,0.9543471542211598,-1.0339708983629956,6.460203719216436,112.68249274637466,4,False
T6,F_neutral,325,79.07542579075427,173,152,0.5323076923076923,1.057335707250329,0.027735975782015677,9.014192129155095,6.55180951430485,0.9608784032752925,-1.0343274449833586,19.94022586438726,218.86306827867563,8,False
development,A_baseline,1689,100.0,840,847,0.4979253112033195,0.9295199982523482,-0.03651472067558071,-61.67336322105582,-555.7207855310525,0.967473978433711,-1.0331141642295154,84.86177129645574,782.1547243763057,10,False
development,D_aligned,225,13.321492007104796,125,100,0.5555555555555556,1.171291253699944,0.07866763528477834,17.700217939075127,177.9424132995537,0.9682740951590489,-1.0333404395580599,7.788320540792844,128.1087474632841,5,False
development,E_against,243,14.387211367673181,104,139,0.4279835390946502,0.704245245104406,-0.17432988753251916,-42.36216267040216,-358.02747714778513,0.9699223615805792,-1.030461066725053,50.96458093200715,483.11977456028904,7,False
development,F_neutral,1221,72.29129662522202,611,608,0.5012305168170632,0.9411095912127584,-0.03031238205546993,-37.01141848972878,-375.6357216828212,0.966893542365067,-1.0336834948549527,69.08769928562366,685.2058104401458,10,False
holdout,A_baseline,785,100.0,380,404,0.4846938775510204,0.8744320549751965,-0.06693266679924376,-52.54214343740635,-819.9375017338075,0.9628784607764882,-1.0352949140105623,81.14229122861039,1031.1893266874795,8,False
holdout,D_aligned,96,12.229299363057326,51,44,0.5368421052631579,1.0843370133343357,0.03996892633497499,3.8370169281575985,-50.73797996991209,0.967318746700736,-1.0299869518494358,7.453496127847131,171.34676006371748,5,False
holdout,E_against,82,10.445859872611466,34,48,0.4146341463414634,0.6563000430720918,-0.20838815452664328,-17.08782867118475,-162.54842048265928,0.9596898884394747,-1.0357767682943102,20.016404352889676,223.15091058182938,10,False
holdout,F_neutral,607,77.32484076433121,295,312,0.48599670510708404,0.8784387236143838,-0.06473036522961978,-39.2913316943792,-606.651101281236,0.962478314597918,-1.0359693413486057,66.9847341861703,805.1161052342998,8,False
